mean fitness,best fitness,population size
114.895283,503.690613,1030
196.721894,750.355835,1036
268.425659,750.355835,1042
329.400146,750.355835,1048
370.699348,750.355835,1054
391.730388,751.614197,1060
417.180599,765.048279,1066
413.512720,796.513428,1072
443.188493,805.209229,1078
449.180099,801.818420,1084
444.933020,814.308472,1090
473.429699,814.308472,1096
485.248451,832.552124,1102
506.319949,832.552124,1108
524.162411,838.534912,1114
528.337117,849.277527,1120
547.382868,877.160217,1126
563.834230,849.277527,1132
574.565303,864.615784,1138
578.066762,867.956604,1144
572.442498,867.956604,1150
563.462319,889.126404,1156
549.641933,862.920288,1162
555.039021,889.988525,1168
541.343151,889.988525,1174
552.742798,889.988525,1180
564.216667,889.988525,1186
574.226444,889.988525,1192
588.661387,889.988525,1198
588.789580,902.866699,1204
586.200816,902.866699,1210
570.468109,902.866699,1216
576.491432,908.064514,1222
571.777181,931.626587,1228
574.072492,931.626587,1234
581.154123,931.626587,1240
596.879342,931.626587,1246
609.368429,931.626587,1252
627.468517,931.626587,1258
630.968523,931.626587,1264
