threshold
0.784305
0.704550
0.784305
0.898563
0.532109
0.793359
0.887533
0.696127
0.580999
0.926546
0.828232
0.580122
0.771762
0.771762
0.246397
0.825495
0.858305
0.736461
0.692226
0.671043
0.956310
0.635296
0.537837
0.947864
0.488333
0.736461
0.039649
0.617487
0.235533
0.050807
0.858174
0.409604
0.781534
0.781341
0.823054
0.626171
0.675403
0.386107
0.544387
0.563746
0.563746
0.220441
0.509109
0.868418
0.868296
0.508765
0.695117
0.662873
0.770727
0.641193
0.163340
0.200471
0.182267
0.794641
0.541045
0.536167
0.648281
0.513603
0.502376
0.376938
0.580244
0.485630
0.702818
0.321378
0.541206
0.909440
0.722609
0.629484
0.833633
0.222039
0.482132
0.663849
0.670517
0.902998
0.125996
0.376570
0.747343
0.985649
0.601356
0.408751
0.332901
0.615236
0.927461
0.652175
0.642002
0.624732
0.317672
0.614881
0.250046
0.863560
0.725520
0.664877
0.713033
0.974066
0.886362
0.886362
0.925764
0.982930
0.687032
0.516744
0.443709
0.086881
0.255896
0.870022
0.231095
0.400982
0.645382
0.629422
0.769116
0.966545
0.230757
0.069121
0.150077
0.869779
0.576883
0.886148
0.886148
0.925621
0.274637
0.274145
0.813111
0.593201
0.911538
0.768712
0.629797
0.946893
0.393673
0.702140
0.258087
0.878376
0.222576
0.467795
0.651156
0.757089
0.890230
0.171282
0.247444
0.537713
0.577712
0.603848
0.603848
0.164705
0.454952
0.733062
0.733062
0.537379
0.537379
0.326868
0.797060
0.566634
0.556454
0.909827
0.655956
0.768104
0.768104
0.424669
0.414657
0.946737
0.946737
0.634270
0.666467
0.767901
0.767901
0.776556
0.951689
0.811592
0.796698
0.796698
0.796698
0.582204
0.575907
0.812158
0.821512
0.775708
0.221239
0.358104
0.114313
0.350447
0.335208
0.220905
0.812099
0.658214
0.858980
0.775966
0.658093
0.271238
0.650662
0.477573
0.538557
0.550992
0.272656
0.813192
0.227042
0.276083
0.893570
0.391362
0.058444
0.537890
0.266237
0.663577
0.568366
0.510297
0.811422
0.758866
0.698579
0.865821
0.689770
0.501518
0.272508
0.896891
0.946321
0.699398
0.896891
0.235426
0.658196
0.777062
0.758657
0.757303
0.600792
0.779299
0.281086
0.385886
0.360691
0.825375
0.371863
0.780899
0.604247
0.819169
0.730547
0.158449
0.631663
0.808846
0.243826
0.861261
0.609527
0.652623
0.474014
0.342972
0.802936
0.354462
0.043435
0.858300
0.435902
0.435902
0.428720
0.226783
0.533763
0.853200
0.628978
0.368121
0.710172
0.105791
0.472951
0.687715
0.609573
0.966048
0.147326
0.946215
0.966015
0.332970
0.903843
0.763384
0.675667
0.632241
0.517707
0.429562
0.208335
0.378441
0.641307
0.945796
0.654342
0.666835
0.560490
0.436048
0.550229
0.345035
0.857140
0.737661
0.639983
0.504546
0.645152
0.645152
0.779200
0.807295
0.807295
0.779142
0.686941
0.718783
0.793231
0.793231
0.254953
0.718783
0.793231
0.307672
0.686425
0.686425
0.384855
0.686425
0.525557
0.562206
0.351116
0.291124
0.790455
0.791102
0.889749
0.889158
0.709555
0.808002
0.792863
0.508553
0.569199
0.763401
0.467147
0.114278
0.702737
0.752284
0.889432
0.237059
0.433007
0.792495
0.954567
0.786986
0.350013
0.414786
0.584465
0.132172
0.445607
0.910028
0.945426
0.356178
0.750309
0.753980
0.991040
0.852258
0.567616
0.883000
0.678955
0.883000
0.883000
0.513368
0.024795
0.945373
0.945373
0.945373
0.685131
0.585750
0.343435
0.501271
0.889940
0.126892
0.334674
0.494571
0.527644
0.527644
0.798154
0.855812
0.789987
0.751211
0.790350
0.615524
0.751211
0.644261
0.089882
0.536437
0.498175
0.814795
0.554099
0.615225
0.142952
0.700238
0.555422
0.555422
0.555422
0.831933
0.777380
0.373058
0.772912
0.906007
0.894722
0.628457
0.954300
0.855545
0.431699
0.617699
0.791386
0.725926
0.719569
0.522354
0.945477
0.862922
0.945477
0.493525
0.725694
0.346365
0.592907
0.808423
0.960951
0.805210
0.507612
0.957827
0.805210
0.805036
0.910253
0.807026
0.269006
0.656720
0.183933
0.424429
0.572773
0.683572
0.683572
0.683572
0.652279
0.482657
0.292092
0.492828
0.466560
0.386663
0.456783
0.985893
0.410003
0.760457
0.861711
0.888174
0.678732
0.216440
0.360760
0.504147
0.131285
0.771714
0.624849
0.196253
0.724761
0.603505
0.862156
0.596529
0.930256
0.567153
0.624062
0.804336
0.964886
0.960759
0.804336
0.807739
0.619794
0.639749
0.699249
0.553128
0.682008
0.887306
0.805227
0.789899
0.789899
0.908009
0.789899
0.789899
0.661396
0.160615
0.789899
0.907922
0.789713
0.564046
0.203592
0.752085
0.773401
0.723826
0.119045
0.961638
0.490733
0.751870
0.313737
0.353681
0.488397
0.507417
0.161081
0.840247
0.961601
0.730670
0.571960
0.387142
0.774885
0.803458
0.803170
0.759665
0.768579
0.655516
0.949767
0.622588
0.803458
0.368641
0.815925
0.893520
0.893520
0.655239
0.949718
0.615548
0.495829
0.448100
0.553602
0.181968
0.861386
0.470426
0.115453
0.488862
0.825571
0.589432
0.624647
0.803106
0.405595
0.432490
0.463353
0.825413
0.960489
0.348774
0.965101
0.713038
0.709694
0.709694
0.788778
0.788778
0.788778
0.552003
0.613516
0.317373
0.302790
0.672488
0.672488
0.643546
0.310099
0.359781
0.507770
