candles read:
from: 2018-Apr-17 04:02:00
to: 2023-Apr-12 11:26:00
difference: 1821d 07:24:00.000000
count: 2616803
duration: 3.577494
began: 2023-Apr-20 19:26:31
it: 0, best value: -50.9922, curr value: -50.9922, tabu list size: 1
it: 1, best value: -50.0784, curr value: -50.0784, tabu list size: 2
it: 2, best value: 261.444, curr value: 261.444, tabu list size: 3
it: 3, best value: 434.882, curr value: 434.882, tabu list size: 4
it: 4, best value: 434.882, curr value: 434.882, tabu list size: 5
it: 5, best value: 478.135, curr value: 478.135, tabu list size: 6
it: 6, best value: 478.135, curr value: 478.135, tabu list size: 7
it: 7, best value: 492.796, curr value: 492.796, tabu list size: 8
it: 8, best value: 574.378, curr value: 574.378, tabu list size: 9
it: 9, best value: 730.81, curr value: 730.81, tabu list size: 10
it: 10, best value: 749.789, curr value: 749.789, tabu list size: 11
it: 11, best value: 751.445, curr value: 751.445, tabu list size: 12
it: 12, best value: 751.445, curr value: 751.445, tabu list size: 13
it: 13, best value: 751.445, curr value: 746.227, tabu list size: 14
it: 14, best value: 751.445, curr value: 751.215, tabu list size: 15
it: 15, best value: 751.445, curr value: 751.215, tabu list size: 15
it: 16, best value: 751.445, curr value: 686.592, tabu list size: 16
it: 17, best value: 751.445, curr value: 751.445, tabu list size: 17
it: 18, best value: 751.445, curr value: 741.19, tabu list size: 18
it: 19, best value: 751.445, curr value: 749.789, tabu list size: 18
it: 20, best value: 751.445, curr value: 730.727, tabu list size: 19
it: 21, best value: 751.445, curr value: 702.032, tabu list size: 20
it: 22, best value: 751.445, curr value: 694.475, tabu list size: 21
it: 23, best value: 751.445, curr value: 713.552, tabu list size: 21
it: 24, best value: 751.445, curr value: 680.513, tabu list size: 21
it: 25, best value: 751.445, curr value: 741.19, tabu list size: 21
it: 26, best value: 751.445, curr value: 741.19, tabu list size: 20
it: 27, best value: 751.445, curr value: 682.212, tabu list size: 20
it: 28, best value: 751.445, curr value: 741.19, tabu list size: 20
it: 29, best value: 751.445, curr value: 741.19, tabu list size: 20
it: 30, best value: 751.445, curr value: 677.198, tabu list size: 20
it: 31, best value: 751.445, curr value: 741.19, tabu list size: 20
it: 32, best value: 751.445, curr value: 658.834, tabu list size: 20
it: 33, best value: 751.445, curr value: 688.483, tabu list size: 20
it: 34, best value: 751.445, curr value: 688.483, tabu list size: 20
it: 35, best value: 751.445, curr value: 669.27, tabu list size: 20
it: 36, best value: 751.445, curr value: 688.483, tabu list size: 20
it: 37, best value: 751.445, curr value: 730.81, tabu list size: 20
it: 38, best value: 751.445, curr value: 746.227, tabu list size: 20
it: 39, best value: 751.445, curr value: 751.215, tabu list size: 21
it: 40, best value: 751.445, curr value: 751.445, tabu list size: 21
it: 41, best value: 751.445, curr value: 751.445, tabu list size: 21
it: 42, best value: 751.445, curr value: 686.894, tabu list size: 21
it: 43, best value: 751.445, curr value: 751.445, tabu list size: 22
it: 44, best value: 751.445, curr value: 751.445, tabu list size: 21
it: 45, best value: 751.445, curr value: 749.789, tabu list size: 21
it: 46, best value: 751.445, curr value: 730.727, tabu list size: 21
it: 47, best value: 751.445, curr value: 702.032, tabu list size: 22
it: 48, best value: 751.445, curr value: 718.305, tabu list size: 22
it: 49, best value: 751.445, curr value: 613.995, tabu list size: 22
it: 50, best value: 751.445, curr value: 639.132, tabu list size: 23
it: 51, best value: 751.445, curr value: 741.19, tabu list size: 23
it: 52, best value: 751.445, curr value: 713.552, tabu list size: 23
it: 53, best value: 751.445, curr value: 659.417, tabu list size: 23
it: 54, best value: 751.445, curr value: 680.513, tabu list size: 23
it: 55, best value: 751.445, curr value: 680.513, tabu list size: 23
it: 56, best value: 751.445, curr value: 597.49, tabu list size: 23
it: 57, best value: 751.445, curr value: 589.496, tabu list size: 23
it: 58, best value: 751.445, curr value: 588.823, tabu list size: 23
it: 59, best value: 751.445, curr value: 625.967, tabu list size: 23
it: 60, best value: 751.445, curr value: 700.794, tabu list size: 23
it: 61, best value: 754.849, curr value: 754.849, tabu list size: 23
it: 62, best value: 754.849, curr value: 674.684, tabu list size: 23
it: 63, best value: 754.849, curr value: 723.199, tabu list size: 23
it: 64, best value: 754.849, curr value: 703.288, tabu list size: 23
it: 65, best value: 754.849, curr value: 730.81, tabu list size: 23
it: 66, best value: 754.849, curr value: 746.227, tabu list size: 23
it: 67, best value: 754.849, curr value: 751.215, tabu list size: 23
it: 68, best value: 754.849, curr value: 751.445, tabu list size: 24
it: 69, best value: 754.849, curr value: 751.445, tabu list size: 24
it: 70, best value: 754.849, curr value: 749.789, tabu list size: 24
