candles read:
from: 2019-Mar-28 04:00:00
to: 2023-Apr-12 09:28:00
difference: 1476d 05:28:00.000000
count: 2122039
duration: 2.531517
began: 2023-Apr-21 14:39:21
it: 0, best value: -13.3248, curr value: -13.3248, tabu list size: 1
it: 1, best value: -13.3248, curr value: -13.3248, tabu list size: 2
it: 2, best value: -11.1686, curr value: -11.1686, tabu list size: 3
it: 3, best value: -10.7842, curr value: -10.7842, tabu list size: 4
it: 4, best value: 20.5907, curr value: 20.5907, tabu list size: 5
it: 5, best value: 52.5089, curr value: 52.5089, tabu list size: 6
it: 6, best value: 54.4122, curr value: 54.4122, tabu list size: 7
it: 7, best value: 65.6299, curr value: 65.6299, tabu list size: 8
it: 8, best value: 79.1488, curr value: 79.1488, tabu list size: 9
it: 9, best value: 107.475, curr value: 107.475, tabu list size: 10
it: 10, best value: 134.907, curr value: 134.907, tabu list size: 11
it: 11, best value: 134.907, curr value: 134.907, tabu list size: 12
it: 12, best value: 136.116, curr value: 136.116, tabu list size: 13
it: 13, best value: 136.116, curr value: 133.506, tabu list size: 14
it: 14, best value: 136.116, curr value: 130.145, tabu list size: 15
it: 15, best value: 136.116, curr value: 128.598, tabu list size: 16
it: 16, best value: 138.123, curr value: 138.123, tabu list size: 17
it: 17, best value: 138.123, curr value: 131.202, tabu list size: 18
it: 18, best value: 138.123, curr value: 138.123, tabu list size: 19
it: 19, best value: 138.123, curr value: 130.22, tabu list size: 20
it: 20, best value: 138.123, curr value: 130.795, tabu list size: 21
it: 21, best value: 138.123, curr value: 128.598, tabu list size: 22
it: 22, best value: 138.123, curr value: 128.598, tabu list size: 22
it: 23, best value: 138.123, curr value: 131.202, tabu list size: 23
it: 24, best value: 138.123, curr value: 123.736, tabu list size: 24
it: 25, best value: 138.123, curr value: 131.202, tabu list size: 25
it: 26, best value: 138.123, curr value: 120.755, tabu list size: 26
it: 27, best value: 138.123, curr value: 128.598, tabu list size: 27
it: 28, best value: 138.123, curr value: 130.795, tabu list size: 28
it: 29, best value: 138.123, curr value: 117.662, tabu list size: 29
it: 30, best value: 138.123, curr value: 99.1179, tabu list size: 30
it: 31, best value: 138.123, curr value: 98.9145, tabu list size: 31
it: 32, best value: 138.123, curr value: 106.344, tabu list size: 32
it: 33, best value: 138.123, curr value: 105.269, tabu list size: 33
it: 34, best value: 138.123, curr value: 102.493, tabu list size: 34
it: 35, best value: 138.123, curr value: 103.984, tabu list size: 35
it: 36, best value: 138.123, curr value: 103.743, tabu list size: 36
it: 37, best value: 138.123, curr value: 120.725, tabu list size: 37
it: 38, best value: 138.123, curr value: 122.799, tabu list size: 37
it: 39, best value: 138.123, curr value: 121.496, tabu list size: 38
it: 40, best value: 138.123, curr value: 123.062, tabu list size: 39
it: 41, best value: 138.123, curr value: 130.695, tabu list size: 40
it: 42, best value: 138.123, curr value: 129.94, tabu list size: 41
it: 43, best value: 138.123, curr value: 138.123, tabu list size: 41
it: 44, best value: 138.123, curr value: 114.844, tabu list size: 42
it: 45, best value: 138.123, curr value: 82.8481, tabu list size: 43
it: 46, best value: 138.123, curr value: 138.123, tabu list size: 44
it: 47, best value: 138.123, curr value: 95.8518, tabu list size: 45
it: 48, best value: 138.123, curr value: 65.6614, tabu list size: 46
it: 49, best value: 138.123, curr value: 94.8152, tabu list size: 47
it: 50, best value: 138.123, curr value: 124.53, tabu list size: 48
it: 51, best value: 138.123, curr value: 128.598, tabu list size: 49
it: 52, best value: 138.123, curr value: 130.22, tabu list size: 50
it: 53, best value: 138.123, curr value: 130.22, tabu list size: 50
it: 54, best value: 138.123, curr value: 130.22, tabu list size: 50
it: 55, best value: 138.123, curr value: 114.389, tabu list size: 50
it: 56, best value: 138.123, curr value: 100.399, tabu list size: 51
it: 57, best value: 138.123, curr value: 114.389, tabu list size: 52
it: 58, best value: 138.123, curr value: 99.886, tabu list size: 53
it: 59, best value: 138.123, curr value: 114.9, tabu list size: 54
it: 60, best value: 138.123, curr value: 123.419, tabu list size: 55
it: 61, best value: 138.123, curr value: 108.015, tabu list size: 56
it: 62, best value: 138.123, curr value: 99.886, tabu list size: 57
it: 63, best value: 138.123, curr value: 114.389, tabu list size: 58
it: 64, best value: 138.123, curr value: 95.6928, tabu list size: 58
it: 65, best value: 138.123, curr value: 122.799, tabu list size: 58
it: 66, best value: 138.123, curr value: 122.799, tabu list size: 58
it: 67, best value: 138.123, curr value: 109.885, tabu list size: 58
it: 68, best value: 138.123, curr value: 118.485, tabu list size: 59
it: 69, best value: 138.123, curr value: 118.485, tabu list size: 58
it: 70, best value: 138.123, curr value: 118.485, tabu list size: 57
it: 71, best value: 138.123, curr value: 112.065, tabu list size: 57
it: 72, best value: 138.123, curr value: 118.485, tabu list size: 57
it: 73, best value: 138.123, curr value: 118.485, tabu list size: 56
it: 74, best value: 138.123, curr value: 118.485, tabu list size: 55
it: 75, best value: 138.123, curr value: 114.28, tabu list size: 55
it: 76, best value: 138.123, curr value: 120.725, tabu list size: 55
it: 77, best value: 138.123, curr value: 120.725, tabu list size: 55
it: 78, best value: 138.123, curr value: 116.336, tabu list size: 55
it: 79, best value: 138.123, curr value: 120.725, tabu list size: 55
it: 80, best value: 138.123, curr value: 114.28, tabu list size: 55
it: 81, best value: 138.123, curr value: 118.224, tabu list size: 55
it: 82, best value: 138.123, curr value: 118.224, tabu list size: 54
it: 83, best value: 138.123, curr value: 118.168, tabu list size: 54
it: 84, best value: 138.123, curr value: 116.269, tabu list size: 54
it: 85, best value: 138.123, curr value: 120.75, tabu list size: 54
it: 86, best value: 138.123, curr value: 124.53, tabu list size: 55
it: 87, best value: 138.123, curr value: 122.753, tabu list size: 55
it: 88, best value: 138.123, curr value: 129.94, tabu list size: 55
it: 89, best value: 138.123, curr value: 129.94, tabu list size: 54
it: 90, best value: 138.123, curr value: 130.145, tabu list size: 54
it: 91, best value: 138.123, curr value: 136.116, tabu list size: 54
it: 92, best value: 138.123, curr value: 134.907, tabu list size: 54
it: 93, best value: 138.123, curr value: 133.506, tabu list size: 54
it: 94, best value: 138.123, curr value: 136.116, tabu list size: 53
it: 95, best value: 138.123, curr value: 131.917, tabu list size: 53
it: 96, best value: 138.123, curr value: 127.004, tabu list size: 53
it: 97, best value: 138.123, curr value: 130.618, tabu list size: 53
it: 98, best value: 138.123, curr value: 134.907, tabu list size: 53
it: 99, best value: 138.123, curr value: 130.618, tabu list size: 53
it: 100, best value: 138.123, curr value: 128.908, tabu list size: 53
it: 101, best value: 138.123, curr value: 134.907, tabu list size: 53
it: 102, best value: 138.123, curr value: 128.908, tabu list size: 54
it: 103, best value: 138.123, curr value: 133.506, tabu list size: 54
it: 104, best value: 138.123, curr value: 128.908, tabu list size: 54
it: 105, best value: 138.123, curr value: 122.569, tabu list size: 54
it: 106, best value: 138.123, curr value: 136.116, tabu list size: 54
it: 107, best value: 138.123, curr value: 136.116, tabu list size: 54
it: 108, best value: 138.123, curr value: 130.618, tabu list size: 54
it: 109, best value: 138.123, curr value: 122.569, tabu list size: 54
it: 110, best value: 138.123, curr value: 112.755, tabu list size: 54
it: 111, best value: 138.123, curr value: 120.321, tabu list size: 54
it: 112, best value: 138.123, curr value: 122.569, tabu list size: 54
it: 113, best value: 138.123, curr value: 108.711, tabu list size: 54
it: 114, best value: 138.123, curr value: 112.007, tabu list size: 53
it: 115, best value: 138.123, curr value: 124.53, tabu list size: 53
it: 116, best value: 138.123, curr value: 124.53, tabu list size: 52
it: 117, best value: 138.123, curr value: 118.931, tabu list size: 53
it: 118, best value: 138.123, curr value: 124.701, tabu list size: 54
it: 119, best value: 138.123, curr value: 130.695, tabu list size: 55
it: 120, best value: 138.123, curr value: 130.695, tabu list size: 54
it: 121, best value: 138.123, curr value: 129.94, tabu list size: 54
it: 122, best value: 138.123, curr value: 129.94, tabu list size: 53
it: 123, best value: 138.123, curr value: 119.941, tabu list size: 53
it: 124, best value: 138.123, curr value: 116.932, tabu list size: 53
it: 125, best value: 138.123, curr value: 107.728, tabu list size: 53
it: 126, best value: 138.123, curr value: 115.307, tabu list size: 53
it: 127, best value: 138.123, curr value: 109.09, tabu list size: 53
ended: 2023-Apr-21 14:42:56
duration: 3:34.678098
