mean fitness,best fitness,population size
170.553240,728.103455,506
274.122317,789.348877,500
353.821740,915.933289,496
410.811906,915.933289,492
495.729366,924.397705,488
541.164321,948.620911,484
576.427767,956.544495,480
596.502984,956.544495,476
605.479513,972.045410,472
615.614589,989.535889,468
614.567834,989.535889,464
622.441492,989.535889,460
629.335511,989.535889,456
637.373739,1040.770142,452
629.367753,1040.770142,448
645.491893,1040.770142,444
634.695450,1040.770142,440
640.940259,1040.770142,436
644.519112,1040.770142,432
627.782594,1040.770142,428
642.196183,1040.770142,424
649.812352,1041.864746,420
662.659897,1042.953857,416
685.231477,1042.953857,412
669.872839,1042.953857,408
681.385800,1049.208740,404
686.181179,1049.208740,400
674.035775,1049.208740,396
677.193530,1049.208740,392
670.398702,1049.208740,388
653.806109,1049.208740,384
672.560069,1121.054932,380
654.564734,1121.054932,376
648.896031,1121.054932,372
639.014694,1121.054932,368
629.104971,1121.054932,364
631.794674,1121.054932,360
627.406898,1121.054932,356
651.646231,1121.054932,352
702.506205,1121.054932,348
675.894997,1148.365845,344
681.865060,1148.365845,340
653.153118,1148.365845,336
700.166566,1148.365845,332
730.703745,1148.365845,328
695.932870,1148.365845,324
692.834539,1148.365845,320
688.482792,1161.676025,316
718.493880,1161.676025,312
700.722368,1161.676025,308
