curr state net profit,temperature,mean threshold worse acceptance
6183.498047,5000.000000,0.995772
12084.082031,140.223509,0.994103
0.000000,89.396479,0.902617
9295.705078,71.108868,0.736998
17116.791016,61.370856,0.867441
15176.548828,55.194965,0.706234
39885.992188,50.867025,0.534235
48914.156250,47.631714,0.600573
47555.679688,45.101430,0.516823
59233.816406,43.055473,0.469663
60933.601562,41.358284,0.319773
54324.875000,39.921647,0.510153
68224.562500,38.685477,0.000000
75989.585938,37.607313,0.000000
73985.320312,36.656217,0.468813
76047.960938,35.809068,0.696591
74238.437500,35.048203,0.644033
74238.437500,34.359872,0.000000
74238.437500,33.733196,0.676272
77968.359375,33.159442,0.626303
75859.210938,32.631512,0.353207
74238.437500,32.143567,0.740585
74238.437500,31.690757,0.555995
74238.437500,31.269017,0.654356
73985.320312,30.874910,0.603629
72659.992188,30.505508,0.488992
73985.320312,30.158299,0.000000
75859.210938,29.831116,0.000000
76047.960938,29.522075,0.637765
76047.960938,29.229532,0.000000
76047.960938,28.952047,0.000000
77968.359375,28.688347,0.000000
77968.359375,28.437306,0.000000
77968.359375,28.197923,0.000000
77968.359375,27.969305,0.000000
74517.453125,27.750652,0.426986
77696.195312,27.541245,0.510767
77696.195312,27.340436,0.000000
76047.960938,27.147639,0.547249
73985.320312,26.962321,0.283690
75582.468750,26.784002,0.000000
73985.320312,26.612238,0.757632
77696.195312,26.446630,0.000000
79647.218750,26.286807,0.594132
77696.195312,26.132433,0.476065
73985.320312,25.983195,0.586987
77968.359375,25.838808,0.000000
76047.960938,25.699006,0.531522
76047.960938,25.563546,0.529714
74517.453125,25.432201,0.265719
76047.960938,25.304760,0.481736
77968.359375,25.181028,0.000000
74517.453125,25.060823,0.253996
76047.960938,24.943976,0.619620
77696.195312,24.830327,0.000000
77968.359375,24.719730,0.000000
79073.164062,24.612045,0.896644
73985.320312,24.507143,0.569766
76047.960938,24.404902,0.490952
76047.960938,24.305208,0.000000
77696.195312,24.207953,0.000000
77696.195312,24.113036,0.000000
76047.960938,24.020361,0.504826
77696.195312,23.929839,0.000000
74517.453125,23.841385,0.561036
77696.195312,23.754917,0.569620
75859.210938,23.670361,0.370744
73985.320312,23.587644,0.562706
74517.453125,23.506699,0.570139
73985.320312,23.427460,0.450600
74238.437500,23.349866,0.510251
77968.359375,23.273859,0.508648
74238.437500,23.199383,0.335781
77405.578125,23.126386,0.000000
73985.320312,23.054818,0.357055
73985.320312,22.984631,0.503199
73985.320312,22.915779,0.000000
72659.992188,22.848219,0.444608
75859.210938,22.781909,0.000000
72659.992188,22.716809,0.497295
74517.453125,22.652883,0.000000
72659.992188,22.590093,0.607579
74238.437500,22.528405,0.000000
74238.437500,22.467786,0.496264
75859.210938,22.408204,0.488897
76047.960938,22.349629,0.545610
76047.960938,22.292030,0.000000
76047.960938,22.235382,0.000000
76047.960938,22.179655,0.000000
76047.960938,22.124825,0.000000
73985.320312,22.070868,0.345502
77405.578125,22.017758,0.540580
72659.992188,21.965473,0.407580
76125.265625,21.913991,0.000000
72659.992188,21.863291,0.454672
74238.437500,21.813352,0.421892
72659.992188,21.764155,0.484995
73985.320312,21.715680,0.316787
72659.992188,21.667910,0.391441
77485.906250,21.620826,0.000000
75859.210938,21.574412,0.471245
76047.960938,21.528651,0.678290
76047.960938,21.483528,0.465057
77968.359375,21.439026,0.000000
75859.210938,21.395132,0.310213
77405.578125,21.351831,0.477373
77696.195312,21.309109,0.529498
76047.960938,21.266952,0.461403
79073.164062,21.225348,0.405356
77696.195312,21.184285,0.522709
76047.960938,21.143749,0.459305
76047.960938,21.103730,0.000000
76047.960938,21.064215,0.402534
77696.195312,21.025195,0.000000
74238.437500,20.986658,0.386773
75859.210938,20.948593,0.707010
79647.218750,20.910992,0.698727
77968.359375,20.873843,0.448049
76047.960938,20.837138,0.665890
75859.210938,20.800868,0.537931
76047.960938,20.765023,0.438818
77968.359375,20.729594,0.000000
76125.265625,20.694575,0.189243
77968.359375,20.659955,0.401823
76047.960938,20.625728,0.394743
76047.960938,20.591885,0.517778
76047.960938,20.558420,0.393532
76047.960938,20.525324,0.000000
77405.578125,20.492591,0.000000
77696.195312,20.460214,0.515568
76047.960938,20.428186,0.416099
72802.109375,20.396500,0.079740
72947.656250,20.365151,0.000000
72570.882812,20.334131,0.831101
69391.890625,20.303436,0.209428
71004.007812,20.273058,0.477091
71004.007812,20.242993,0.000000
70354.937500,20.213235,0.725682
72802.109375,20.183778,0.543400
72802.109375,20.154616,0.496538
72947.656250,20.125746,0.486921
71004.007812,20.097162,0.744171
71004.007812,20.068858,0.000000
74517.453125,20.040830,0.357798
77968.359375,20.013074,0.395802
74517.453125,19.985584,0.283524
