1515148440,981.828552
1515150240,982.293823
1515152040,982.646484
1515153840,983.354065
1515155640,984.086304
1515157440,984.564941
1515159240,984.922119
1515161040,984.779663
1515162840,984.501160
1515164640,984.214172
1515166440,983.864929
1515168240,983.550537
1515170040,982.673889
1515171840,981.126770
1515173640,979.458984
1515175440,977.374817
1515177240,975.729980
1515179040,974.922729
1515180840,974.826721
1515182640,974.480591
1515184440,974.619812
1515186240,974.314514
1515188040,973.285583
1515189840,972.112915
1515191640,970.760681
1515193440,968.911987
1515195240,967.058472
1515197040,965.960876
1515198840,965.740723
1515200640,965.578613
1515202440,965.161316
1515204240,964.848328
1515206040,964.541504
1515207840,964.901733
1515209640,965.607788
1515211440,965.734375
1515213240,965.780151
1515215040,966.413696
1515216840,967.541138
1515218640,968.403687
1515220440,969.533325
1515222240,970.748596
1515224040,972.116028
1515225840,973.496277
1515227640,974.745422
1515229440,976.001587
1515231240,977.315002
1515233040,978.670593
1515234840,979.916321
1515236640,980.951660
1515238440,982.044495
1515240240,983.160278
1515242040,984.049377
1515243840,984.745605
1515245640,985.166748
1515247440,985.217224
1515249240,985.392273
1515251040,985.723145
1515252840,986.361633
1515254640,987.492737
1515256440,988.859192
1515258240,989.956116
1515260040,990.826782
1515261840,991.569031
1515263640,991.753662
1515265440,991.711121
1515267240,992.223389
1515269040,993.113159
1515270840,993.982727
1515272640,994.737244
1515274440,995.168152
1515276240,995.531372
1515278040,995.625549
1515279840,995.632568
1515281640,995.962830
1515283440,996.309326
1515285240,996.829346
1515287040,997.723328
1515288840,998.554199
1515290640,999.548645
1515292440,1000.476501
1515294240,1001.591125
1515296040,1003.186523
1515297840,1005.768921
1515299640,1008.396790
1515301440,1010.709167
1515303240,1013.927734
1515305040,1017.887024
1515306840,1021.692505
1515308640,1025.086426
1515310440,1028.060059
1515312240,1031.214722
1515314040,1034.196167
1515315840,1036.850952
1515317640,1039.751343
1515319440,1042.542358
1515321240,1045.379150
1515323040,1048.054077
1515324840,1050.397339
1515326640,1052.247314
1515328440,1053.799805
1515330240,1055.593994
1515332040,1056.832642
1515333840,1057.660156
1515335640,1058.900269
1515337440,1060.211426
1515339240,1061.518311
