curr state net profit,temperature,mean threshold worse acceptance
1146.861206,196.000000,0.929601
448.438751,115.760757,0.900450
0.000000,93.395050,0.801477
3388.136719,82.135718,0.827650
4285.626953,75.111961,0.826155
0.000000,70.206621,0.795586
-2752.888672,66.532919,0.836138
4423.487793,63.647904,0.810469
6417.146484,61.303169,0.740923
15600.503906,59.347449,0.614175
23610.923828,57.682767,0.679802
22417.289062,56.242540,0.724447
-1419.363281,54.979743,0.641264
7568.591309,53.860102,0.766375
6571.393066,52.857968,0.599605
2841.340820,51.953715,0.645206
0.000000,51.132035,0.647388
16215.044922,50.380789,0.645390
17924.117188,49.690210,0.673348
31028.898438,49.052335,0.647749
32449.554688,48.460604,0.673360
8043.537109,47.909549,0.677939
19821.601562,47.394577,0.541959
4067.555664,46.911794,0.623333
38456.484375,46.457874,0.616152
37486.292969,46.029957,0.543602
37290.269531,45.625569,0.557291
30311.828125,45.242555,0.630407
36055.105469,44.879030,0.559177
32611.664062,44.533336,0.638035
28919.708984,44.204007,0.519364
39799.894531,43.889743,0.632545
41322.101562,43.589385,0.645155
32361.703125,43.301898,0.527708
30529.345703,43.026350,0.740628
26958.369141,42.761905,0.632760
28048.191406,42.507805,0.683057
38245.554688,42.263366,0.561249
51895.914062,42.027964,0.778087
28092.203125,41.801032,0.583074
12195.919922,41.582052,0.527374
14457.133789,41.370550,0.729425
34104.691406,41.166092,0.658409
37517.183594,40.968276,0.589509
0.000000,40.776734,0.678234
2998.490723,40.591128,0.755489
19888.578125,40.411141,0.659777
987.457764,40.236484,0.732617
2184.740234,40.066885,0.838227
1896.385010,39.902093,0.501306
33379.585938,39.741875,0.789057
23041.183594,39.586013,0.662366
14482.511719,39.434304,0.686242
939.850952,39.286556,0.566166
26073.908203,39.142592,0.625600
15764.757812,39.002245,0.662904
26522.949219,38.865359,0.631521
55526.085938,38.731787,0.798807
41530.101562,38.601389,0.655134
39723.359375,38.474037,0.417500
35642.718750,38.349606,0.694298
37046.023438,38.227982,0.628205
34963.683594,38.109054,0.531403
27581.273438,37.992720,0.519611
44268.828125,37.878881,0.556698
36390.203125,37.767445,0.529664
30566.060547,37.658324,0.550966
13704.062500,37.551434,0.562313
20033.906250,37.446697,0.730838
5498.505859,37.344037,0.608056
25357.812500,37.243383,0.690613
23833.453125,37.144666,0.653971
19073.369141,37.047822,0.628284
40977.570312,36.952789,0.572501
42021.015625,36.859509,0.632060
28360.365234,36.767924,0.553773
52161.941406,36.677982,0.640320
45681.785156,36.589631,0.693019
43720.734375,36.502822,0.548391
35422.226562,36.417508,0.592594
27307.134766,36.333645,0.686888
40101.308594,36.251189,0.486963
33240.867188,36.170099,0.734699
34812.218750,36.090335,0.467927
22418.519531,36.011861,0.598202
29003.007812,35.934639,0.641032
34627.972656,35.858634,0.750056
34857.683594,35.783814,0.611727
49344.019531,35.710145,0.521380
49414.203125,35.637597,0.818613
45073.507812,35.566140,0.484889
50566.281250,35.495745,0.682600
32305.562500,35.426385,0.551383
43772.093750,35.358033,0.467790
40250.898438,35.290663,0.735604
39700.347656,35.224251,0.650851
44584.890625,35.158773,0.689460
38105.929688,35.094206,0.598933
33599.976562,35.030528,0.605592
23214.687500,34.967716,0.666926
