candles read:
from: 2018-Apr-17 04:02:00
to: 2023-Apr-12 11:26:00
difference: 1821d 07:24:00.000000
count: 2616803
duration: 3.229887
began: 2023-Apr-21 16:17:28
it: 0, best value: -16.8392, curr value: -16.8392, tabu list size: 1
it: 88, best value: 355.469, curr value: 355.469, tabu list size: 27
it: 89, best value: 355.469, curr value: 339.076, tabu list size: 27
it: 90, best value: 355.469, curr value: 355.469, tabu list size: 27
it: 91, best value: 355.469, curr value: 348.215, tabu list size: 27
it: 92, best value: 355.469, curr value: 343.656, tabu list size: 27
it: 93, best value: 355.469, curr value: 333.108, tabu list size: 27
it: 94, best value: 355.469, curr value: 332.623, tabu list size: 28
it: 95, best value: 355.469, curr value: 300.589, tabu list size: 28
it: 96, best value: 355.469, curr value: 332.623, tabu list size: 28
it: 97, best value: 355.469, curr value: 320.953, tabu list size: 28
it: 98, best value: 355.469, curr value: 297.296, tabu list size: 28
it: 99, best value: 355.469, curr value: 355.469, tabu list size: 28
it: 100, best value: 355.469, curr value: 355.469, tabu list size: 28
it: 101, best value: 355.469, curr value: 338.801, tabu list size: 28
it: 102, best value: 355.469, curr value: 338.801, tabu list size: 27
it: 103, best value: 355.469, curr value: 338.801, tabu list size: 27
it: 104, best value: 355.469, curr value: 329.547, tabu list size: 27
it: 105, best value: 355.469, curr value: 319.706, tabu list size: 27
it: 106, best value: 355.469, curr value: 309.823, tabu list size: 27
it: 107, best value: 355.469, curr value: 308.407, tabu list size: 28
it: 108, best value: 355.469, curr value: 315.27, tabu list size: 29
it: 109, best value: 355.469, curr value: 312.899, tabu list size: 30
it: 110, best value: 355.469, curr value: 320.946, tabu list size: 30
it: 111, best value: 355.469, curr value: 324.201, tabu list size: 30
it: 112, best value: 355.469, curr value: 320.946, tabu list size: 30
it: 113, best value: 355.469, curr value: 317.147, tabu list size: 30
it: 114, best value: 355.469, curr value: 324.201, tabu list size: 30
it: 115, best value: 355.469, curr value: 317.147, tabu list size: 30
it: 116, best value: 355.469, curr value: 319.861, tabu list size: 31
it: 117, best value: 355.469, curr value: 317.147, tabu list size: 31
it: 118, best value: 355.469, curr value: 317.147, tabu list size: 30
it: 119, best value: 355.469, curr value: 313.156, tabu list size: 30
it: 120, best value: 355.469, curr value: 328.089, tabu list size: 30
it: 121, best value: 355.469, curr value: 320.946, tabu list size: 30
it: 122, best value: 355.469, curr value: 324.975, tabu list size: 30
it: 123, best value: 355.469, curr value: 323.192, tabu list size: 30
it: 124, best value: 355.469, curr value: 329.775, tabu list size: 30
it: 125, best value: 355.469, curr value: 329.775, tabu list size: 29
it: 126, best value: 355.469, curr value: 329.775, tabu list size: 28
it: 127, best value: 355.469, curr value: 329.121, tabu list size: 28
ended: 2023-Apr-21 16:24:44
duration: 7:15.983556
