time,close balance
1502942400,10000.000000
1503394020,10128.218750
1504552320,10417.606445
1504593780,11904.578125
1504913340,12677.183594
1505437620,12737.265625
1505478360,12938.453125
1512014940,14077.017578
1513738620,15956.896484
1513898460,16119.512695
1513968060,15367.327148
1514099760,17008.876953
1514124480,17114.167969
1515438480,18913.164062
1515657900,20861.607422
1516145160,19872.082031
1516170060,21865.003906
1516208280,24055.802734
1517577000,27082.916016
1517805540,27193.589844
1517863680,30289.189453
1517909640,32431.921875
1521397080,32639.599609
1534252020,33702.617188
1536240840,34802.167969
1542266880,35456.804688
1542725640,38669.093750
1544189760,38689.691406
1545763260,38700.285156
1547167680,38589.171875
1551065760,37942.246094
1554382020,38106.125000
1559291820,38270.988281
1563182400,41522.992188
1563341700,41628.554688
1565884320,41619.160156
1569402960,40822.437500
1574450100,41063.750000
1581895020,41306.589844
1584070020,33100.140625
1584082380,37078.597656
1584369240,40459.078125
1584756120,44587.382812
1589117280,44750.437500
1596343740,45320.828125
1599352260,48308.468750
1606421520,48323.335938
1610091720,49043.324219
1610400120,46266.355469
1610755260,46558.679688
1611288480,47270.707031
1614026580,52454.152344
1614094680,55230.285156
1618762080,58052.605469
1619174340,60932.492188
1620888840,61780.949219
1621442460,63844.816406
1621483740,71458.937500
1621646940,77026.382812
1621800180,79659.054688
1631065980,86874.859375
1638627720,95701.867188
1652354460,101709.429688
1655144640,104554.296875
1655295300,106133.742188
