time,close order
1503394020,309.649994
1504552320,295.000000
1504593780,282.000000
1504913340,306.899994
1505437620,237.910004
1505478360,223.000000
1512014940,452.989990
1513738620,788.000000
1513898460,779.500000
1513968060,635.020020
1514099760,664.570007
1514124480,627.000000
1515438480,1131.709961
1515657900,1246.250000
1516145160,1044.300049
1516170060,979.000000
1516208280,892.049988
1517577000,950.000000
1517805540,846.989990
1517863680,758.840027
1517909640,653.020020
1521397080,501.010010
1534252020,267.000000
1536240840,226.529999
1542266880,184.119995
1542725640,143.330002
1544189760,86.300003
1545763260,125.919998
1547167680,126.720001
1551065760,139.259995
1554382020,161.300003
1559291820,256.339996
1563182400,226.000000
1563341700,201.179993
1565884320,186.789993
1569402960,167.970001
1574450100,151.500000
1581895020,259.769989
1584070020,128.229996
1584082380,124.180000
1584369240,114.000000
1584756120,135.610001
1589117280,190.639999
1596343740,384.000000
1599352260,341.709991
1606421520,509.109985
1610091720,1200.630005
1610400120,1038.510010
1610755260,1178.209961
1611288480,1175.530029
1614026580,1779.750000
1614094680,1574.969971
1618762080,2156.689941
1619174340,2284.050049
1620888840,4020.969971
1621442460,2837.129883
1621483740,2563.330078
1621646940,2468.649902
1621800180,2023.630005
1631065980,3499.560059
1638627720,3974.479980
1652354460,1997.079956
1655144640,1257.040039
1655295300,1144.920044
