time,exit
1503041340,303.888031
1503043140,303.879272
1503044940,303.928925
1503046740,303.896606
1503048540,303.801971
1503050340,303.807953
1503052140,303.887604
1503053940,304.088379
1503055740,304.209381
1503057540,304.266876
1503059340,304.327057
1503061140,304.399292
1503062940,304.361786
1503064740,304.411774
1503066540,304.325989
1503068340,304.189392
1503070140,304.211426
1503071940,304.210541
1503073740,304.162781
1503075540,304.131958
1503077340,303.944031
1503079140,303.723022
1503080940,303.588928
1503082740,303.315094
1503084540,302.884918
1503086340,302.468292
1503088140,302.064026
1503089940,301.578217
1503091740,300.974274
1503093540,300.274292
1503095340,299.593201
1503097140,299.052765
1503098940,298.593750
1503100740,298.153839
1503102540,297.723755
1503104340,297.253845
1503106140,296.808746
1503107940,296.398224
1503109740,296.035980
1503111540,295.681152
1503113340,295.397675
1503115140,295.038300
1503116940,294.829895
1503118740,294.647217
1503120540,294.477844
1503122340,294.242493
1503124140,294.052399
1503125940,293.728821
1503127740,293.480011
1503129540,293.267853
1503131340,293.007507
1503133140,292.844116
1503134940,292.780273
1503136740,292.689636
1503138540,292.579895
1503140340,292.410370
1503142140,292.241150
1503143940,292.066345
1503145740,291.806702
1503147540,291.618835
1503149340,291.528839
1503151140,291.318298
1503152940,291.049927
1503154740,290.705017
1503156540,290.295166
1503158340,289.924561
1503160140,289.558929
1503161940,289.142853
1503163740,288.785187
1503165540,288.639648
1503167340,288.566437
1503169140,288.614380
1503170940,288.599457
1503172740,288.626801
1503174540,288.545898
1503176340,288.530273
1503178140,288.584106
1503179940,288.699463
1503181740,288.868408
1503183540,289.028381
1503185340,289.112427
1503187140,289.134094
1503188940,289.113037
1503190740,289.120178
1503192540,289.204010
1503194340,289.442871
1503196140,289.719543
1503197940,289.848022
1503199740,289.954285
1503201540,290.111267
1503203340,290.253479
1503205140,290.356354
1503206940,290.499115
1503208740,290.659210
1503210540,290.796356
1503212340,290.974548
1503214140,291.182404
1503215940,291.239471
1503217740,291.193665
1503219540,291.121521
1503221340,291.167938
1503223140,291.262421
1503224940,291.421265
1503226740,291.602600
1503228540,291.703033
