time,entry level 1,entry level 2,entry level 3
1504139340,338.321960,334.748138,327.600494
1504141140,338.734741,335.156555,328.000183
1504142940,338.959229,335.378662,328.217560
1504144740,339.150604,335.568024,328.402863
1504146540,339.286652,335.702637,328.534607
1504148340,339.278564,335.694641,328.526794
1504150140,339.359955,335.775177,328.605591
1504151940,339.474762,335.888763,328.716766
1504153740,339.665344,336.077332,328.901306
1504155540,339.900757,336.310272,329.129272
1504157340,340.108459,336.515778,329.330383
1504159140,340.257355,336.663086,329.474548
1504160940,340.283020,336.688507,329.499420
1504162740,340.249603,336.655426,329.467041
1504164540,340.161316,336.568085,329.381561
1504166340,340.103302,336.510681,329.325378
1504168140,339.969238,336.378021,329.195557
1504169940,339.824768,336.235077,329.055695
1504171740,339.701233,336.112854,328.936066
1504173540,339.546021,335.959259,328.785767
1504175340,339.465332,335.879456,328.707642
1504177140,339.425873,335.840393,328.669434
1504178940,339.445221,335.859528,328.688141
1504180740,339.559570,335.972687,328.798889
1504182540,339.639191,336.051483,328.875977
1504184340,339.694336,336.106049,328.929382
1504186140,339.785553,336.196289,329.017700
1504187940,339.864075,336.273987,329.093750
1504189740,340.009796,336.418152,329.234863
1504191540,340.178894,336.585480,329.398590
1504193340,340.342621,336.747467,329.557129
1504195140,340.467438,336.870941,329.677979
1504196940,340.649200,337.050812,329.853973
1504198740,340.813782,337.213654,330.013367
1504200540,340.905792,337.304688,330.102448
1504202340,340.968384,337.366608,330.163055
1504204140,340.979706,337.377838,330.174042
1504205940,340.992401,337.390381,330.186310
1504207740,341.038422,337.435913,330.230896
1504209540,341.091278,337.488220,330.282074
1504211340,341.191833,337.587708,330.379425
1504213140,341.356110,337.750244,330.538483
1504214940,341.476318,337.869171,330.654907
1504216740,341.546600,337.938721,330.722961
1504218540,341.681702,338.072418,330.853790
1504220340,341.844635,338.233612,331.011536
1504222140,341.944244,338.332153,331.107971
1504223940,342.110718,338.496887,331.269196
1504225740,342.246002,338.630707,331.400177
1504227540,342.373260,338.756653,331.523407
1504229340,342.551453,338.932983,331.695953
1504231140,342.728638,339.108276,331.867523
1504232940,342.928406,339.305939,332.060974
1504234740,343.113434,339.489014,332.240143
1504236540,343.267578,339.641510,332.389374
1504238340,343.415283,339.787659,332.532410
1504240140,343.565826,339.936615,332.678192
1504241940,343.667877,340.037598,332.777008
1504243740,343.703461,340.072815,332.811462
1504245540,343.749664,340.118530,332.856201
1504247340,343.776917,340.145477,332.882599
1504249140,343.759644,340.128387,332.865875
1504250940,343.828827,340.196838,332.932861
1504252740,343.956329,340.322998,333.056305
1504254540,344.125183,340.490082,333.219818
1504256340,344.304291,340.667267,333.393219
1504258140,344.449921,340.811371,333.534271
1504259940,344.601257,340.961121,333.680817
1504261740,344.693970,341.052856,333.770599
1504263540,344.775269,341.133301,333.849304
1504265340,344.916412,341.272949,333.985962
1504267140,345.048187,341.403320,334.113556
1504268940,345.149384,341.503448,334.211548
1504270740,345.237335,341.590485,334.296722
1504272540,345.386139,341.737732,334.440826
1504274340,345.526794,341.876892,334.577026
1504276140,345.634827,341.983765,334.681610
1504277940,345.665955,342.014557,334.711761
1504279740,345.604614,341.953888,334.652374
1504281540,345.484894,341.835419,334.536438
1504283340,345.380432,341.732056,334.435303
1504285140,345.275360,341.628113,334.333557
1504286940,345.230591,341.583801,334.290192
1504288740,345.204529,341.558014,334.264954
