time,open order
1503374340,280.000000
1503375180,283.640015
1504510080,291.130005
1504510320,280.220001
1504510380,280.220001
1504576080,235.550003
1504576260,247.009995
1504576440,242.009995
1504878540,290.000000
1504878660,290.000000
1504879680,281.000000
1505389500,241.009995
1505390340,238.389999
1505394360,230.610001
1505468520,202.240005
1505472600,197.110001
1511983980,421.000000
1511984040,415.000000
1511984100,406.140015
1513730100,701.000000
1513730160,696.010010
1513730280,678.000000
1513869180,725.000000
1513871280,715.000000
1513912620,661.099976
1513912680,661.729980
1513914180,651.159973
1514074080,612.169983
1514083440,601.010010
1514083980,585.000000
1514115900,572.030029
1515420540,1034.300049
1515422400,1011.109985
1515422700,999.989990
1515642360,1152.010010
1515642720,1134.199951
1515644220,1100.500000
1516089960,1109.000000
1516090080,1086.199951
1516091040,1070.000000
1516158900,896.010010
1516159080,889.909973
1516159500,868.000000
1516197540,826.979980
1516198020,810.979980
1516199340,790.000000
1517562900,878.979980
1517573160,839.000000
1517573940,821.000000
1517776500,791.330017
1517842980,716.799988
1517854680,690.309998
1517858580,661.039978
1517884020,633.130005
1517886660,622.000000
1517893020,592.119995
1521383520,456.000000
1534209120,263.750000
1534211760,258.010010
1534212300,252.000000
1536193080,220.000000
1536193140,218.490005
1536193560,214.179993
1542212460,182.580002
1542212940,180.059998
1542213060,176.309998
1542703200,132.559998
1542703500,130.589996
1542703620,128.270004
1544150940,84.709999
1544151360,83.919998
1545709800,123.010002
1547113920,128.630005
1551017520,144.009995
1551017640,141.880005
1551017700,138.020004
1554332760,150.300003
1559251500,247.000000
1559251560,242.800003
1563150420,208.309998
1563150480,208.770004
1563150600,203.300003
1563296640,194.660004
1563296700,193.770004
1565802780,183.570007
1569351180,172.059998
1569351300,168.850006
1569351360,167.330002
1574431800,138.649994
1581871920,237.729996
1584008400,162.050003
1584009360,159.550003
1584009420,156.070007
1584074640,111.470001
1584075360,110.550003
1584075420,108.190002
1584343980,108.279999
1584344160,106.320000
1584356340,101.470001
1584735780,125.139999
1584736080,123.180000
1584736200,119.919998
1589070000,185.020004
1589070060,180.699997
1596343260,326.429993
1599309540,337.320007
1599331980,311.470001
1599332040,312.329987
1606361520,509.380005
1606379520,487.230011
1610073660,1085.010010
1610073780,1075.380005
1610335080,1111.000000
1610335260,1105.599976
1610335920,1073.250000
1610726820,1073.380005
1611275100,1058.829956
1611275220,1051.800049
1614003360,1579.900024
1614003420,1586.020020
1614003480,1569.780029
1614068220,1508.390015
1614068880,1496.939941
1614070620,1458.930054
1618716060,2083.600098
1618716180,2052.459961
1618716840,2000.000000
1619144340,2208.100098
1619144460,2159.479980
1619144700,2122.929932
1620864060,3693.209961
1620864120,3582.639893
1621398540,2942.219971
1621399260,2906.159912
1621423620,2648.520020
1621471020,2310.000000
1621471320,2287.669922
1621471440,2234.100098
1621607760,2437.719971
1621607820,2417.320068
1621631100,2211.330078
1621759860,2021.329956
1621760160,2003.000000
1621774440,1900.000000
1631026740,3399.090088
1631027220,3268.020020
1631027280,3110.080078
1638595500,3674.949951
1638595560,3603.570068
1638595620,3516.229980
1652304360,2019.510010
1652329380,1871.180054
1652332380,1822.810059
1655109900,1239.079956
1655110020,1230.199951
1655111220,1191.530029
1655282880,1036.810059
1655284320,1021.070007
