curr state net profit,temperature,mean threshold worse acceptance
31449.789062,128.000000,0.706692
341.208008,75.598862,0.820386
4918.628906,60.992686,0.924138
13539.408203,53.639652,0.823997
377.819397,49.052710,0.688445
5695.589355,45.849222,0.792744
58409.214844,43.450069,0.665893
49329.765625,41.565978,0.519001
74607.242188,40.034723,0.465046
72702.906250,38.757518,0.681195
77405.664062,37.670378,0.297188
72430.140625,36.729822,0.468065
71075.625000,35.905138,0.715425
71689.875000,35.173944,0.595472
61492.132812,34.519490,0.363224
76336.125000,33.928957,0.000000
71689.875000,33.392350,0.571484
73289.562500,32.901740,0.579252
71461.968750,32.450749,0.538538
69607.312500,32.034178,0.571935
67705.929688,31.647741,0.743218
74607.242188,31.287869,0.380155
67637.421875,30.951561,0.350015
74607.242188,30.636274,0.683047
76988.140625,30.339836,0.000000
79404.953125,30.060380,0.366204
78322.445312,29.796290,0.697250
79998.054688,29.546158,0.349914
77541.828125,29.308754,0.561925
78621.570312,29.082995,0.514349
96645.718750,28.867923,0.599341
102695.007812,28.662689,0.000000
99894.710938,28.466537,0.113811
102695.007812,28.278790,0.252469
102695.007812,28.098841,0.464095
102695.007812,27.926142,0.000000
102695.007812,27.760199,0.000000
106123.781250,27.600565,0.000000
106123.781250,27.446833,0.288728
102695.007812,27.298633,0.317787
96645.718750,27.155626,0.272651
96645.718750,27.017502,0.000000
106716.859375,26.883978,0.000000
106716.859375,26.754792,0.000000
102695.007812,26.629704,0.222408
102695.007812,26.508492,0.575475
96645.718750,26.390949,0.169437
100464.468750,26.276887,0.580564
106716.859375,26.166129,0.000000
102695.007812,26.058510,0.200996
102695.007812,25.953878,0.098134
103813.078125,25.852090,0.345122
98040.921875,25.753015,0.452465
99894.710938,25.656526,0.300472
100464.468750,25.562509,0.345164
106716.859375,25.470854,0.800220
102695.007812,25.381459,0.206178
104166.476562,25.294228,0.000000
92335.945312,25.209071,0.223092
96158.445312,25.125902,0.221613
96645.718750,25.044641,0.279674
100464.468750,24.965213,0.572890
104166.476562,24.887546,0.216621
102695.007812,24.811572,0.553641
102695.007812,24.737228,0.000000
99397.726562,24.664454,0.471983
96999.085938,24.593191,0.378138
102695.007812,24.523386,0.599235
106123.781250,24.454986,0.371389
102695.007812,24.387942,0.219589
102695.007812,24.322209,0.546976
106716.859375,24.257741,0.000000
106716.859375,24.194496,0.000000
102695.007812,24.132434,0.189699
102695.007812,24.071516,0.281270
99894.710938,24.011706,0.317181
100464.468750,23.952968,0.073983
