best fitness,curr fitness,tabu list size
58.370331,58.370331,1
58.899776,58.899776,2
147.625107,147.625107,3
159.583511,159.583511,4
159.583511,159.583511,5
176.667053,176.667053,6
203.134979,203.134979,7
206.474197,206.474197,8
210.698196,210.698196,9
210.698196,203.641357,10
219.302155,219.302155,11
285.848114,285.848114,12
287.952271,287.952271,13
287.952271,287.952271,14
293.349762,293.349762,15
293.544312,293.544312,16
294.321014,294.321014,17
295.958344,295.958344,18
295.958344,284.056824,19
295.958344,276.827637,20
295.958344,278.775696,21
295.958344,271.680634,22
295.958344,265.687500,23
295.958344,259.582275,24
295.958344,263.419708,25
295.958344,268.952271,26
295.958344,267.387268,27
295.958344,277.509521,28
295.958344,284.286530,29
295.958344,264.029327,30
295.958344,255.961304,31
295.958344,255.961304,32
295.958344,255.961304,33
295.958344,273.584442,33
295.958344,255.861557,34
295.958344,275.271484,35
295.958344,288.619232,36
295.958344,261.816315,37
295.958344,285.780151,38
295.958344,284.614838,39
295.958344,284.304840,40
295.958344,285.096436,41
295.958344,283.596313,42
295.958344,283.385468,43
295.958344,284.866241,44
295.958344,284.866241,45
295.958344,277.902374,46
295.958344,278.422699,47
295.958344,287.960541,47
295.958344,288.086487,47
295.958344,279.362579,48
295.958344,284.053040,49
295.958344,279.825287,50
295.958344,279.713196,51
295.958344,288.666473,52
295.958344,290.707428,53
295.958344,289.506104,54
295.958344,289.223206,55
295.958344,281.179932,56
295.958344,289.774933,57
295.958344,290.707428,58
295.958344,286.269958,59
295.958344,285.769989,60
295.958344,285.769989,61
295.958344,276.981018,62
295.958344,275.560760,63
295.958344,277.047028,64
295.958344,274.366913,65
295.958344,253.623978,66
295.958344,253.375778,67
295.958344,287.877960,67
295.958344,287.985840,68
295.958344,287.804810,69
295.958344,269.420288,70
295.958344,275.325775,71
295.958344,269.224640,72
295.958344,271.296295,72
295.958344,268.653595,73
295.958344,282.491394,74
295.958344,282.491394,75
295.958344,271.439514,75
295.958344,259.148743,76
295.958344,259.148743,77
295.958344,244.338074,78
295.958344,268.440460,79
295.958344,262.370361,79
295.958344,280.971466,80
295.958344,287.366211,81
295.958344,288.947906,82
295.958344,269.655273,83
295.958344,271.140289,84
295.958344,288.190765,84
295.958344,291.373047,85
295.958344,233.382156,86
295.958344,262.253601,86
295.958344,273.146484,86
295.958344,268.435394,86
295.958344,269.549164,86
295.958344,269.476196,86
295.958344,269.578125,86
295.958344,282.094299,87
295.958344,263.976959,87
295.958344,256.767151,88
295.958344,270.609589,89
295.958344,260.282349,89
295.958344,271.427490,89
295.958344,279.154510,90
295.958344,284.217438,90
295.958344,280.332489,90
295.958344,292.587280,90
295.958344,292.587280,90
295.958344,289.343811,90
295.997437,295.997437,90
295.997437,290.458740,91
295.997437,277.980164,92
295.997437,230.496597,92
295.997437,263.805237,92
295.997437,264.479370,93
295.997437,270.260132,94
307.983185,307.983185,94
307.983185,289.471161,94
307.983185,307.983185,94
309.444916,309.444916,94
309.444916,308.184937,94
309.444916,305.417786,94
312.557587,312.557587,94
312.557587,305.417786,94
312.557587,303.427185,94
312.557587,302.272095,94
312.557587,223.292496,94
312.557587,258.175293,94
312.557587,285.254730,94
312.557587,297.349457,94
312.557587,306.187439,94
312.557587,299.037354,94
312.557587,307.014801,94
312.557587,307.162842,94
312.557587,308.739044,94
312.557587,302.017914,94
312.557587,309.527924,94
312.557587,311.249146,94
312.557587,297.606934,94
312.557587,302.257202,94
312.557587,310.064514,94
312.557587,305.157288,94
312.557587,302.883453,94
312.557587,294.474731,94
312.557587,309.115814,94
312.557587,310.691803,94
312.557587,310.388702,94
312.557587,310.388702,95
312.557587,309.596710,95
312.557587,303.591827,95
312.557587,305.789948,95
312.557587,293.627777,95
312.557587,300.234375,95
312.557587,298.169739,95
312.557587,311.711792,95
312.557587,307.226990,95
312.557587,288.521637,95
312.557587,292.111206,95
312.557587,284.894287,95
312.557587,294.230774,95
312.557587,298.830505,95
312.557587,306.211487,95
312.557587,311.473907,95
312.557587,310.765472,95
312.557587,301.795288,95
312.557587,311.473907,95
312.557587,307.595062,95
312.557587,311.015778,95
312.557587,309.333008,95
312.557587,306.224365,95
312.557587,308.778961,96
312.557587,300.137848,96
312.557587,311.056732,96
312.557587,304.522369,96
312.557587,307.378357,96
312.557587,310.544495,96
312.557587,301.514160,96
312.557587,309.270569,96
312.557587,304.495636,96
313.279602,313.279602,96
313.279602,310.691803,97
313.279602,283.038483,98
313.279602,279.151459,98
313.279602,227.960342,98
313.279602,262.129486,98
313.279602,271.960419,98
313.279602,278.136597,98
313.279602,309.128082,99
313.279602,306.302460,99
313.279602,305.025299,99
313.279602,302.252563,99
313.279602,260.573669,99
313.279602,244.644150,99
313.279602,302.252563,99
313.279602,295.365692,99
313.279602,263.650238,99
313.279602,293.181213,99
313.279602,276.514709,99
313.279602,293.260071,99
313.279602,287.042145,99
313.279602,305.525543,99
313.279602,311.362762,100
313.279602,301.594360,100
313.279602,301.594360,100
313.279602,293.763519,101
313.279602,286.564789,102
313.279602,291.490570,103
313.279602,279.150299,103
313.279602,291.143463,103
313.279602,299.112640,103
313.279602,278.318359,103
313.279602,276.371643,103
313.279602,295.470062,103
313.279602,299.729309,103
313.279602,287.584381,103
313.279602,291.375488,103
313.279602,299.729309,103
313.279602,289.590912,103
313.279602,248.906921,103
313.279602,291.450775,103
313.279602,289.638672,103
313.279602,276.613342,103
313.279602,302.368073,103
316.611481,316.611481,103
316.611481,315.079926,103
316.611481,313.644287,103
316.611481,312.267639,103
316.611481,293.175690,103
316.611481,302.133911,103
316.611481,308.262512,103
316.611481,303.404694,103
316.611481,301.266479,103
316.611481,312.212006,103
316.611481,313.932983,103
316.611481,316.600677,103
316.611481,313.518738,103
316.611481,307.018738,103
316.637634,316.637634,103
316.637634,309.401733,103
316.637634,315.412903,103
316.637634,314.932617,103
316.637634,311.200165,103
316.637634,288.792542,103
316.637634,287.173004,103
316.637634,274.408813,103
316.637634,288.899963,103
316.637634,287.173004,103
316.637634,288.899963,103
316.637634,293.817688,103
316.637634,285.990265,103
316.637634,282.195984,103
316.637634,247.467575,103
316.637634,209.734055,103
316.637634,261.659149,103
316.637634,297.380005,103
316.637634,301.693542,103
316.637634,303.761047,103
316.637634,306.319336,103
316.637634,308.875305,103
316.637634,292.226440,103
316.637634,301.342987,103
316.637634,308.292664,103
316.637634,308.292664,103
316.637634,310.524170,103
316.637634,299.992615,103
316.637634,294.855072,103
316.637634,283.040344,103
316.637634,289.714661,103
316.637634,282.042511,103
316.637634,309.788208,103
316.637634,294.403442,103
316.637634,300.096405,103
316.637634,299.496063,103
316.637634,278.781464,103
316.637634,308.594604,103
316.637634,306.039520,103
316.637634,308.594604,103
316.637634,279.770142,103
316.637634,290.429596,103
316.637634,286.669495,103
316.637634,278.009949,103
316.637634,306.006866,103
316.637634,289.911957,103
316.637634,308.045959,103
316.637634,298.531860,103
316.637634,310.871033,103
316.637634,299.819946,103
316.637634,283.185089,103
316.637634,310.849854,103
316.637634,306.705902,103
316.637634,309.926605,103
316.637634,310.582794,103
316.637634,310.286652,103
316.637634,313.819946,103
316.637634,314.511871,103
316.637634,311.272064,103
316.637634,315.749329,103
316.637634,310.439362,103
316.637634,314.992279,103
316.637634,310.556732,103
316.637634,315.286194,103
316.637634,292.978943,103
316.637634,311.897064,103
316.637634,311.361664,103
316.637634,315.680664,103
316.637634,315.680664,103
316.637634,311.427979,103
316.637634,312.419373,103
316.637634,300.432373,103
316.637634,301.206299,103
316.637634,313.986053,103
316.637634,297.299316,103
316.637634,314.300537,103
316.637634,314.225128,103
316.637634,309.423676,103
