candles read:
from: 2018-Apr-17 04:02:00
to: 2023-Apr-12 11:26:00
difference: 1821d 07:24:00.000000
count: 2616803
duration: 5.950036
began: 2023-Apr-20 19:19:44
it: 0, best value: -58.1193, curr value: -58.1193, tabu list size: 1
it: 1, best value: -57.5498, curr value: -57.5498, tabu list size: 2
it: 2, best value: -55.8584, curr value: -55.8584, tabu list size: 3
it: 3, best value: 267.193, curr value: 267.193, tabu list size: 4
it: 4, best value: 429.535, curr value: 429.535, tabu list size: 5
it: 5, best value: 432.561, curr value: 432.561, tabu list size: 6
it: 6, best value: 479.929, curr value: 479.929, tabu list size: 7
it: 7, best value: 479.929, curr value: 479.929, tabu list size: 8
it: 8, best value: 566.651, curr value: 566.651, tabu list size: 9
it: 9, best value: 632.512, curr value: 632.512, tabu list size: 10
it: 10, best value: 718.324, curr value: 718.324, tabu list size: 11
it: 11, best value: 741.013, curr value: 741.013, tabu list size: 12
it: 12, best value: 754.849, curr value: 754.849, tabu list size: 13
it: 13, best value: 754.849, curr value: 749.084, tabu list size: 14
it: 14, best value: 754.849, curr value: 730.727, tabu list size: 15
it: 15, best value: 754.849, curr value: 730.727, tabu list size: 15
it: 16, best value: 754.849, curr value: 718.324, tabu list size: 16
it: 17, best value: 754.849, curr value: 718.324, tabu list size: 16
it: 18, best value: 754.849, curr value: 703.918, tabu list size: 17
it: 19, best value: 754.849, curr value: 678.001, tabu list size: 18
it: 20, best value: 754.849, curr value: 667.682, tabu list size: 19
it: 21, best value: 754.849, curr value: 654.529, tabu list size: 20
it: 22, best value: 754.849, curr value: 751.215, tabu list size: 21
it: 23, best value: 754.849, curr value: 678.943, tabu list size: 22
it: 24, best value: 754.849, curr value: 751.215, tabu list size: 23
it: 25, best value: 754.849, curr value: 728.265, tabu list size: 24
it: 26, best value: 754.849, curr value: 679.567, tabu list size: 25
it: 27, best value: 754.849, curr value: 613.712, tabu list size: 26
it: 28, best value: 754.849, curr value: 679.567, tabu list size: 27
it: 29, best value: 754.849, curr value: 598.148, tabu list size: 28
it: 30, best value: 754.849, curr value: 659.822, tabu list size: 29
it: 31, best value: 754.849, curr value: 605.525, tabu list size: 30
it: 32, best value: 754.849, curr value: 512.933, tabu list size: 31
it: 33, best value: 754.849, curr value: 605.525, tabu list size: 32
it: 34, best value: 754.849, curr value: 568.741, tabu list size: 33
it: 35, best value: 754.849, curr value: 535.761, tabu list size: 34
it: 36, best value: 754.849, curr value: 638.869, tabu list size: 35
it: 37, best value: 754.849, curr value: 684.729, tabu list size: 36
it: 38, best value: 754.849, curr value: 645.385, tabu list size: 37
it: 39, best value: 754.849, curr value: 665.263, tabu list size: 38
it: 40, best value: 754.849, curr value: 728.265, tabu list size: 39
it: 41, best value: 754.849, curr value: 548.752, tabu list size: 40
it: 42, best value: 754.849, curr value: 678.943, tabu list size: 40
it: 43, best value: 754.849, curr value: 678.943, tabu list size: 40
it: 44, best value: 754.849, curr value: 619.742, tabu list size: 40
it: 45, best value: 754.849, curr value: 619.742, tabu list size: 40
it: 46, best value: 754.849, curr value: 602.582, tabu list size: 40
it: 47, best value: 754.849, curr value: 619.742, tabu list size: 40
it: 48, best value: 754.849, curr value: 598.768, tabu list size: 40
it: 49, best value: 754.849, curr value: 653.451, tabu list size: 40
it: 50, best value: 754.849, curr value: 661.711, tabu list size: 40
it: 51, best value: 754.849, curr value: 675.174, tabu list size: 40
it: 52, best value: 754.849, curr value: 718.324, tabu list size: 40
it: 53, best value: 754.849, curr value: 751.445, tabu list size: 40
it: 54, best value: 754.849, curr value: 751.445, tabu list size: 40
it: 55, best value: 754.849, curr value: 746.227, tabu list size: 40
it: 56, best value: 754.849, curr value: 741.19, tabu list size: 40
it: 57, best value: 754.849, curr value: 749.789, tabu list size: 41
it: 58, best value: 754.849, curr value: 730.81, tabu list size: 41
it: 59, best value: 754.849, curr value: 751.445, tabu list size: 42
it: 60, best value: 754.849, curr value: 686.894, tabu list size: 42
it: 61, best value: 754.849, curr value: 685.442, tabu list size: 42
it: 62, best value: 754.849, curr value: 749.789, tabu list size: 42
it: 63, best value: 754.849, curr value: 626.18, tabu list size: 42
it: 64, best value: 754.849, curr value: 652.093, tabu list size: 42
it: 65, best value: 754.849, curr value: 626.18, tabu list size: 42
it: 66, best value: 754.849, curr value: 642.537, tabu list size: 42
it: 67, best value: 754.849, curr value: 629.435, tabu list size: 42
it: 68, best value: 754.849, curr value: 638.547, tabu list size: 42
it: 69, best value: 754.849, curr value: 623.76, tabu list size: 42
it: 70, best value: 754.849, curr value: 561.425, tabu list size: 42
it: 71, best value: 754.849, curr value: 638.547, tabu list size: 42
it: 72, best value: 754.849, curr value: 574.97, tabu list size: 42
it: 73, best value: 754.849, curr value: 640.648, tabu list size: 42
it: 74, best value: 754.849, curr value: 652.175, tabu list size: 42
it: 75, best value: 754.849, curr value: 672.212, tabu list size: 42
it: 76, best value: 754.849, curr value: 703.582, tabu list size: 42
it: 77, best value: 754.849, curr value: 754.849, tabu list size: 42
