mean fitness,best fitness,population size
268.989678,891.664185,346
461.214725,933.127075,344
559.597313,973.320312,342
640.812629,973.320312,340
637.773622,973.320312,338
659.848253,973.320312,336
685.985493,973.320312,334
691.238557,973.320312,332
667.190159,987.053772,330
682.423409,987.053772,328
699.137680,1014.313293,326
719.721535,1014.313293,324
712.210929,1029.818726,322
755.200690,1027.659180,320
748.483911,1060.161865,318
726.451940,1053.838013,316
795.511967,1053.838013,314
764.785001,1070.408691,312
754.964232,1070.408691,310
812.578907,1070.408691,308
794.102302,1070.408691,306
819.764528,1070.408691,304
850.196604,1070.408691,302
843.088178,1070.408691,300
820.675494,1070.408691,298
873.625588,1070.408691,296
867.818827,1070.408691,294
857.246838,1070.408691,292
908.626932,1092.499512,290
887.970641,1092.499512,288
