candles read:
from: 2019-Mar-28 04:00:00
to: 2023-Apr-12 09:28:00
difference: 1476d 05:28:00.000000
count: 2122039
duration: 2.589373
began: 2023-Apr-21 14:25:20
it: 0, best value: -53.6686, curr value: -53.6686, tabu list size: 1
it: 1, best value: -53.1109, curr value: -53.1109, tabu list size: 2
it: 2, best value: -45.616, curr value: -45.616, tabu list size: 3
it: 3, best value: -38.3915, curr value: -38.3915, tabu list size: 4
it: 4, best value: -38.3915, curr value: -38.3915, tabu list size: 5
it: 5, best value: -15.5623, curr value: -15.5623, tabu list size: 6
it: 6, best value: -15.5623, curr value: -15.5623, tabu list size: 7
it: 7, best value: 32.533, curr value: 32.533, tabu list size: 8
it: 8, best value: 49.227, curr value: 49.227, tabu list size: 9
it: 9, best value: 56.1718, curr value: 56.1718, tabu list size: 10
it: 10, best value: 62.0004, curr value: 62.0004, tabu list size: 11
it: 11, best value: 62.0953, curr value: 62.0953, tabu list size: 12
it: 12, best value: 62.0953, curr value: 62.0953, tabu list size: 13
it: 13, best value: 70.8032, curr value: 70.8032, tabu list size: 14
it: 14, best value: 76.0147, curr value: 76.0147, tabu list size: 15
it: 15, best value: 77.1345, curr value: 77.1345, tabu list size: 16
it: 16, best value: 80.4669, curr value: 80.4669, tabu list size: 17
it: 17, best value: 82.4667, curr value: 82.4667, tabu list size: 18
it: 18, best value: 82.4667, curr value: 82.4667, tabu list size: 18
it: 19, best value: 82.4667, curr value: 82.0151, tabu list size: 19
it: 20, best value: 82.4667, curr value: 81.6046, tabu list size: 20
it: 21, best value: 82.4667, curr value: 82.0151, tabu list size: 21
it: 22, best value: 82.4667, curr value: 82.1908, tabu list size: 22
it: 23, best value: 82.4667, curr value: 82.1908, tabu list size: 22
it: 24, best value: 82.4667, curr value: 80.4727, tabu list size: 22
it: 25, best value: 82.4667, curr value: 82.4667, tabu list size: 22
it: 26, best value: 82.4667, curr value: 82.4667, tabu list size: 21
it: 27, best value: 82.4667, curr value: 81.8429, tabu list size: 21
it: 28, best value: 82.5623, curr value: 82.5623, tabu list size: 21
it: 29, best value: 82.5623, curr value: 82.2477, tabu list size: 22
it: 30, best value: 82.5623, curr value: 82.5623, tabu list size: 22
it: 31, best value: 82.5623, curr value: 82.5623, tabu list size: 22
it: 32, best value: 83.6804, curr value: 83.6804, tabu list size: 22
it: 33, best value: 103.796, curr value: 103.796, tabu list size: 22
it: 34, best value: 103.796, curr value: 100.804, tabu list size: 22
it: 35, best value: 103.796, curr value: 97.5723, tabu list size: 22
it: 36, best value: 103.796, curr value: 93.5732, tabu list size: 22
it: 37, best value: 103.796, curr value: 100.957, tabu list size: 22
it: 38, best value: 103.886, curr value: 103.886, tabu list size: 22
it: 39, best value: 103.886, curr value: 103.886, tabu list size: 22
it: 40, best value: 106.402, curr value: 106.402, tabu list size: 22
it: 41, best value: 106.402, curr value: 100.957, tabu list size: 22
it: 42, best value: 106.402, curr value: 96.3417, tabu list size: 22
it: 43, best value: 106.402, curr value: 99.9353, tabu list size: 22
it: 44, best value: 106.402, curr value: 99.9353, tabu list size: 21
it: 45, best value: 106.402, curr value: 94.2906, tabu list size: 21
it: 46, best value: 107.956, curr value: 107.956, tabu list size: 21
it: 47, best value: 107.956, curr value: 105.902, tabu list size: 22
it: 48, best value: 107.956, curr value: 100.058, tabu list size: 22
it: 49, best value: 107.956, curr value: 107.956, tabu list size: 22
it: 50, best value: 107.956, curr value: 103.861, tabu list size: 23
it: 51, best value: 107.956, curr value: 107.956, tabu list size: 23
it: 52, best value: 107.956, curr value: 100.058, tabu list size: 23
it: 53, best value: 107.956, curr value: 105.902, tabu list size: 23
it: 54, best value: 107.956, curr value: 103.796, tabu list size: 23
it: 55, best value: 107.956, curr value: 98.0107, tabu list size: 23
it: 56, best value: 107.956, curr value: 105.902, tabu list size: 23
it: 57, best value: 107.956, curr value: 105.902, tabu list size: 23
it: 58, best value: 107.956, curr value: 105.902, tabu list size: 23
it: 59, best value: 107.956, curr value: 100.804, tabu list size: 23
it: 60, best value: 107.956, curr value: 97.5723, tabu list size: 23
it: 61, best value: 107.956, curr value: 93.5732, tabu list size: 23
it: 62, best value: 107.956, curr value: 100.957, tabu list size: 23
it: 63, best value: 107.956, curr value: 95.0928, tabu list size: 23
it: 64, best value: 107.956, curr value: 100.957, tabu list size: 23
it: 65, best value: 107.956, curr value: 100.957, tabu list size: 23
it: 66, best value: 107.956, curr value: 89.3408, tabu list size: 23
it: 67, best value: 107.956, curr value: 94.5255, tabu list size: 23
it: 68, best value: 107.956, curr value: 97.5208, tabu list size: 24
it: 69, best value: 107.956, curr value: 102.97, tabu list size: 24
it: 70, best value: 107.956, curr value: 100.407, tabu list size: 24
it: 71, best value: 107.956, curr value: 102.97, tabu list size: 24
it: 72, best value: 107.956, curr value: 97.5208, tabu list size: 24
it: 73, best value: 107.956, curr value: 100.407, tabu list size: 24
it: 74, best value: 107.956, curr value: 97.5208, tabu list size: 24
