candles read:
from: 2019-Mar-28 04:00:00
to: 2023-Apr-12 09:28:00
difference: 1476d 05:28:00.000000
count: 2122039
duration: 2.589373
began: 2023-Apr-21 14:25:20
it: 0, best value: -53.6686, curr value: -53.6686, tabu list size: 1
it: 75, best value: 107.956, curr value: 100.407, tabu list size: 23
it: 76, best value: 107.956, curr value: 97.9613, tabu list size: 23
it: 77, best value: 107.956, curr value: 95.0928, tabu list size: 23
it: 78, best value: 107.956, curr value: 93.5574, tabu list size: 23
it: 79, best value: 107.956, curr value: 90.3318, tabu list size: 23
it: 80, best value: 107.956, curr value: 88.3301, tabu list size: 23
it: 81, best value: 107.956, curr value: 100.058, tabu list size: 23
it: 82, best value: 107.956, curr value: 107.956, tabu list size: 23
it: 83, best value: 107.956, curr value: 107.956, tabu list size: 23
it: 84, best value: 107.956, curr value: 107.956, tabu list size: 23
it: 85, best value: 107.956, curr value: 105.902, tabu list size: 23
it: 86, best value: 107.956, curr value: 107.956, tabu list size: 23
it: 87, best value: 107.956, curr value: 103.796, tabu list size: 23
it: 88, best value: 107.956, curr value: 100.804, tabu list size: 23
it: 89, best value: 107.956, curr value: 97.5723, tabu list size: 23
it: 90, best value: 107.956, curr value: 98.1342, tabu list size: 23
it: 91, best value: 107.956, curr value: 103.886, tabu list size: 23
it: 92, best value: 107.956, curr value: 103.886, tabu list size: 23
it: 93, best value: 107.956, curr value: 106.402, tabu list size: 23
it: 94, best value: 107.956, curr value: 100.407, tabu list size: 23
it: 95, best value: 107.956, curr value: 94.5255, tabu list size: 23
it: 96, best value: 107.956, curr value: 97.5208, tabu list size: 23
it: 97, best value: 107.956, curr value: 102.97, tabu list size: 23
it: 98, best value: 107.956, curr value: 100.407, tabu list size: 23
it: 99, best value: 107.956, curr value: 106.402, tabu list size: 24
it: 100, best value: 107.956, curr value: 96.1498, tabu list size: 24
it: 101, best value: 107.956, curr value: 96.1498, tabu list size: 23
it: 102, best value: 107.956, curr value: 106.402, tabu list size: 23
it: 103, best value: 107.956, curr value: 103.886, tabu list size: 23
it: 104, best value: 107.956, curr value: 96.3417, tabu list size: 23
it: 105, best value: 107.956, curr value: 99.9353, tabu list size: 23
it: 106, best value: 107.956, curr value: 100.957, tabu list size: 23
it: 107, best value: 107.956, curr value: 86.2272, tabu list size: 23
it: 108, best value: 107.956, curr value: 91.0062, tabu list size: 23
it: 109, best value: 107.956, curr value: 94.2906, tabu list size: 23
it: 110, best value: 107.956, curr value: 106.402, tabu list size: 23
it: 111, best value: 107.956, curr value: 106.402, tabu list size: 23
it: 112, best value: 107.956, curr value: 106.402, tabu list size: 23
it: 113, best value: 107.956, curr value: 96.8371, tabu list size: 23
it: 114, best value: 107.956, curr value: 102.97, tabu list size: 23
it: 115, best value: 107.956, curr value: 102.97, tabu list size: 22
it: 116, best value: 107.956, curr value: 92.1744, tabu list size: 22
it: 117, best value: 107.956, curr value: 97.5208, tabu list size: 22
it: 118, best value: 107.956, curr value: 100.407, tabu list size: 22
it: 119, best value: 107.956, curr value: 102.97, tabu list size: 22
it: 120, best value: 107.956, curr value: 106.402, tabu list size: 22
it: 121, best value: 107.956, curr value: 106.402, tabu list size: 22
it: 122, best value: 107.956, curr value: 90.4353, tabu list size: 22
it: 123, best value: 107.956, curr value: 92.1744, tabu list size: 22
it: 124, best value: 107.956, curr value: 102.97, tabu list size: 22
it: 125, best value: 107.956, curr value: 100.407, tabu list size: 23
it: 126, best value: 107.956, curr value: 106.402, tabu list size: 23
it: 127, best value: 107.956, curr value: 100.407, tabu list size: 23
ended: 2023-Apr-21 14:28:41
duration: 3:21.704711
