candles read:
from: 2019-Mar-28 04:00:00
to: 2023-Apr-12 09:28:00
difference: 1476d 05:28:00.000000
count: 2122039
duration: 2.553733
began: 2023-Apr-21 16:04:21
it: 0, best value: -61.184, curr value: -61.184, tabu list size: 1
it: 32, best value: 85.1454, curr value: 81.3657, tabu list size: 32
it: 33, best value: 85.1454, curr value: 83.9928, tabu list size: 33
it: 34, best value: 85.1454, curr value: 82.8303, tabu list size: 34
it: 35, best value: 85.1454, curr value: 81.3657, tabu list size: 35
it: 36, best value: 85.1454, curr value: 83.9928, tabu list size: 35
it: 37, best value: 85.1454, curr value: 82.7476, tabu list size: 36
it: 38, best value: 85.1454, curr value: 83.9928, tabu list size: 37
it: 39, best value: 85.1454, curr value: 79.729, tabu list size: 38
it: 40, best value: 85.1454, curr value: 81.0344, tabu list size: 39
it: 41, best value: 85.1454, curr value: 77.629, tabu list size: 40
it: 42, best value: 85.1454, curr value: 82.7216, tabu list size: 41
it: 43, best value: 85.1454, curr value: 80.7422, tabu list size: 42
it: 44, best value: 85.1454, curr value: 80.2644, tabu list size: 43
it: 45, best value: 85.1454, curr value: 80.7422, tabu list size: 44
it: 46, best value: 85.1454, curr value: 79.9342, tabu list size: 45
it: 47, best value: 85.1454, curr value: 81.0344, tabu list size: 46
it: 48, best value: 85.1454, curr value: 82.7216, tabu list size: 46
it: 49, best value: 85.1454, curr value: 80.2644, tabu list size: 47
it: 50, best value: 85.1454, curr value: 78.2292, tabu list size: 48
it: 51, best value: 85.1454, curr value: 80.7422, tabu list size: 49
it: 52, best value: 85.1454, curr value: 78.2292, tabu list size: 50
it: 53, best value: 85.1454, curr value: 80.2644, tabu list size: 51
it: 54, best value: 85.1454, curr value: 78.5457, tabu list size: 52
it: 55, best value: 85.1454, curr value: 78.2292, tabu list size: 53
it: 56, best value: 85.1454, curr value: 78.5457, tabu list size: 54
it: 57, best value: 85.1454, curr value: 78.5457, tabu list size: 54
it: 58, best value: 85.1454, curr value: 77.7493, tabu list size: 55
it: 59, best value: 85.1454, curr value: 79.9342, tabu list size: 56
it: 60, best value: 85.1454, curr value: 77.7493, tabu list size: 57
it: 61, best value: 85.1454, curr value: 76.55, tabu list size: 58
it: 62, best value: 85.1454, curr value: 81.5808, tabu list size: 59
it: 63, best value: 85.1454, curr value: 80.1025, tabu list size: 60
it: 64, best value: 85.1454, curr value: 80.1025, tabu list size: 60
it: 65, best value: 85.1454, curr value: 77.1598, tabu list size: 61
it: 66, best value: 85.1454, curr value: 76.2017, tabu list size: 61
it: 67, best value: 85.1454, curr value: 69.1453, tabu list size: 62
it: 68, best value: 85.1454, curr value: 83.138, tabu list size: 63
it: 69, best value: 85.1454, curr value: 76.53, tabu list size: 64
it: 70, best value: 85.1454, curr value: 78.5457, tabu list size: 65
it: 71, best value: 85.1454, curr value: 77.629, tabu list size: 66
it: 72, best value: 85.1454, curr value: 77.629, tabu list size: 66
it: 73, best value: 85.1454, curr value: 77.629, tabu list size: 66
it: 74, best value: 85.1454, curr value: 76.0993, tabu list size: 67
it: 75, best value: 85.1454, curr value: 81.0344, tabu list size: 67
it: 76, best value: 85.1454, curr value: 76.7007, tabu list size: 68
it: 77, best value: 85.1454, curr value: 70.1155, tabu list size: 69
it: 78, best value: 85.1454, curr value: 67.2242, tabu list size: 70
it: 79, best value: 85.1454, curr value: 57.8045, tabu list size: 71
it: 80, best value: 85.6379, curr value: 85.6379, tabu list size: 72
it: 81, best value: 85.6379, curr value: 75.9643, tabu list size: 73
it: 82, best value: 100.804, curr value: 100.804, tabu list size: 74
it: 83, best value: 100.804, curr value: 96.8371, tabu list size: 75
it: 84, best value: 100.804, curr value: 100.804, tabu list size: 76
it: 85, best value: 100.804, curr value: 90.3562, tabu list size: 77
it: 86, best value: 100.804, curr value: 87.9752, tabu list size: 77
it: 87, best value: 100.804, curr value: 84.7596, tabu list size: 78
it: 88, best value: 100.804, curr value: 97.5208, tabu list size: 79
it: 89, best value: 100.804, curr value: 92.809, tabu list size: 80
it: 90, best value: 100.804, curr value: 87.9585, tabu list size: 81
it: 91, best value: 100.804, curr value: 68.5788, tabu list size: 82
it: 92, best value: 100.804, curr value: 92.809, tabu list size: 83
it: 93, best value: 100.804, curr value: 79.5416, tabu list size: 84
it: 94, best value: 100.804, curr value: 92.809, tabu list size: 84
it: 95, best value: 100.804, curr value: 86.0476, tabu list size: 85
it: 96, best value: 100.804, curr value: 66.5406, tabu list size: 85
it: 97, best value: 100.804, curr value: 62.7605, tabu list size: 85
it: 98, best value: 118.168, curr value: 118.168, tabu list size: 85
it: 99, best value: 118.168, curr value: 118.168, tabu list size: 85
it: 100, best value: 123.062, curr value: 123.062, tabu list size: 85
it: 101, best value: 124.848, curr value: 124.848, tabu list size: 85
it: 102, best value: 130.618, curr value: 130.618, tabu list size: 85
it: 103, best value: 134.907, curr value: 134.907, tabu list size: 85
it: 104, best value: 134.907, curr value: 134.907, tabu list size: 85
it: 105, best value: 134.907, curr value: 130.618, tabu list size: 85
it: 106, best value: 134.907, curr value: 122.569, tabu list size: 85
it: 107, best value: 134.907, curr value: 133.506, tabu list size: 85
it: 108, best value: 134.907, curr value: 128.908, tabu list size: 85
it: 109, best value: 134.907, curr value: 122.569, tabu list size: 85
it: 110, best value: 136.116, curr value: 136.116, tabu list size: 85
it: 111, best value: 136.116, curr value: 130.618, tabu list size: 86
it: 112, best value: 136.116, curr value: 101.102, tabu list size: 86
it: 113, best value: 136.116, curr value: 112.755, tabu list size: 86
it: 114, best value: 136.116, curr value: 92.8257, tabu list size: 86
it: 115, best value: 136.116, curr value: 110.729, tabu list size: 86
it: 116, best value: 136.116, curr value: 119.085, tabu list size: 87
it: 117, best value: 136.116, curr value: 122.232, tabu list size: 87
it: 118, best value: 136.116, curr value: 130.695, tabu list size: 87
it: 119, best value: 138.123, curr value: 138.123, tabu list size: 87
it: 120, best value: 138.123, curr value: 130.22, tabu list size: 87
it: 121, best value: 138.123, curr value: 114.9, tabu list size: 87
it: 122, best value: 138.123, curr value: 123.419, tabu list size: 87
it: 123, best value: 138.123, curr value: 114.9, tabu list size: 87
it: 124, best value: 138.123, curr value: 130.22, tabu list size: 87
it: 125, best value: 138.123, curr value: 114.389, tabu list size: 87
it: 126, best value: 138.123, curr value: 130.22, tabu list size: 86
it: 127, best value: 138.123, curr value: 96.7705, tabu list size: 86
ended: 2023-Apr-21 16:06:27
duration: 2:05.802822
