candles read:
from: 2019-Mar-28 04:00:00
to: 2023-Apr-12 09:28:00
difference: 1476d 05:28:00.000000
count: 2122039
duration: 2.553733
began: 2023-Apr-21 16:04:21
it: 0, best value: -61.184, curr value: -61.184, tabu list size: 1
it: 1, best value: -59.3097, curr value: -59.3097, tabu list size: 2
it: 2, best value: -59.3097, curr value: -59.3097, tabu list size: 3
it: 3, best value: -58.5294, curr value: -58.5294, tabu list size: 4
it: 4, best value: -49.9313, curr value: -49.9313, tabu list size: 5
it: 5, best value: -49.9313, curr value: -49.9313, tabu list size: 6
it: 6, best value: -48.1274, curr value: -48.1274, tabu list size: 7
it: 7, best value: -47.5393, curr value: -47.5393, tabu list size: 8
it: 8, best value: -36.6436, curr value: -36.6436, tabu list size: 9
it: 9, best value: -27.0498, curr value: -27.0498, tabu list size: 10
it: 10, best value: -20.293, curr value: -20.293, tabu list size: 11
it: 11, best value: -18.8892, curr value: -18.8892, tabu list size: 12
it: 12, best value: 53.8523, curr value: 53.8523, tabu list size: 13
it: 13, best value: 71.3088, curr value: 71.3088, tabu list size: 14
it: 14, best value: 72.0481, curr value: 72.0481, tabu list size: 15
it: 15, best value: 72.7825, curr value: 72.7825, tabu list size: 16
it: 16, best value: 85.1454, curr value: 85.1454, tabu list size: 17
it: 17, best value: 85.1454, curr value: 83.138, tabu list size: 18
it: 18, best value: 85.1454, curr value: 85.1454, tabu list size: 19
it: 19, best value: 85.1454, curr value: 82.7216, tabu list size: 20
it: 20, best value: 85.1454, curr value: 82.7216, tabu list size: 20
it: 21, best value: 85.1454, curr value: 82.0254, tabu list size: 21
it: 22, best value: 85.1454, curr value: 84.0201, tabu list size: 22
it: 23, best value: 85.1454, curr value: 83.138, tabu list size: 23
it: 24, best value: 85.1454, curr value: 84.0201, tabu list size: 24
it: 25, best value: 85.1454, curr value: 82.0254, tabu list size: 25
it: 26, best value: 85.1454, curr value: 83.138, tabu list size: 26
it: 27, best value: 85.1454, curr value: 82.0254, tabu list size: 27
it: 28, best value: 85.1454, curr value: 82.7216, tabu list size: 28
it: 29, best value: 85.1454, curr value: 81.0344, tabu list size: 29
it: 30, best value: 85.1454, curr value: 79.9342, tabu list size: 30
it: 31, best value: 85.1454, curr value: 78.8373, tabu list size: 31
