mean fitness,best fitness,population size
136.909214,744.670715,256
208.448402,756.867493,256
238.438924,667.258728,256
264.912001,742.228760,256
301.314769,763.364685,256
313.807197,742.228760,256
326.049380,743.897034,256
342.199835,768.952759,256
335.070891,893.179810,256
340.135870,796.366333,256
314.225583,706.928223,256
311.580525,678.578613,256
308.386385,688.557678,256
307.540887,823.267822,256
301.012665,790.278625,256
321.169686,689.609558,256
336.778947,724.226074,256
336.734971,736.485229,256
356.575035,720.897522,256
318.001303,841.504578,256
307.062080,720.523071,256
308.656351,698.552368,256
288.720056,670.125122,256
297.838198,739.978760,256
307.473046,800.168579,256
332.404496,778.345825,256
314.047489,728.488281,256
303.789964,704.949402,256
293.825362,718.237244,256
303.389790,702.573853,256
308.082495,769.181152,256
329.920458,764.670410,256
325.703927,857.883423,256
335.420836,764.517883,256
330.546194,723.273438,256
341.604485,767.103760,256
339.468189,797.408325,256
345.041027,775.600098,256
353.777346,754.529724,256
360.890012,806.616943,256
354.158515,779.294067,256
354.938920,706.759033,256
333.212513,826.020264,256
331.064989,878.273621,256
312.812130,868.579102,256
323.896861,790.596924,256
320.294152,792.147644,256
318.557663,735.731262,256
311.504090,760.540405,256
345.305189,807.963440,256
358.757526,786.606567,256
351.397640,833.638611,256
352.168048,786.929382,256
330.495706,750.614563,256
321.210749,723.137817,256
329.625419,759.914001,256
339.945953,764.801147,256
336.216081,705.008911,256
309.672614,709.371704,256
314.830730,836.761719,256
308.183346,888.981323,256
316.449768,784.844421,256
309.717585,789.533447,256
315.674788,770.561279,256
324.092694,758.749207,256
327.030699,805.379578,256
319.564348,758.749207,256
313.475797,757.287781,256
314.882266,785.066101,256
329.478338,857.417480,256
337.362949,768.031128,256
329.541363,915.563599,256
321.504929,818.337646,256
337.458520,738.048767,256
328.479567,888.787476,256
322.988197,856.517883,256
295.356711,771.362976,256
309.135624,741.153625,256
326.429039,817.464050,256
319.791195,788.639771,256
316.532973,726.669739,256
335.969553,716.962036,256
315.308440,748.357788,256
311.499658,738.513306,256
317.262663,828.733093,256
332.601650,779.082031,256
321.102354,704.581238,256
314.874937,783.432800,256
328.154783,767.275818,256
318.338217,784.735474,256
