mean fitness,best fitness,population size
187.156465,1221.226562,514
367.248145,1230.368774,516
580.867404,1266.588257,518
713.661084,1280.043091,520
791.736554,1280.043091,522
806.712932,1288.829956,524
804.900238,1300.099121,526
797.455844,1319.348755,528
797.696970,1360.467163,530
815.688032,1360.467163,532
810.200277,1349.495483,534
824.453500,1360.467163,536
846.718231,1360.467163,538
835.720561,1360.467163,540
829.896963,1381.609131,542
843.460209,1398.641846,544
893.858680,1398.641846,546
887.179392,1402.561157,548
885.469282,1398.641846,550
922.152274,1426.734985,552
936.271211,1403.171387,554
899.423040,1403.171387,556
926.989911,1422.816895,558
908.062449,1427.425903,560
913.033799,1427.425903,562
942.768869,1427.425903,564
950.216106,1427.425903,566
949.734093,1427.425903,568
946.450941,1427.425903,570
922.128055,1427.425903,572
957.062475,1427.425903,574
955.940420,1427.425903,576
965.096331,1428.121582,578
959.826562,1428.121582,580
983.377080,1428.121582,582
965.333861,1428.121582,584
991.754518,1428.121582,586
938.183067,1449.645142,588
972.390251,1452.016846,590
966.850201,1449.645142,592
