mean fitness,best fitness,population size
118.577450,547.663330,388
202.759664,632.128479,392
277.533268,632.128479,396
329.175736,714.625977,400
360.472370,693.176392,404
387.456723,697.542114,408
404.439354,727.228638,412
404.160515,769.112976,416
397.057634,854.745117,420
415.845565,854.745117,424
417.738888,854.745117,428
443.023234,854.745117,432
465.140858,854.745117,436
477.924878,892.808472,440
510.022052,892.808472,444
526.303117,892.808472,448
542.557852,907.176392,452
559.824759,907.176392,456
537.862214,907.176392,460
549.488494,907.176392,464
564.193614,907.176392,468
576.615191,927.574219,472
583.367026,942.319092,476
583.768612,942.319092,480
571.027629,942.319092,484
559.271814,942.319092,488
601.865133,942.319092,492
595.915876,942.438416,496
588.745866,942.438416,500
555.237581,942.438416,506
588.858493,942.438416,512
588.962057,942.438416,518
582.178106,942.438416,524
575.578086,942.438416,530
571.229313,942.438416,536
565.205899,942.438416,542
579.901967,942.438416,548
560.148066,942.438416,554
570.068727,942.438416,560
587.234220,942.438416,566
