net profit
1170.880981
512.339905
9061.271484
640.815063
1496.526978
4721.813965
3156.328857
9417.682617
2775.090332
5276.060059
3420.740723
7290.184082
16093.113281
7421.775879
7205.700195
5050.899414
2668.372559
3362.491943
305.593994
0.000000
1631.669678
6611.916504
0.000000
916.781982
0.000000
8070.628906
5080.630859
430.838867
1823.105835
715.094849
2175.687988
3677.475098
1456.010254
4202.551758
318.196472
4373.385254
3488.923340
0.000000
2051.415039
1915.178711
1981.833984
0.000000
0.000000
0.000000
1257.774536
13527.039062
4557.212891
3179.908203
1909.110107
2467.480469
2482.482422
4245.829590
0.000000
0.000000
0.000000
1367.747070
2092.995605
1289.312012
1346.598877
7425.431641
4685.771484
7176.418945
13382.703125
5376.635742
2526.705566
2467.480469
1182.332031
0.000000
512.339905
269.382996
673.070496
0.000000
916.781982
3621.488037
5473.499512
3886.436523
12883.244141
0.000000
2919.574219
0.000000
0.000000
0.000000
3748.064453
3218.961914
13552.825195
0.000000
1833.103760
6570.949219
13410.485352
5605.180664
9546.322266
6507.022461
21166.765625
27579.281250
21037.994141
11689.730469
7788.198730
2051.415039
1007.598877
5788.029297
17764.433594
967.855957
0.000000
0.000000
3754.416992
1037.428223
1870.809082
7588.297363
1823.105835
1995.063721
3763.484863
20968.542969
6087.780273
240.662109
0.000000
1087.521973
0.000000
5322.715820
6212.744141
1639.184570
4353.563477
0.000000
4619.618164
10633.076172
0.000000
2235.688721
826.718018
1677.302979
1631.669678
7091.015137
10824.539062
20383.832031
4772.621094
1374.104492
0.000000
1601.591187
9345.855469
11310.826172
7802.018555
3460.128906
1200.719238
2909.734619
3348.729248
721.583496
1115.946167
0.000000
305.593994
0.000000
0.000000
1480.111328
0.000000
0.000000
2678.599609
4846.640625
1738.381836
3321.333984
7702.969238
3759.381348
7744.588379
1372.312744
1299.319336
0.000000
7187.997070
1362.522217
2125.850586
2824.404297
7054.382324
3174.643066
298.998901
3355.817383
3963.890625
640.815063
826.718018
3026.437500
18755.898438
3668.382812
10932.076172
8161.626953
4271.089844
5605.180664
2535.872070
4271.089844
1087.521973
0.000000
3237.363770
5414.039062
4245.829590
2482.482422
4645.479004
2786.767090
17606.191406
9537.328125
3666.645020
1087.521973
6345.409180
13509.426758
11598.712891
11711.025391
3515.715332
1823.105835
10575.239258
3673.634766
4057.219482
2865.124023
2341.705078
6336.903809
2000.207275
1559.582764
673.070496
5765.081055
1205.322998
722.654480
1173.699951
775.056824
1909.110107
4356.618164
2718.039062
5050.899414
5963.248047
4865.101562
5559.457031
1461.554932
2583.436768
2000.575439
4186.292969
636.325928
1823.105835
2169.098633
4756.154297
10575.239258
7857.751953
11320.869141
5345.198242
3849.699219
19814.283203
21363.095703
3891.698242
13350.317383
