mean fitness,best fitness,population size
198.822938,814.271118,506
282.124367,988.784485,500
372.871064,998.459717,496
465.260031,998.459717,492
507.526052,1023.303223,488
529.332220,1033.254150,484
608.449028,1033.254150,480
628.858440,1036.938843,476
663.134149,1036.938843,472
694.717559,1045.299805,468
666.761510,1052.666626,464
697.786331,1069.492920,460
723.074725,1069.492920,456
731.786583,1084.176147,452
729.564596,1084.176147,448
746.655966,1089.990479,444
766.369624,1096.742554,440
780.820147,1120.108765,436
753.042868,1120.108765,432
781.097501,1120.108765,428
790.520301,1120.108765,424
803.859807,1120.108765,420
772.154064,1120.108765,416
778.902526,1126.811157,412
813.709114,1126.811157,408
