mean fitness,best fitness,population size
141.865548,625.331116,382
274.155970,660.045410,380
351.132861,664.204285,378
407.153019,705.155273,376
408.964160,705.155273,374
448.788687,705.155273,372
454.423004,722.468323,370
436.518765,722.626343,368
477.240390,730.502930,366
501.001945,737.352783,364
536.326054,730.502930,362
541.389470,734.960449,360
525.223689,742.834717,358
521.392598,742.834717,356
534.909836,742.834717,354
543.548773,745.864014,352
538.379285,745.864014,350
536.174587,745.864014,348
553.124536,745.864014,346
533.511008,745.864014,344
544.076711,749.296692,342
540.637062,748.177246,340
554.036950,748.177246,338
548.893264,751.520691,336
563.280714,749.296692,334
565.131796,751.520691,332
558.530991,751.520691,330
567.399861,751.520691,328
579.533833,751.520691,326
551.380050,754.322937,324
567.517503,759.467957,322
574.883473,759.467957,320
555.632250,759.467957,318
538.496331,759.467957,316
533.721309,759.467957,314
518.556229,759.467957,312
495.340877,759.467957,310
531.901035,759.467957,308
534.055327,759.467957,306
542.357429,759.467957,304
