time,open,high,low,close,Baseline,Baseline,Entry Level [L] #1,Entry Level [L] #2,Entry Level [L] #3,Entry Level [L] #4,Entry Level [S] #1,Entry Level [S] #2,Entry Level [S] #3,Entry Level [S] #4,Exit Level [L],Exit Level [S],Avg Entry Price,Position Size (AC),Current Bar MDD (AC),Current Bar MDD %,1. Max Historical Trade Drawdown %,2. Max Historical Trade Drawdown %,3. Max Historical Trade Drawdown %,Max Leverage Allowed,Volume,Volume MA
2022-06-13T18:00:00+02:00,1229.75,1279.74,1218.59,1240.14,1216.6616666666646,1216.6616666666646,1168,1131.5,1095,1034.16,1265.33,1301.83,1338.33,1399.16,1216.6616666666646,1216.6616666666646,0,0,0,0,25.328492221005106,23.340668635243883,22.820413111670828,3,146524.7295,168045.00147299998
2022-06-13T19:00:00+02:00,1240.15,1242.67,1209.02,1239.47,1221.7166666666647,1221.7166666666647,1172.8500000000001,1136.2,1099.54,1038.46,1270.59,1307.24,1343.89,1404.97,1221.7166666666647,1221.7166666666647,0,0,0,0,25.328492221005106,23.340668635243883,22.820413111670828,3,68905.0122,170241.046623
2022-06-13T20:00:00+02:00,1239.47,1261,1231.02,1231.9,1229.3133333333315,1229.3133333333315,1180.14,1143.26,1106.38,1044.92,1278.49,1315.3700000000001,1352.24,1413.71,1229.3133333333315,1229.3133333333315,0,0,0,0,25.328492221005106,23.340668635243883,22.820413111670828,3,56184.0387,169042.033168
2022-06-13T21:00:00+02:00,1231.91,1237.62,1217.84,1228.69,1238.5766666666648,1238.5766666666648,1189.03,1151.88,1114.72,1052.79,1288.1200000000001,1325.28,1362.43,1424.3600000000001,1238.5766666666648,1238.5766666666648,0,0,0,0,25.328492221005106,23.340668635243883,22.820413111670828,3,51378.8679,168212.06655299998
2022-06-13T22:00:00+02:00,1228.69,1284.33,1228.12,1242.17,1234.229999999998,1234.229999999998,1184.8600000000001,1147.83,1110.81,1049.1,1283.6000000000001,1320.63,1357.65,1419.3600000000001,1234.229999999998,1234.229999999998,0,0,0,0,25.328492221005106,23.340668635243883,22.820413111670828,3,72581.0951,164336.99129499999
2022-06-13T23:00:00+02:00,1242.17,1248.55,1222.5,1229.6,1238.5633333333312,1238.5633333333312,1189.02,1151.8600000000001,1114.71,1052.78,1288.1100000000001,1325.26,1362.42,1424.3500000000001,1238.5633333333312,1238.5633333333312,0,0,0,0,25.328492221005106,23.340668635243883,22.820413111670828,3,32835.3059,155730.54562649998
2022-06-14T00:00:00+02:00,1229.6,1237.19,1191.81,1193.59,1236.8491666666646,1236.8491666666646,1187.38,1150.27,1113.16,1051.32,1286.32,1323.43,1360.53,1422.38,1236.8491666666646,1236.8491666666646,0,0,0,0,25.328492221005106,23.340668635243883,22.820413111670828,3,52132.456,152066.56502899996
2022-06-14T01:00:00+02:00,1193.59,1212.76,1168.5,1209.82,1231.5266666666646,1231.5266666666646,1182.27,1145.32,1108.3700000000001,1046.8,1280.79,1317.73,1354.68,1416.26,1231.5266666666646,1231.5266666666646,1182.27,27225.861695217853,317.1019441778522,0.1442075956878903,25.328492221005106,23.340668635243883,22.820413111670828,3,104561.4773,146929.83915249995
2022-06-14T02:00:00+02:00,1209.35,1225,1171.68,1172.53,1214.9733333333313,1214.9733333333313,1166.3700000000001,1129.93,1093.48,1032.73,1263.57,1300.02,1336.47,1397.22,1214.9733333333313,1214.9733333333313,1182.27,27226.939199615317,243.88108141450263,0.11090914146153141,25.328492221005106,23.340668635243883,22.820413111670828,3,114277.4827,145548.25910249996
2022-06-14T03:00:00+02:00,1172.53,1187.97,1102,1102.52,1201.2849999999978,1201.2849999999978,1153.23,1117.2,1081.16,1021.09,1249.34,1285.3700000000001,1321.41,1381.48,1201.2849999999978,1201.2849999999978,1135.2150000000001,53223.53250747598,1557.2553500753797,0.7059476697341617,25.328492221005106,23.340668635243883,22.820413111670828,3,271816.4708,154048.50911749998
2022-06-14T04:00:00+02:00,1102.51,1133.5,1075.8,1119.59,1177.3541666666647,1177.3541666666647,1130.26,1094.94,1059.6200000000001,1000.75,1224.45,1259.77,1295.09,1353.96,1177.3541666666647,1177.3541666666647,1135.2150000000001,53223.53250747598,2785.6187452876284,1.2627993616515178,25.328492221005106,23.340668635243883,22.820413111670828,3,307856.00351,160998.66325249997
2022-06-14T05:00:00+02:00,1119.1,1178,1105.01,1174.1,1147.9149999999981,1147.9149999999981,1102,1067.56,1033.1200000000001,975.73,1193.83,1228.27,1262.71,1320.1000000000001,1147.9149999999981,1147.9149999999981,1135.2150000000001,53223.53250747598,1416.1342119231335,0.6419734868077788,25.328492221005106,23.340668635243883,22.820413111670828,3,163610.3635,158424.88544249997
2022-06-14T06:00:00+02:00,1174.09,1196.93,1136,1156.88,1131.052499999998,1131.052499999998,1085.81,1051.88,1017.95,961.39,1176.29,1210.23,1244.16,1300.71,1131.052499999998,1131.052499999998,0,0,0,0,25.328492221005106,23.340668635243883,22.820413111670828,3,153014.3688,150404.04834499996
2022-06-14T07:00:00+02:00,1156.88,1250.2,1150.61,1227.13,1139.292499999998,1139.292499999998,1093.72,1059.54,1025.3600000000001,968.4,1184.8600000000001,1219.04,1253.22,1310.19,1139.292499999998,1139.292499999998,0,0,0,0,25.328492221005106,23.340668635243883,22.820413111670828,3,206942.2059,144881.32143199997
2022-06-14T08:00:00+02:00,1227.13,1238.22,1206.15,1234.18,1168.7441666666646,1168.7441666666646,1121.99,1086.93,1051.8700000000001,993.4300000000001,1215.49,1250.56,1285.6200000000001,1344.06,1168.7441666666646,1168.7441666666646,0,0,0,0,25.328492221005106,23.340668635243883,22.820413111670828,3,134104.385,142889.86828699996
2022-06-14T09:00:00+02:00,1234.18,1254,1210.84,1241.16,1196.199999999998,1196.199999999998,1148.3500000000001,1112.47,1076.58,1016.77,1244.05,1279.93,1315.82,1375.63,1196.199999999998,1196.199999999998,0,0,0,0,25.328492221005106,23.340668635243883,22.820413111670828,3,140971.9919,139961.22919199994
2022-06-14T10:00:00+02:00,1241.15,1244.48,1214.17,1219.4,1219.2233333333313,1219.2233333333313,1170.45,1133.88,1097.3,1036.34,1267.99,1304.57,1341.15,1402.1100000000001,1219.2233333333313,1219.2233333333313,0,0,0,0,25.328492221005106,23.340668635243883,22.820413111670828,3,78590.479,134611.91739199994
2022-06-14T11:00:00+02:00,1219.4,1230.91,1188.96,1190.94,1230.4216666666646,1230.4216666666646,1181.2,1144.29,1107.38,1045.8600000000001,1279.64,1316.55,1353.46,1414.98,1230.4216666666646,1230.4216666666646,0,0,0,0,25.328492221005106,23.340668635243883,22.820413111670828,3,90067.7846,130362.05754199994
2022-06-14T12:00:00+02:00,1190.93,1205.89,1176.54,1186.26,1224.1324999999981,1224.1324999999981,1175.17,1138.44,1101.72,1040.51,1273.1000000000001,1309.82,1346.55,1407.75,1224.1324999999981,1224.1324999999981,0,0,0,0,25.328492221005106,23.340668635243883,22.820413111670828,3,91512.4134,124884.17497549993
2022-06-14T13:00:00+02:00,1186.26,1191.12,1154.37,1175.23,1209.0858333333315,1209.0858333333315,1160.72,1124.45,1088.18,1027.72,1257.45,1293.72,1329.99,1390.45,1209.0858333333315,1209.0858333333315,1160.72,27039.942427257258,147.92855676914957,0.06691196393826188,25.328492221005106,23.340668635243883,22.820413111670828,3,116666.8676,122726.68996549994
2022-06-14T14:00:00+02:00,1175.22,1218.55,1158,1197.95,1191.4008333333313,1191.4008333333313,1143.74,1108,1072.26,1012.69,1239.06,1274.8,1310.54,1370.1100000000001,1191.4008333333313,1191.4008333333313,1160.72,27039.942427257258,63.364673135760974,0.02866150266331814,25.328492221005106,23.340668635243883,22.820413111670828,3,111148.5366,120957.88032049996
2022-06-14T15:00:00+02:00,1197.94,1229.41,1188.81,1219.05,1184.693333333331,1184.693333333331,1137.31,1101.76,1066.22,1006.99,1232.08,1267.6200000000001,1303.16,1362.4,1184.693333333331,1184.693333333331,0,0,0,0,25.328492221005106,23.340668635243883,22.820413111670828,3,128353.2601,123930.29271549995
2022-06-14T16:00:00+02:00,1219.05,1229.34,1190.18,1222.38,1190.9924999999978,1190.9924999999978,1143.3500000000001,1107.6200000000001,1071.89,1012.34,1238.63,1274.3600000000001,1310.09,1369.64,1190.9924999999978,1190.9924999999978,0,0,0,0,25.328492221005106,23.340668635243883,22.820413111670828,3,115147.1647,126878.44901549995
2022-06-14T17:00:00+02:00,1222.38,1259.99,1213.17,1250.67,1203.8233333333312,1203.8233333333312,1155.67,1119.56,1083.44,1023.25,1251.98,1288.09,1324.21,1384.4,1203.8233333333312,1203.8233333333312,0,0,0,0,25.328492221005106,23.340668635243883,22.820413111670828,3,116981.927,130158.60197049996
2022-06-14T18:00:00+02:00,1250.66,1268.45,1221.73,1226.94,1220.1974999999977,1220.1974999999977,1171.39,1134.78,1098.18,1037.17,1269.01,1305.6100000000001,1342.22,1403.23,1220.1974999999977,1220.1974999999977,0,0,0,0,25.328492221005106,23.340668635243883,22.820413111670828,3,77119.7872,130385.53657549997
2022-06-14T19:00:00+02:00,1226.94,1244.37,1213.35,1213.4,1231.2449999999978,1231.2449999999978,1182,1145.06,1108.1200000000001,1046.56,1280.49,1317.43,1354.3700000000001,1415.93,1231.2449999999978,1231.2449999999978,0,0,0,0,25.328492221005106,23.340668635243883,22.820413111670828,3,43041.2908,130895.83582049997
2022-06-14T20:00:00+02:00,1213.4,1231.85,1205.66,1209.5,1234.3374999999978,1234.3374999999978,1184.96,1147.93,1110.9,1049.19,1283.71,1320.74,1357.77,1419.49,1234.3374999999978,1234.3374999999978,0,0,0,0,25.328492221005106,23.340668635243883,22.820413111670828,3,39380.8592,130258.25598049998
2022-06-14T21:00:00+02:00,1209.49,1212.8,1195.17,1206.15,1227.187499999998,1227.187499999998,1178.1000000000001,1141.28,1104.47,1043.1100000000001,1276.27,1313.09,1349.91,1411.27,1227.187499999998,1227.187499999998,0,0,0,0,25.328492221005106,23.340668635243883,22.820413111670828,3,30903.6087,126575.3625505
2022-06-14T22:00:00+02:00,1206.15,1210.41,1177.9,1189.32,1215.1733333333311,1215.1733333333311,1166.57,1130.1100000000001,1093.66,1032.9,1263.78,1300.24,1336.69,1397.45,1215.1733333333311,1215.1733333333311,0,0,0,0,25.328492221005106,23.340668635243883,22.820413111670828,3,39753.3939,122849.1581105
2022-06-14T23:00:00+02:00,1189.32,1193.94,1159.12,1169,1205.6499999999978,1205.6499999999978,1157.42,1121.25,1085.08,1024.8,1253.88,1290.05,1326.21,1386.5,1205.6499999999978,1205.6499999999978,0,0,0,0,25.328492221005106,23.340668635243883,22.820413111670828,3,34291.9588,110972.93251049999
2022-06-15T00:00:00+02:00,1169.01,1182.25,1166.68,1176.81,1193.2308333333312,1193.2308333333312,1145.5,1109.7,1073.91,1014.25,1240.96,1276.76,1312.55,1372.22,1193.2308333333312,1193.2308333333312,0,0,0,0,25.328492221005106,23.340668635243883,22.820413111670828,3,41573.9305,97658.82885999998
2022-06-15T01:00:00+02:00,1176.94,1221.29,1175.22,1208.9,1182.4924999999978,1182.4924999999978,1135.19,1099.72,1064.24,1005.12,1229.79,1265.27,1300.74,1359.8700000000001,1182.4924999999978,1182.4924999999978,0,0,0,0,25.328492221005106,23.340668635243883,22.820413111670828,3,69367.2671,92946.67403999998
2022-06-15T02:00:00+02:00,1208.9,1218.2,1188.51,1193.26,1182.3733333333312,1182.3733333333312,1135.08,1099.6100000000001,1064.14,1005.02,1229.67,1265.14,1300.6100000000001,1359.73,1182.3733333333312,1182.3733333333312,0,0,0,0,25.328492221005106,23.340668635243883,22.820413111670828,3,51320.2843,87861.96981499999
2022-06-15T03:00:00+02:00,1193.27,1231.67,1190.53,1221.17,1190.497499999998,1190.497499999998,1142.88,1107.16,1071.45,1011.9200000000001,1238.1200000000001,1273.83,1309.55,1369.07,1190.497499999998,1190.497499999998,0,0,0,0,25.328492221005106,23.340668635243883,22.820413111670828,3,60718.8286,80550.80094999998
2022-06-15T04:00:00+02:00,1221.16,1221.99,1195.04,1204.7,1202.3216666666647,1202.3216666666647,1154.23,1118.16,1082.09,1021.97,1250.41,1286.48,1322.55,1382.67,1202.3216666666647,1202.3216666666647,0,0,0,0,25.328492221005106,23.340668635243883,22.820413111670828,3,44697.6047,76080.46193499998
2022-06-15T05:00:00+02:00,1204.7,1210.02,1169,1173.09,1207.3666666666647,1207.3666666666647,1159.07,1122.8500000000001,1086.63,1026.26,1255.66,1291.88,1328.1000000000001,1388.47,1207.3666666666647,1207.3666666666647,0,0,0,0,25.328492221005106,23.340668635243883,22.820413111670828,3,58552.3284,71959.47875999998
2022-06-15T06:00:00+02:00,1173.09,1175.73,1121.2,1137.52,1203.0283333333314,1203.0283333333314,1154.91,1118.82,1082.73,1022.57,1251.15,1287.24,1323.33,1383.48,1203.0283333333314,1203.0283333333314,1154.91,27287.828405482353,796.488640282629,0.359200100776053,25.328492221005106,23.340668635243883,22.820413111670828,3,163950.0843,76227.45902499997
2022-06-15T07:00:00+02:00,1137.52,1145.09,1092.93,1123.93,1183.9366666666647,1183.9366666666647,1136.58,1101.06,1065.54,1006.35,1231.29,1266.81,1302.33,1361.53,1183.9366666666647,1183.9366666666647,1127.5705194035436,54116.78865638148,1662.5422847171287,0.7497725968859199,25.328492221005106,23.340668635243883,22.820413111670828,3,125941.407,78021.14014499998
2022-06-15T08:00:00+02:00,1123.93,1142.02,1106.09,1136.22,1155.318333333331,1155.318333333331,1109.1100000000001,1074.45,1039.79,982.02,1201.53,1236.19,1270.8500000000001,1328.6200000000001,1155.318333333331,1155.318333333331,1127.5705194035436,54116.78865638148,1030.9392705706643,0.464932544112079,25.328492221005106,23.340668635243883,22.820413111670828,3,95398.6801,78215.45347999998
2022-06-15T09:00:00+02:00,1136.21,1138.93,1082.37,1094.38,1134.6058333333312,1134.6058333333312,1089.22,1055.18,1021.15,964.41,1179.99,1214.03,1248.07,1304.8,1134.6058333333312,1134.6058333333312,0,0,0,0,25.328492221005106,23.340668635243883,22.820413111670828,3,117770.8618,78270.65318999998
2022-06-15T10:00:00+02:00,1094.38,1094.41,1023.32,1029.59,1121.6349999999982,1121.6349999999982,1076.77,1043.1200000000001,1009.47,953.39,1166.5,1200.15,1233.8,1289.88,1121.6349999999982,1121.6349999999982,1059.9450000000002,53777.810676051755,1858.2212435649033,0.8368649511157398,25.328492221005106,23.340668635243883,22.820413111670828,3,308343.49827,88130.40127349999
2022-06-15T11:00:00+02:00,1029.59,1044,1014.4,1031.48,1100.1541666666647,1100.1541666666647,1056.15,1023.14,990.14,935.13,1144.16,1177.16,1210.17,1265.18,1100.1541666666647,1100.1541666666647,1059.9450000000002,53777.810676051755,2310.790076127334,1.0406829815308236,25.328492221005106,23.340668635243883,22.820413111670828,3,186590.52694,91042.26461549998
2022-06-15T12:00:00+02:00,1031.48,1079.79,1026,1065.03,1067.754999999998,1067.754999999998,1025.04,993.01,960.98,907.59,1110.47,1142.5,1174.53,1227.92,1067.754999999998,1067.754999999998,1059.9450000000002,53777.810676051755,1722.2476481313515,0.7756281437712993,25.328492221005106,23.340668635243883,22.820413111670828,3,184385.3524,94504.17400049997
2022-06-15T13:00:00+02:00,1065.04,1136.96,1050.29,1120.05,1046.9558333333314,1046.9558333333314,1005.08,973.6700000000001,942.26,889.91,1088.83,1120.24,1151.65,1204,1046.9558333333314,1046.9558333333314,0,0,0,0,25.328492221005106,23.340668635243883,22.820413111670828,3,152278.1178,96268.98354049998
2022-06-15T14:00:00+02:00,1120.05,1150,1105.24,1112.49,1057.8424999999982,1057.8424999999982,1015.53,983.7900000000001,952.0600000000001,899.1700000000001,1100.16,1131.89,1163.63,1216.52,1057.8424999999982,1057.8424999999982,0,0,0,0,25.328492221005106,23.340668635243883,22.820413111670828,3,125613.4825,98693.66830549997
2022-06-15T15:00:00+02:00,1112.49,1164,1108.09,1140,1088.534999999998,1088.534999999998,1044.99,1012.34,979.6800000000001,925.25,1132.08,1164.73,1197.39,1251.82,1088.534999999998,1088.534999999998,0,0,0,0,25.328492221005106,23.340668635243883,22.820413111670828,3,149022.8112,103992.74432549998
2022-06-15T16:00:00+02:00,1140,1154.87,1093.66,1106.1,1115.3916666666646,1115.3916666666646,1070.78,1037.31,1003.85,948.08,1160.01,1193.47,1226.93,1282.7,1115.3916666666646,1115.3916666666646,0,0,0,0,25.328492221005106,23.340668635243883,22.820413111670828,3,119079.5951,107977.68112049997
2022-06-15T17:00:00+02:00,1106.11,1125.84,1096.05,1120.15,1125.582499999998,1125.582499999998,1080.56,1046.79,1013.02,956.75,1170.6100000000001,1204.3700000000001,1238.14,1294.42,1125.582499999998,1125.582499999998,0,0,0,0,25.328492221005106,23.340668635243883,22.820413111670828,3,69499.8942,109907.49539549995
2022-06-15T18:00:00+02:00,1120.17,1128.73,1072.61,1078.67,1122.279999999998,1122.279999999998,1077.39,1043.72,1010.0500000000001,953.94,1167.17,1200.84,1234.51,1290.6200000000001,1122.279999999998,1122.279999999998,1077.39,26730.748256860963,118.59491611004441,0.05334086109361659,25.328492221005106,23.340668635243883,22.820413111670828,3,93056.6863,112572.66001549996
