time,ema(12),entry level 1,entry level 2,entry level 3,entry level 4,ema(16)
1622570400,36276.8,34825.7,33737.4,32649.1,30835.3,36333.8
1622572200,36275.6,34824.6,33736.3,32648.1,30834.3,36326.2
1622574000,36252.8,34802.7,33715.1,32627.5,30814.9,36302.8
1622575800,36209.5,34761.1,33674.8,32588.5,30778.1,36263.8
1622577600,36182,34734.7,33649.2,32563.8,30754.7,36236.4
1622579400,36185.1,34737.7,33652.1,32566.6,30757.3,36232.3
1622581200,36206,34757.7,33671.5,32585.4,30775.1,36242.7
1622583000,36221.4,34772.6,33685.9,32599.3,30788.2,36250.2
1622584800,36249.3,34799.3,33711.8,32624.3,30811.9,36268.1
1622586600,36265.8,34815.2,33727.2,32639.2,30825.9,36278.6
1622588400,36316.4,34863.8,33774.3,32684.8,30869,36315.8
1622590200,36376,34921,33829.7,32738.4,30919.6,36361.4
1622592000,36402.3,34946.2,33854.1,32762.1,30942,36383.2
1622593800,36384.7,34929.3,33837.8,32746.2,30927,36372
1622595600,36342.7,34889,33798.7,32708.4,30891.3,36341.4
1622597400,36317.9,34865.2,33775.7,32686.1,30870.3,36322.6
1622599200,36327.6,34874.5,33784.7,32694.8,30878.4,36329.4
1622601000,36337,34883.5,33793.4,32703.3,30886.5,36336.4
1622602800,36352.1,34898,33807.5,32716.9,30899.3,36348.1
1622604600,36372.8,34917.9,33826.7,32735.5,30916.9,36364.4
1622606400,36408.8,34952.4,33860.1,32767.9,30947.4,36392.8
1622608200,36450.5,34992.5,33899,32805.5,30982.9,36426.6
1622610000,36478.8,35019.6,33925.3,32830.9,31007,36451.1
1622611800,36513.8,35053.2,33957.8,32862.4,31036.7,36481.1
1622613600,36561.7,35099.3,34002.4,32905.6,31077.5,36521.6
1622615400,36593.2,35129.4,34031.7,32933.9,31104.2,36550.4
1622617200,36647.6,35181.7,34082.3,32982.9,31150.5,36597
1622619000,36732.6,35263.3,34161.3,33059.3,31222.7,36668
1622620800,36801.7,35329.6,34225.6,33121.5,31281.4,36728.4
1622622600,36872.2,35397.3,34291.1,33185,31341.4,36791
1622624400,36946.6,35468.7,34360.3,33251.9,31404.6,36857.4
1622626200,37002.6,35522.5,34412.4,33302.3,31452.2,36910.7
1622628000,37038.2,35556.7,34445.5,33334.4,31482.5,36948.7
1622629800,37061.2,35578.7,34466.9,33355,31502,36976.8
1622631600,37065.9,35583.3,34471.3,33359.3,31506,36990.4
1622633400,37086.3,35602.9,34490.3,33377.7,31523.4,37014.9
1622635200,37119.3,35634.5,34521,33407.4,31551.4,37048.5
1622637000,37151,35665,34550.4,33435.9,31578.4,37081.1
1622638800,37195.3,35707.5,34591.7,33475.8,31616,37123.2
1622640600,37261.7,35771.2,34653.4,33535.5,31672.4,37182.4
1622642400,37328.7,35835.6,34715.7,33595.8,31729.4,37243
1622644200,37415.1,35918.5,34796.1,33673.6,31802.8,37319.2
1622646000,37505.9,36005.7,34880.5,33755.3,31880,37399.9
1622647800,37587.9,36084.3,34956.7,33829.1,31949.7,37475
1622649600,37653.6,36147.4,35017.8,33888.2,32005.5,37538.6
1622651400,37696.2,36188.4,35057.5,33926.6,32041.8,37584.7
1622653200,37720.3,36211.5,35079.9,33948.3,32062.3,37616.3
1622655000,37749.8,36239.8,35107.3,33974.8,32087.3,37651
1622656800,37781.3,36270.1,35136.6,34003.2,32114.1,37686.8
1622658600,37813.8,36301.2,35166.8,34032.4,32141.7,37722.7
1622660400,37832,36318.7,35183.8,34048.8,32157.2,37747.4
1622662200,37837.4,36323.9,35188.8,34053.6,32161.8,37761.4
1622664000,37826.8,36313.7,35178.9,34044.1,32152.8,37762.3
1622665800,37803.8,36291.6,35157.5,34023.4,32133.2,37752.2
1622667600,37801.2,36289.2,35155.2,34021.1,32131.1,37756.4
1622669400,37798.1,36286.2,35152.3,34018.3,32128.4,37759.3
1622671200,37780.7,36269.5,35136.1,34002.6,32113.6,37750.5
1622673000,37739.9,36230.3,35098.1,33965.9,32078.9,37722.8
1622674800,37718,36209.3,35077.8,33946.2,32060.3,37708.1
1622676600,37704.7,36196.5,35065.4,33934.2,32049,37699.1
1622678400,37683.8,36176.5,35046,33915.5,32031.3,37683.8
1622680200,37646.4,36140.6,35011.2,33881.8,31999.4,37655.2
1622682000,37620.8,36115.9,34987.3,33858.7,31977.6,37634.6
1622683800,37583.5,36080.2,34952.7,33825.2,31946,37604.4
1622685600,37538.3,36036.8,34910.6,33784.5,31907.6,37567.4
1622687400,37505.3,36005.1,34879.9,33754.8,31879.5,37538.8
1622689200,37495.2,35995.4,34870.5,33745.7,31870.9,37527.1
1622691000,37503,36002.8,34877.7,33752.7,31877.5,37529.3
1622692800,37536.7,36035.3,34909.2,33783,31906.2,37552
1622694600,37593.4,36089.6,34961.8,33834,31954.4,37593.5
1622696400,37680.5,36173.3,35042.8,33912.4,32028.4,37660.1
1622698200,37812.4,36299.9,35165.5,34031.2,32140.5,37763.4
1622700000,37958.7,36440.3,35301.6,34162.8,32264.9,37881
1622701800,38094.6,36570.9,35428,34285.2,32380.4,37994.1
1622703600,38200.3,36672.3,35526.3,34380.3,32470.2,38086.7
1622705400,38267.7,36737,35589,34441,32527.6,38151.7
1622707200,38337.8,36804.3,35654.1,34504,32587.1,38218.9
1622709000,38409.8,36873.4,35721.1,34568.8,32648.3,38287.9
1622710800,38495,36955.2,35800.3,34645.5,32720.7,38367.4
1622712600,38582,37038.8,35881.3,34723.8,32794.7,38449
1622714400,38685.3,37137.9,35977.3,34816.8,32882.5,38543.6
1622716200,38785.9,37234.5,36070.9,34907.3,32968,38637.2
1622718000,38826.8,37273.8,36109,34944.2,33002.8,38686
1622719800,38832.4,37279.1,36114.2,34949.2,33007.6,38706.9
1622721600,38815.9,37263.3,36098.8,34934.3,32993.5,38709
1622723400,38825.5,37272.5,36107.7,34942.9,33001.7,38728.9
1622725200,38846.2,37292.4,36127,34961.6,33019.3,38756.1
1622727000,38810.9,37258.4,36094.1,34929.8,32989.3,38739.7
1622728800,38759.3,37209,36046.2,34883.4,32945.4,38708.7
1622730600,38720.6,37171.8,36010.1,34848.5,32912.5,38685
1622732400,38700.1,37152.1,35991.1,34830.1,32895.1,38673.5
1622734200,38674.2,37127.2,35967,34806.8,32873.1,38656.8
1622736000,38669.9,37123.1,35963,34802.9,32869.4,38655.6
1622737800,38696.1,37148.3,35987.4,34826.5,32891.7,38677.3
1622739600,38728.4,37179.3,36017.4,34855.6,32919.1,38704.2
1622741400,38747.8,37197.9,36035.4,34873,32935.6,38721.9
1622743200,38749.3,37199.4,36036.9,34874.4,32936.9,38726.1
1622745000,38727.6,37178.5,36016.7,34854.8,32918.4,38712.2
1622746800,38704.5,37156.4,35995.2,34834.1,32898.9,38696.4
1622748600,38684.6,37137.2,35976.7,34816.1,32881.9,38682.1
1622750400,38679.2,37132,35971.6,34811.3,32877.3,38678.3
1622752200,38678,37130.9,35970.6,34810.2,32876.3,38677.5
1622754000,38695.1,37147.3,35986.4,34825.6,32890.8,38690.6
1622755800,38709.5,37161.2,35999.9,34838.6,32903.1,38702.2
1622757600,38730.9,37181.7,36019.8,34857.8,32921.3,38719.4
1622759400,38759.9,37209.5,36046.7,34883.9,32945.9,38742.9
1622761200,38794.1,37242.4,36078.5,34914.7,32975,38771.1
1622763000,38858.6,37304.3,36138.5,34972.8,33029.8,38823.1
1622764800,38880.2,37325,36158.6,34992.2,33048.2,38843.8
1622766600,38854.1,37300,36134.3,34968.7,33026,38828.1
1622768400,38754.5,37204.3,36041.6,34879,32941.3,38755
1622770200,38618.7,37073.9,35915.4,34756.8,32825.9,38651.1
1622772000,38473.3,36934.3,35780.1,34625.9,32702.3,38536.1
1622773800,38351.6,36817.5,35667,34516.4,32598.9,38435.6
1622775600,38268.8,36738,35589.9,34441.9,32528.4,38362.4
1622777400,38219.9,36691.1,35544.5,34397.9,32486.9,38314.1
1622779200,38145.3,36619.5,35475.2,34330.8,32423.5,38245.9
1622781000,38066,36543.4,35401.4,34259.4,32356.1,38173.4
1622782800,37942.8,36425.1,35286.9,34148.6,32251.4,38066.6
1622784600,37777.4,36266.3,35132.9,33999.6,32110.8,37925.5
1622786400,37629.1,36124,34995.1,33866.2,31984.8,37794.7
1622788200,37498.4,35998.5,34873.5,33748.6,31873.7,37675.3
1622790000,37359.7,35865.3,34744.5,33623.8,31755.8,37548.4
1622791800,37248.7,35758.8,34641.3,33523.8,31661.4,37441.3
1622793600,37140.9,35655.2,34541,33426.8,31569.7,37336.2
1622795400,37074.2,35591.3,34479,33366.8,31513.1,37262.3
1622797200,37003.2,35523.1,34413,33302.9,31452.7,37185.8
1622799000,36960.3,35481.9,34373.1,33264.3,31416.2,37131.5
1622800800,36937.7,35460.2,34352.1,33244,31397.1,37094.1
1622802600,36895.9,35420,34313.2,33206.3,31361.5,37043.7
1622804400,36859.8,35385.4,34279.6,33173.8,31330.8,36998.7
1622806200,36815.3,35342.7,34238.2,33133.7,31293,36948.3
1622808000,36709.9,35241.5,34140.2,33038.9,31203.4,36852.1
1622809800,36661.6,35195.1,34095.3,32995.4,31162.4,36798.4
1622811600,36687.2,35219.7,34119.1,33018.5,31184.1,36801.9
1622813400,36699.9,35231.9,34130.9,33029.9,31194.9,36798.1
1622815200,36671.4,35204.6,34104.4,33004.3,31170.7,36764.8
1622817000,36658.3,35192,34092.2,32992.5,31159.6,36743.8
1622818800,36672.9,35206,34105.8,33005.6,31171.9,36744.9
1622820600,36707.5,35239.2,34137.9,33036.7,31201.3,36762.8
1622822400,36743.6,35273.9,34171.6,33069.3,31232.1,36784
1622824200,36765.1,35294.5,34191.6,33088.6,31250.4,36795.7
1622826000,36805.3,35333.1,34228.9,33124.8,31284.5,36822.8
1622827800,36856.1,35381.9,34276.2,33170.5,31327.7,36859.6
1622829600,36890.6,35414.9,34308.2,33201.5,31357,36885.5
1622831400,36922,35445.2,34337.5,33229.8,31383.7,36910.2
1622833200,36947.2,35469.3,34360.9,33252.5,31405.1,36930.8
1622835000,36944,35466.2,34357.9,33249.6,31402.4,36930.3
1622836800,36942.3,35464.6,34356.4,33248.1,31401,36930.6
1622838600,36957.2,35478.9,34370.2,33261.5,31413.6,36943.4
1622840400,36980.9,35501.6,34392.2,33282.8,31433.7,36963.1
1622842200,37009.5,35529.1,34418.9,33308.6,31458.1,36987.1
1622844000,37032,35550.7,34439.8,33328.8,31477.2,37006.9
1622845800,37046.2,35564.3,34453,33341.6,31489.3,37020.7
1622847600,37021.8,35541,34430.3,33319.7,31468.6,37005.1
1622849400,36997.9,35518,34408.1,33298.2,31448.3,36988.8
1622851200,37001.2,35521.2,34411.2,33301.1,31451.1,36992.4
1622853000,37079.2,35596,34483.7,33371.3,31517.3,37053.1
1622854800,37164.9,35678.3,34563.4,33448.5,31590.2,37121.7
1622856600,37244.1,35754.3,34637,33519.7,31657.4,37187.3
1622858400,37299.4,35807.5,34688.5,33569.5,31704.5,37236.3
1622860200,37337.4,35843.9,34723.8,33603.7,31736.8,37272.8
1622862000,37377.7,35882.6,34761.3,33639.9,31771,37311.2
1622863800,37395,35899.2,34777.4,33655.5,31785.8,37332.3
1622865600,37408.6,35912.3,34790,33667.7,31797.3,37350
1622867400,37434.2,35936.9,34813.8,33690.8,31819.1,37376.5
1622869200,37464.7,35966.1,34842.2,33718.2,31845,37406.6
1622871000,37480.9,35981.6,34857.2,33732.8,31858.7,37425.8
1622872800,37512.1,36011.6,34886.2,33760.9,31885.3,37456.2
1622874600,37541.7,36040,34913.8,33787.5,31910.4,37485.4
1622876400,37579.5,36076.3,34948.9,33821.6,31942.6,37520.9
1622878200,37599.8,36095.8,34967.8,33839.8,31959.9,37543.4
1622880000,37603.2,36099,34971,33842.9,31962.7,37552.6
1622881800,37624.4,36119.4,34990.7,33862,31980.7,37574.8
1622883600,37640,36134.4,35005.2,33876,31994,37592.5
1622885400,37525.3,36024.2,34898.5,33772.7,31896.5,37510.4
1622887200,37355,35860.8,34740.2,33619.5,31751.8,37381.9
1622889000,37221.7,35732.8,34616.2,33499.5,31638.4,37276.8
1622890800,37084.7,35601.3,34488.8,33376.3,31522,37165.6
1622892600,36920.7,35443.9,34336.3,33228.7,31382.6,37030.7
1622894400,36742.3,35272.6,34170.3,33068.1,31231,36881.3
1622896200,36625.2,35160.2,34061.5,32962.7,31131.5,36775.4
1622898000,36522.7,35061.8,33966.1,32870.5,31044.3,36679.4
1622899800,36421.5,34964.7,33872,32779.4,30958.3,36583.5
1622901600,36323.2,34870.3,33780.6,32690.9,30874.8,36489.3
1622903400,36238.1,34788.5,33701.4,32614.3,30802.4,36404.6
1622905200,36167,34720.4,33635.3,32550.3,30742,36330.7
1622907000,36162.3,34715.8,33630.9,32546.1,30738,36307.9
1622908800,36168,34721.3,33636.2,32551.2,30742.8,36295.1
1622910600,36156.4,34710.2,33625.5,32540.8,30733,36271.3
1622912400,36147.6,34701.7,33617.3,32532.9,30725.5,36251.1
1622914200,36137.8,34692.3,33608.1,32524,30717.1,36231.3
1622916000,36126,34681,33597.2,32513.4,30707.1,36211.3
1622917800,36120.1,34675.3,33591.7,32508.1,30702.1,36196.8
1622919600,36120.9,34676.1,33592.5,32508.8,30702.8,36188.4
1622921400,36096.5,34652.6,33569.7,32486.8,30682,36161.8
1622923200,36053.9,34611.8,33530.2,32448.5,30645.8,36121.5
1622925000,36015.9,34575.3,33494.8,32414.3,30613.5,36084.5
1622926800,35934.5,34497.1,33419.1,32341,30544.3,36014.2
1622928600,35799.4,34367.4,33293.5,32219.5,30429.5,35901.5
1622930400,35696.2,34268.3,33197.4,32126.5,30341.7,35810.5
1622932200,35607.3,34183,33114.7,32046.5,30266.2,35729.1
1622934000,35548.1,34126.1,33059.7,31993.3,30215.9,35669.5
1622935800,35526.8,34105.7,33039.9,31974.1,30197.7,35638.9
1622937600,35537.3,34115.8,33049.7,31983.6,30206.7,35633.8
1622939400,35547.1,34125.2,33058.8,31992.4,30215,35629.9
1622941200,35589.5,34166,33098.3,32030.6,30251.1,35652.6
1622943000,35667.6,34240.9,33170.8,32100.8,30317.4,35704.9
1622944800,35740.3,34310.7,33238.5,32166.3,30379.3,35756.1
1622946600,35799.7,34367.7,33293.7,32219.8,30429.8,35799.7
1622948400,35834.1,34400.7,33325.7,32250.7,30459,35826
1622950200,35850.9,34416.9,33341.3,32265.8,30473.3,35839.8
1622952000,35874.9,34439.9,33363.6,32287.4,30493.7,35859.4
1622953800,35902.5,34466.4,33389.3,32312.3,30517.1,35882.4
1622955600,35932.8,34495.5,33417.5,32339.5,30542.9,35907.9
1622957400,35970.6,34531.8,33452.7,32373.5,30575,35939.7
1622959200,35984.2,34544.8,33465.3,32385.8,30586.5,35953.8
1622961000,35961.4,34522.9,33444.1,32365.2,30567.2,35939.9
1622962800,35952.9,34514.7,33436.2,32357.6,30559.9,35935.9
1622964600,35966.9,34528.3,33449.2,32370.2,30571.9,35948.7
1622966400,35997.5,34557.6,33477.7,32397.8,30597.9,35974.2
1622968200,36028.2,34587.1,33506.2,32425.4,30624,36000.4
1622970000,36065.7,34623.1,33541.1,32459.2,30655.9,36032.4
1622971800,36086.5,34643.1,33560.5,32477.9,30673.6,36052.2
1622973600,36084.9,34641.5,33559,32476.5,30672.2,36055
1622975400,36067.2,34624.5,33542.5,32460.5,30657.1,36045
1622977200,36051.3,34609.2,33527.7,32446.2,30643.6,36035.4
1622979000,36030.5,34589.3,33508.4,32427.5,30625.9,36021.4
1622980800,36022,34581.1,33500.4,32419.8,30618.7,36015.9
1622982600,36012.9,34572.4,33492,32411.6,30611,36009.8
1622984400,35983.9,34544.5,33465,32385.5,30586.3,35987.9
1622986200,35940.8,34503.2,33425,32346.7,30549.7,35954.5
1622988000,35893.7,34458,33381.2,32304.4,30509.7,35916.9
1622989800,35897.9,34462,33385.1,32308.1,30513.2,35917.4
1622991600,35942.3,34504.6,33426.3,32348.1,30551,35949
1622993400,35974.4,34535.5,33456.2,32377,30578.3,35972.8
1622995200,36008,34567.7,33487.5,32407.2,30606.8,35998.7
1622997000,36040.2,34598.6,33517.3,32436.1,30634.1,36024.3
1622998800,36053.1,34610.9,33529.3,32447.7,30645.1,36036.1
1623000600,36049.2,34607.2,33525.7,32444.2,30641.8,36035.1
1623002400,36034,34592.6,33511.6,32430.6,30628.9,36025.1
1623004200,36014,34573.4,33493,32412.6,30611.9,36010.9
1623006000,35985.9,34546.5,33466.9,32387.3,30588,35989.8
1623007800,35955,34516.8,33438.1,32359.5,30561.7,35965.7
1623009600,35926.4,34489.3,33411.5,32333.7,30537.4,35942.5
1623011400,35921.6,34484.7,33407.1,32329.4,30533.4,35937
1623013200,35924.4,34487.5,33409.7,32332,30535.8,35937.4
1623015000,35926.1,34489.1,33411.3,32333.5,30537.2,35937.1
1623016800,35895.8,34459.9,33383.1,32306.2,30511.4,35912.6
1623018600,35831.5,34398.3,33323.3,32248.4,30456.8,35861.5
1623020400,35797.5,34365.6,33291.7,32217.8,30427.9,35832
1623022200,35789.1,34357.5,33283.8,32210.2,30420.7,35821.4
1623024000,35818.7,34386,33311.4,32236.8,30445.9,35840.3
1623025800,35891.2,34455.6,33378.8,32302.1,30507.5,35893.2
1623027600,35951.5,34513.4,33434.9,32356.3,30558.7,35939
1623029400,36039.4,34597.8,33516.7,32435.5,30633.5,36007.8
1623031200,36132.5,34687.2,33603.3,32519.3,30712.7,36082.7
1623033000,36209.6,34761.3,33675,32588.7,30778.2,36147.5
1623034800,36267.8,34817.1,33729,32641,30827.6,36199.3
1623036600,36297.4,34845.5,33756.6,32667.7,30852.8,36230
1623038400,36307.2,34854.9,33765.7,32676.5,30861.1,36245.4
1623040200,36303.1,34851,33761.9,32672.8,30857.6,36249.5
1623042000,36296.8,34845,33756.1,32667.2,30852.3,36251.1
1623043800,36287.6,34836.1,33747.4,32658.8,30844.4,36249.4
1623045600,36277.6,34826.5,33738.2,32649.9,30836,36246.3
1623047400,36252.1,34802.1,33714.5,32626.9,30814.3,36230.5
1623049200,36218.3,34769.5,33683,32596.4,30785.5,36207.1
1623051000,36201.9,34753.8,33667.7,32581.7,30771.6,36195.9
1623052800,36182.9,34735.6,33650.1,32564.6,30755.5,36182.1
1623054600,36162,34715.5,33630.7,32545.8,30737.7,36166.2
1623056400,36166.1,34719.5,33634.5,32549.5,30741.2,36168.9
1623058200,36186,34738.5,33653,32567.4,30758.1,36183.7
1623060000,36222.4,34773.5,33686.8,32600.1,30789,36211.8
1623061800,36269.8,34819,33730.9,32642.9,30829.4,36249.4
1623063600,36306.1,34853.8,33764.7,32675.5,30860.2,36279.5
1623065400,36324.1,34871.2,33781.4,32691.7,30875.5,36296.4
1623067200,36327.7,34874.6,33784.8,32694.9,30878.6,36302.4
1623069000,36355.4,34901.2,33810.5,32719.8,30902.1,36326.5
1623070800,36389.8,34934.2,33842.5,32750.8,30931.3,36356.2
1623072600,36393.4,34937.6,33845.8,32754,30934.4,36362.9
1623074400,36357.5,34903.2,33812.5,32721.8,30903.9,36339.1
1623076200,36309.4,34857,33767.7,32678.4,30863,36304.5
1623078000,36270.3,34819.5,33731.4,32643.3,30829.8,36275.2
1623079800,36235.2,34785.8,33698.7,32611.7,30799.9,36247.7
1623081600,36183.6,34736.3,33650.8,32565.3,30756.1,36206.8
1623083400,36125.4,34680.3,33596.6,32512.8,30706.5,36159.5
1623085200,36073.2,34630.3,33548.1,32465.9,30662.2,36115.6
1623087000,36025.3,34584.3,33503.5,32422.8,30621.5,36074
1623088800,35967.3,34528.6,33449.6,32370.6,30572.2,36023.9
1623090600,35904.8,34468.6,33391.4,32314.3,30519,35969.4
1623092400,35838.2,34404.7,33329.5,32254.4,30462.5,35910.9
1623094200,35793,34361.3,33287.5,32213.7,30424,35867.8
1623096000,35758,34327.7,33254.9,32182.2,30394.3,35832.2
1623097800,35620.7,34195.8,33127.2,32058.6,30277.6,35718.5
1623099600,35395.3,33979.4,32917.6,31855.7,30086,35534.6
1623101400,35192.2,33784.5,32728.8,31673,29913.4,35362.9
1623103200,35028.9,33627.7,32576.8,31526,29774.5,35217.9
1623105000,34885.2,33489.8,32443.2,31396.7,29652.4,35085.8
1623106800,34740.6,33351,32308.8,31266.6,29529.5,34951.7
1623108600,34574.6,33191.6,32154.4,31117.2,29388.4,34799.9
1623110400,34434.6,33057.2,32024.2,30991.2,29269.4,34666.3
1623112200,34302.8,32930.7,31901.6,30872.5,29157.4,34538.3
1623114000,34214.2,32845.6,31819.2,30792.8,29082,34442.8
1623115800,34137.3,32771.8,31747.7,30723.6,29016.7,34357.1
1623117600,34071,32708.2,31686,30663.9,28960.4,34280.6
1623119400,33915.3,32558.7,31541.2,30523.8,28828,34136.9
1623121200,33717.8,32369.1,31357.6,30346,28660.2,33959.8
1623123000,33560.3,32217.9,31211.1,30204.2,28526.2,33810.8
1623124800,33454,32115.8,31112.2,30108.6,28435.9,33700.1
1623126600,33354.2,32020,31019.4,30018.8,28351.1,33594.8
1623128400,33269.3,31938.6,30940.5,29942.4,28278.9,33501.6
1623130200,33189.8,31862.2,30866.5,29870.8,28211.3,33413.4
1623132000,33128.1,31802.9,30809.1,29815.3,28158.8,33339.9
1623133800,33056.3,31734,30742.3,29750.6,28097.8,33260.1
1623135600,33012.3,31691.8,30701.4,29711,28060.4,33202.5
1623137400,33015.4,31694.7,30704.3,29713.8,28063.1,33182.5
1623139200,33036.5,31715,30723.9,29732.8,28081,33179
1623141000,33047,31725.1,30733.7,29742.3,28089.9,33170.2
1623142800,33015.3,31694.7,30704.3,29713.8,28063,33131.5
1623144600,32981.4,31662.1,30672.7,29683.2,28034.2,33091.9
1623146400,32971.4,31652.6,30663.4,29674.3,28025.7,33071.3
1623148200,32945.3,31627.5,30639.1,29650.8,28003.5,33039.6
1623150000,32932.4,31615.1,30627.1,29639.1,27992.5,33018.6
1623151800,32941.9,31624.2,30635.9,29647.7,28000.6,33015.7
1623153600,32960.1,31641.7,30652.9,29664.1,28016.1,33020.9
1623155400,32958.3,31640,30651.3,29662.5,28014.6,33012.4
1623157200,32927.6,31610.5,30622.6,29634.8,27988.4,32982.6
1623159000,32869.9,31555.1,30569,29582.9,27939.4,32932
1623160800,32751.2,31441.1,30458.6,29476.1,27838.5,32833.9
1623162600,32599.5,31295.5,30317.5,29339.5,27709.5,32708.1
1623164400,32432.6,31135.3,30162.3,29189.4,27567.7,32567.8
1623166200,32296.7,31004.8,30035.9,29067,27452.2,32447.9
1623168000,32241,30951.4,29984.1,29016.9,27404.9,32387.6
1623169800,32217.7,30929,29962.4,28995.9,27385,32352.5
1623171600,32192.1,30904.4,29938.7,28972.9,27363.3,32317.1
1623173400,32171.1,30884.2,29919.1,28954,27345.4,32286.3
1623175200,32189.5,30901.9,29936.3,28970.6,27361.1,32286.8
1623177000,32244.1,30954.3,29987,29019.7,27407.4,32317.1
1623178800,32313.9,31021.4,30052,29082.5,27466.8,32361.9
1623180600,32388.4,31092.9,30121.2,29149.6,27530.2,32413.2
1623182400,32483.7,31184.3,30209.8,29235.3,27611.1,32483.2
1623184200,32629.2,31324,30345.1,29366.2,27734.8,32594.5
1623186000,32777,31465.9,30482.6,29499.3,27860.5,32711.6
1623187800,32887.4,31571.9,30585.3,29598.7,27954.3,32803.7
1623189600,32984.5,31665.1,30675.6,29686,28036.8,32887.8
1623191400,33071.3,31748.5,30756.3,29764.2,28110.6,32965.6
1623193200,33133.2,31807.9,30813.9,29819.9,28163.2,33025.4
1623195000,33176.8,31849.7,30854.4,29859.1,28200.3,33071.4
1623196800,33177,31850,30854.6,29859.3,28200.5,33084
1623198600,33144.7,31818.9,30824.6,29830.2,28173,33070.2
1623200400,33113.8,31789.2,30795.8,29802.4,28146.7,33055.3
1623202200,33056,31733.7,30742.1,29750.4,28097.6,33018
1623204000,32975.3,31656.3,30667,29677.8,28029,32960.8
1623205800,32944.4,31626.6,30638.3,29650,28002.8,32938.9
1623207600,32936,31618.6,30630.5,29642.4,27995.6,32933.1
1623209400,32932.1,31614.8,30626.8,29638.9,27992.3,32930.4
1623211200,32905.2,31589,30601.8,29614.7,27969.4,32910
1623213000,32889.6,31574,30587.3,29600.6,27956.1,32897.5
1623214800,32952.9,31634.8,30646.2,29657.6,28009.9,32945
1623216600,33038.9,31717.4,30726.2,29735,28083.1,33011.7
1623218400,33140.5,31814.9,30820.7,29826.5,28169.4,33092.6
1623220200,33277.7,31946.6,30948.2,29949.9,28286,33203.1
1623222000,33425.3,32088.3,31085.5,30082.8,28411.5,33324.8
1623223800,33544.5,32202.8,31196.4,30190.1,28512.9,33427.8
1623225600,33625.3,32280.3,31271.6,30262.8,28581.5,33503.3
1623227400,33683,32335.7,31325.2,30314.7,28630.5,33561.8
1623229200,33756,32405.8,31393.1,30380.4,28692.6,33631.9
1623231000,33814.9,32462.3,31447.9,30433.4,28742.7,33691.5
1623232800,33865.2,32510.6,31494.7,30478.7,28785.5,33744.5
1623234600,33951.2,32593.1,31574.6,30556,28858.5,33824.4
1623236400,34042.8,32681.1,31659.8,30638.6,28936.4,33909.4
1623238200,34155.5,32789.3,31764.6,30740,29032.2,34011.3
1623240000,34305.6,32933.3,31904.2,30875,29159.7,34143
1623241800,34414.3,33037.7,32005.3,30972.9,29252.2,34245.3
1623243600,34495.7,33115.9,32081,31046.1,29321.3,34327.4
1623245400,34569.2,33186.5,32149.4,31112.3,29383.8,34403.4
1623247200,34647.6,33261.7,32222.3,31182.8,29450.5,34482.9
1623249000,34678.4,33291.2,32250.9,31210.5,29476.6,34525.8
1623250800,34822.5,33429.6,32384.9,31340.3,29599.1,34654
1623252600,35068.4,33665.7,32613.6,31561.6,29808.1,34861.8
1623254400,35260.7,33850.3,32792.4,31734.6,29971.6,35033.2
1623256200,35442,34024.3,32961.1,31897.8,30125.7,35198.6
1623258000,35620.7,34195.9,33127.2,32058.6,30277.6,35363.9
1623259800,35750.5,34320.5,33248,32175.5,30388,35493.4
1623261600,35861.3,34426.9,33351,32275.2,30482.1,35608.3
1623263400,35895.1,34459.3,33382.5,32305.6,30510.9,35664
1623265200,35902.8,34466.7,33389.6,32312.5,30517.4,35697
1623267000,35946.7,34508.8,33430.4,32352,30554.7,35754.8
1623268800,35991.6,34551.9,33472.2,32392.4,30592.9,35811.7
1623270600,36043.3,34601.5,33520.2,32438.9,30636.8,35872.4
1623272400,36090.4,34646.8,33564.1,32481.4,30676.9,35928.6
1623274200,36149.4,34703.5,33619,32534.5,30727,35992.7
1623276000,36267.5,34816.8,33728.8,32640.8,30827.4,36101.5
1623277800,36396.9,34941.1,33849.2,32757.2,30937.4,36220
1623279600,36524.4,35063.4,33967.7,32871.9,31045.7,36338.2
1623281400,36658.3,35192,34092.2,32992.5,31159.5,36462.5
1623283200,36751.9,35281.8,34179.3,33076.7,31239.1,36557.2
1623285000,36801.8,35329.7,34225.6,33121.6,31281.5,36618.2
1623286800,36849.6,35375.6,34270.1,33164.6,31322.2,36676.4
1623288600,36879.2,35404,34297.6,33191.3,31347.3,36719.4
1623290400,36883.2,35407.9,34301.4,33194.9,31350.7,36741.3
1623292200,36900.3,35424.3,34317.3,33210.3,31365.2,36771
1623294000,36950.4,35472.4,34363.9,33255.4,31407.9,36824.6
1623295800,36974.6,35495.6,34386.4,33277.1,31428.4,36857.8
1623297600,36975.8,35496.8,34387.5,33278.3,31429.5,36872.5
1623299400,36952.1,35474,34365.4,33256.9,31409.2,36866.5
1623301200,36916.7,35440,34332.5,33225,31379.2,36849.5
1623303000,36885.4,35410,34303.4,33196.8,31352.6,36833.5
1623304800,36864.4,35389.8,34283.9,33177.9,31334.7,36823.5
1623306600,36855.1,35380.8,34275.2,33169.5,31326.8,36821.2
1623308400,36848.2,35374.2,34268.8,33163.4,31320.9,36819.9
1623310200,36854.5,35380.4,34274.7,33169.1,31326.4,36828.1
