curr state net profit,temperature,mean threshold worse acceptance
0.000000,10000.000000,0.998869
464.375000,280.447018,0.998385
775.455078,178.792958,0.923713
2084.487793,142.217736,0.947883
450.857056,122.741713,0.851637
0.000000,110.389929,0.929616
38085.847656,101.734049,0.851634
32394.390625,95.263429,0.648936
59233.816406,90.202861,0.681333
68350.515625,86.110946,0.648401
65135.476562,82.716569,0.622584
50435.628906,79.843295,0.496294
46757.527344,77.370955,0.502642
69335.929688,75.214625,0.391083
63101.027344,73.312434,0.494784
63101.027344,71.618136,0.544769
61816.527344,70.096406,0.819210
67071.453125,68.719743,0.726218
77579.515625,67.466391,0.587090
97213.289062,66.318884,0.449770
99577.937500,65.263024,0.692807
94366.976562,64.287133,0.450023
95726.609375,63.381514,0.000000
94366.976562,62.538034,0.721154
94366.976562,61.749820,0.000000
77579.515625,61.011016,0.454193
73263.000000,60.316598,0.665722
72188.843750,59.662231,0.678901
88423.164062,59.044149,0.835235
101009.125000,58.459065,0.599600
102569.179688,57.904094,0.778998
84625.585938,57.376693,0.433245
87985.968750,56.874611,0.629196
84625.585938,56.395845,0.501268
81967.234375,55.938610,0.545885
81967.234375,55.501304,0.000000
81967.234375,55.082490,0.000000
94366.976562,54.680872,0.000000
97374.585938,54.295277,0.000000
88704.898438,53.924643,0.408033
79419.000000,53.568003,0.529139
76969.203125,53.224477,0.566992
79419.000000,52.893260,0.401289
72188.843750,52.573615,0.254887
83295.265625,52.264865,0.472933
85724.468750,51.966390,0.628269
77579.515625,51.677616,0.479751
89353.843750,51.398013,0.352347
92048.945312,51.127093,0.871978
77579.515625,50.864402,0.338363
77726.140625,50.609520,0.275829
83295.265625,50.362056,0.747173
73263.000000,50.121646,0.451021
74438.531250,49.887951,0.645785
72188.843750,49.660654,0.798179
79419.000000,49.439459,0.629873
73263.000000,49.224090,0.231673
85724.468750,49.014286,0.403855
88704.898438,48.809804,0.464969
93689.343750,48.610416,0.000000
90814.046875,48.415906,0.379372
87985.968750,48.226072,0.307894
87985.968750,48.040722,0.000000
83295.265625,47.859678,0.376666
83295.265625,47.682769,0.000000
74438.531250,47.509834,0.357641
63264.367188,47.340722,0.451530
52267.390625,47.175289,0.249943
52267.390625,47.013397,0.000000
53048.683594,46.854919,0.705074
89829.906250,46.699731,0.325194
81967.234375,46.547717,0.570673
94366.976562,46.398766,0.543274
102569.179688,46.252773,0.000000
95840.812500,46.109636,0.374199
94206.906250,45.969262,0.523992
98722.578125,45.831558,0.437913
95840.812500,45.696437,0.533247
95840.812500,45.563817,0.533607
102747.625000,45.433619,0.725950
102747.625000,45.305766,0.000000
95840.812500,45.180186,0.373551
101009.125000,45.056810,0.740742
99577.937500,44.935572,0.474422
92860.843750,44.816408,0.224287
102569.179688,44.699257,0.964129
95840.812500,44.584061,0.473874
97050.343750,44.470763,0.505057
92860.843750,44.359310,0.632588
94206.906250,44.249651,0.000000
98722.578125,44.141735,0.000000
99577.937500,44.035515,0.504129
92860.843750,43.930945,0.217538
95677.109375,43.827982,0.000000
98722.578125,43.726581,0.518138
102569.179688,43.626704,0.487540
99577.937500,43.528309,0.359108
102569.179688,43.431360,0.715042
102569.179688,43.335819,0.725528
99577.937500,43.241652,0.501452
92860.843750,43.148824,0.472017
95677.109375,43.057303,0.000000
102747.625000,42.967056,0.508795
97213.289062,42.878053,0.200395
95840.812500,42.790265,0.579078
102747.625000,42.703662,0.711035
99577.937500,42.618218,0.476041
102747.625000,42.533904,0.000000
95840.812500,42.450697,0.498213
92860.843750,42.368569,0.611934
99577.937500,42.287498,0.727820
102569.179688,42.207460,0.000000
102569.179688,42.128431,0.270482
92860.843750,42.050390,0.477916
92860.843750,41.973316,0.492300
92860.843750,41.897187,0.000000
99577.937500,41.821984,0.489707
101009.125000,41.747687,0.710202
92860.843750,41.674277,0.454931
102747.625000,41.601736,0.723978
99577.937500,41.530045,0.466773
93389.085938,41.459189,0.154031
87328.453125,41.389149,0.449604
89963.773438,41.319910,0.469125
95840.812500,41.251456,0.470185
92860.843750,41.183771,0.487043
99577.937500,41.116840,0.000000
99577.937500,41.050648,0.195214
99577.937500,40.985182,0.194700
99577.937500,40.920428,0.481989
99577.937500,40.856371,0.193689
95677.109375,40.793000,0.607230
102569.179688,40.730301,0.000000
92860.843750,40.668263,0.325718
95677.109375,40.606871,0.000000
92860.843750,40.546117,0.608830
99577.937500,40.485986,0.479526
95840.812500,40.426469,0.372308
92860.843750,40.367555,0.478484
95677.109375,40.309233,0.000000
102747.625000,40.251492,0.476126
97213.289062,40.194323,0.422220
94206.906250,40.137715,0.473332
99577.937500,40.081660,0.700077
99577.937500,40.026147,0.000000
99577.937500,39.971168,0.000000
101009.125000,39.916713,0.000000
101009.125000,39.862774,0.000000
94206.906250,39.809343,0.181517
92860.843750,39.756410,0.713105
92860.843750,39.703969,0.184600
99577.937500,39.652010,0.000000
101009.125000,39.600526,0.470305
102569.179688,39.549510,0.696699
104029.156250,39.498955,0.448679
94206.906250,39.448852,0.445066
97050.343750,39.399195,0.000000
101009.125000,39.349977,0.000000
102569.179688,39.301192,0.695098
105808.335938,39.252832,0.467149
99577.937500,39.204891,0.452428
92860.843750,39.157362,0.439796
95677.109375,39.110240,0.467188
92860.843750,39.063519,0.595306
95840.812500,39.017192,0.384166
99577.937500,38.971254,0.461362
81967.234375,38.925699,0.152055
81967.234375,38.880521,0.539048
81967.234375,38.835715,0.000000
89963.773438,38.791276,0.000000
93389.085938,38.747198,0.413276
84484.984375,38.703476,0.229755
83169.929688,38.660106,0.268668
87328.453125,38.617081,0.723734
88305.640625,38.574398,0.336518
81967.234375,38.532052,0.611135
87053.921875,38.490038,0.000000
87328.453125,38.448351,0.522098
84484.984375,38.406987,0.497987
87053.921875,38.365942,0.512282
90814.046875,38.325211,0.420866
88423.164062,38.284790,0.375578
88704.898438,38.244675,0.252708
84509.859375,38.204862,0.585697
79075.718750,38.165347,0.591207
90644.843750,38.126126,0.493535
89353.843750,38.087195,0.712756
85758.953125,38.048551,0.277254
87090.039062,38.010189,0.604256
87237.562500,37.972107,0.000000
93365.773438,37.934300,0.167610
97374.585938,37.896765,0.343262
94206.906250,37.859498,0.308563
95840.812500,37.822497,0.700795
94206.906250,37.785758,0.454807
92860.843750,37.749277,0.321806
102747.625000,37.713052,0.000000
95677.109375,37.677080,0.558853
102569.179688,37.641356,0.000000
99577.937500,37.605879,0.451731
92860.843750,37.570645,0.167599
95677.109375,37.535652,0.698882
92860.843750,37.500895,0.572842
102747.625000,37.466374,0.000000
99577.937500,37.432084,0.429125
99577.937500,37.398024,0.000000
99577.937500,37.364190,0.000000
99577.937500,37.330579,0.000000
102569.179688,37.297190,0.165406
92860.843750,37.264020,0.313771
95840.812500,37.231065,0.156691
99577.937500,37.198324,0.449150
95677.109375,37.165795,0.430365
101009.125000,37.133474,0.422986
101009.125000,37.101360,0.000000
99577.937500,37.069449,0.560608
94366.976562,37.037741,0.204255
97207.054688,37.006232,0.000000
87328.453125,36.974921,0.064337
100280.273438,36.943805,0.508378
94366.976562,36.912882,0.449232
97050.343750,36.882150,0.137909
99577.937500,36.851607,0.570479
99577.937500,36.821251,0.000000
92860.843750,36.791079,0.161340
95677.109375,36.761091,0.161098
102747.625000,36.731283,0.456616
101009.125000,36.701654,0.421920
99577.937500,36.672203,0.660911
102747.625000,36.642927,0.000000
94206.906250,36.613824,0.294261
99577.937500,36.584893,0.000000
99577.937500,36.556131,0.000000
85758.953125,36.527538,0.318477
94366.976562,36.499111,0.681728
90814.046875,36.470849,0.439238
93389.085938,36.442749,0.920967
87985.968750,36.414811,0.476499
81967.234375,36.387033,0.453132
84625.585938,36.359413,0.491120
97213.289062,36.331949,0.475505
98722.578125,36.304640,0.685399
99577.937500,36.277484,0.584887
99577.937500,36.250481,0.674013
99577.937500,36.223627,0.297468
99577.937500,36.196923,0.416849
99577.937500,36.170366,0.416580
99577.937500,36.143955,0.673226
92860.843750,36.117689,0.155917
95677.109375,36.091566,0.438204
95677.109375,36.065584,0.148138
101009.125000,36.039743,0.000000
99577.937500,36.014042,0.672261
101009.125000,35.988478,0.154876
99577.937500,35.963050,0.427931
95677.109375,35.937758,0.510304
92860.843750,35.912600,0.596082
98722.578125,35.887574,0.000000
92860.843750,35.862680,0.442123
94206.906250,35.837916,0.687058
95677.109375,35.813281,0.686880
102569.179688,35.788774,0.404761
102747.625000,35.764394,0.392746
101009.125000,35.740139,0.412191
99577.937500,35.716009,0.670027
99577.937500,35.692002,0.000000
99577.937500,35.668117,0.392442
99577.937500,35.644353,0.432302
94206.906250,35.620709,0.148324
101009.125000,35.597184,0.000000
101009.125000,35.573777,0.147950
99577.937500,35.550486,0.550057
99577.937500,35.527312,0.431104
99577.937500,35.504252,0.000000
92860.843750,35.481306,0.150783
95840.812500,35.458473,0.684292
95677.109375,35.435751,0.431533
95677.109375,35.413141,0.451694
95677.109375,35.390640,0.000000
104029.156250,35.368248,0.000000
95677.109375,35.345964,0.418423
95840.812500,35.323787,0.450783
92860.843750,35.301716,0.430153
92860.843750,35.279751,0.000000
102569.179688,35.257890,0.000000
95840.812500,35.236133,0.288453
92860.843750,35.214478,0.429251
92860.843750,35.192925,0.000000
101009.125000,35.171473,0.000000
95677.109375,35.150120,0.406905
94206.906250,35.128868,0.359072
95677.109375,35.107713,0.769164
95840.812500,35.086657,0.000000
99577.937500,35.065697,0.405195
95677.109375,35.044833,0.147257
95840.812500,35.024065,0.437491
99577.937500,35.003391,0.000000
97207.054688,34.982811,0.216127
97207.054688,34.962324,0.000000
97207.054688,34.941929,0.000000
97374.585938,34.921626,0.558071
90814.046875,34.901413,0.393524
87328.453125,34.881291,0.169801
87053.921875,34.861258,0.574844
94366.976562,34.841313,0.160349
94366.976562,34.821457,0.000000
94366.976562,34.801688,0.442370
87985.968750,34.782005,0.159847
93389.085938,34.762409,0.194028
93689.343750,34.742897,0.324320
93689.343750,34.723471,0.346208
87985.968750,34.704128,0.310351
95726.609375,34.684869,0.621971
97374.585938,34.665692,0.000000
94366.976562,34.646597,0.419957
90814.046875,34.627584,0.158540
102569.179688,34.608652,0.411680
98722.578125,34.589800,0.289848
99577.937500,34.571027,0.428798
95677.109375,34.552334,0.143276
102747.625000,34.533719,0.442609
102747.625000,34.515182,0.000000
94366.976562,34.496722,0.310071
94366.976562,34.478339,0.418176
94366.976562,34.460032,0.674121
94366.976562,34.441800,0.417788
87985.968750,34.423644,0.156814
93389.085938,34.405562,0.000000
102569.179688,34.387554,0.000000
99577.937500,34.369619,0.539283
102747.625000,34.351758,0.000000
98722.578125,34.333968,0.127109
95677.109375,34.316251,0.539275
97213.289062,34.298605,0.537983
95677.109375,34.281029,0.764559
97050.343750,34.263524,0.000000
102569.179688,34.246089,0.422013
102569.179688,34.228723,0.199583
101009.125000,34.211426,0.417322
99577.937500,34.194197,0.658144
