mean fitness,best fitness,population size
167.263092,678.789307,258
309.052963,678.789307,260
386.501613,686.911377,262
415.411268,682.907227,264
410.404646,719.554871,266
446.076155,735.567810,268
462.008470,735.391663,270
468.963667,765.997620,272
486.375638,787.121521,274
497.283550,787.121521,276
526.530037,787.121521,278
519.855300,793.423645,280
560.315739,793.423645,282
539.059690,793.423645,284
548.165552,798.043762,286
545.222667,798.043762,288
567.308684,798.043762,290
553.131363,798.043762,292
546.592059,798.043762,294
571.449743,798.043762,296
558.116696,798.043762,298
566.726624,798.043762,300
556.968371,798.043762,302
537.792297,798.043762,304
559.185367,798.043762,306
558.184243,798.043762,308
559.820535,842.349487,310
569.368854,842.349487,312
583.169492,842.349487,314
575.035564,898.352112,316
591.264223,898.352112,318
601.076236,898.352112,320
597.631810,898.352112,322
595.949184,898.352112,324
574.223245,898.352112,326
595.451040,898.352112,328
593.862159,898.352112,330
611.503168,919.877380,332
627.001121,923.160522,334
633.626183,935.189880,336
