candles read:
from: 2018-Apr-17 04:02:00
to: 2023-Apr-12 11:26:00
difference: 1821d 07:24:00.000000
count: 2616803
duration: 4.654451
began: 2023-Apr-21 16:11:03
it: 0, best value: -49.7235, curr value: -49.7235, tabu list size: 1
it: 30, best value: 751.445, curr value: 645.847, tabu list size: 29
it: 31, best value: 751.445, curr value: 703.918, tabu list size: 30
it: 32, best value: 751.445, curr value: 678.001, tabu list size: 30
it: 33, best value: 751.445, curr value: 586.213, tabu list size: 30
it: 34, best value: 751.445, curr value: 690.933, tabu list size: 30
it: 35, best value: 751.445, curr value: 690.933, tabu list size: 30
it: 36, best value: 751.445, curr value: 618.085, tabu list size: 30
it: 37, best value: 751.445, curr value: 568.752, tabu list size: 30
it: 38, best value: 751.445, curr value: 561.425, tabu list size: 30
it: 39, best value: 751.445, curr value: 654.145, tabu list size: 30
it: 40, best value: 751.445, curr value: 658.896, tabu list size: 30
it: 41, best value: 751.445, curr value: 670.8, tabu list size: 30
it: 42, best value: 751.445, curr value: 672.212, tabu list size: 30
it: 43, best value: 751.445, curr value: 666.954, tabu list size: 30
it: 44, best value: 751.445, curr value: 658.896, tabu list size: 30
it: 45, best value: 751.445, curr value: 666.954, tabu list size: 30
it: 46, best value: 751.445, curr value: 654.145, tabu list size: 30
it: 47, best value: 751.445, curr value: 666.954, tabu list size: 30
it: 48, best value: 751.445, curr value: 670.8, tabu list size: 30
it: 49, best value: 751.445, curr value: 666.717, tabu list size: 30
it: 50, best value: 751.445, curr value: 723.199, tabu list size: 31
it: 51, best value: 751.445, curr value: 723.199, tabu list size: 32
it: 52, best value: 751.445, curr value: 695.262, tabu list size: 32
it: 53, best value: 751.445, curr value: 650.3, tabu list size: 32
it: 54, best value: 751.445, curr value: 719.938, tabu list size: 32
it: 55, best value: 751.445, curr value: 719.938, tabu list size: 32
it: 56, best value: 751.445, curr value: 713.552, tabu list size: 32
it: 57, best value: 751.445, curr value: 705.032, tabu list size: 32
it: 58, best value: 751.445, curr value: 746.227, tabu list size: 32
it: 59, best value: 751.445, curr value: 751.445, tabu list size: 32
it: 60, best value: 751.445, curr value: 749.789, tabu list size: 32
it: 61, best value: 751.445, curr value: 751.215, tabu list size: 32
it: 62, best value: 751.445, curr value: 656.438, tabu list size: 32
it: 63, best value: 751.445, curr value: 751.215, tabu list size: 32
it: 64, best value: 751.445, curr value: 653.767, tabu list size: 32
it: 65, best value: 751.445, curr value: 654.529, tabu list size: 32
it: 66, best value: 751.445, curr value: 652.093, tabu list size: 32
it: 67, best value: 751.445, curr value: 623.76, tabu list size: 32
it: 68, best value: 751.445, curr value: 654.258, tabu list size: 32
it: 69, best value: 751.445, curr value: 654.258, tabu list size: 32
it: 70, best value: 751.445, curr value: 652.093, tabu list size: 31
it: 71, best value: 751.445, curr value: 626.18, tabu list size: 31
it: 72, best value: 751.445, curr value: 751.215, tabu list size: 31
it: 73, best value: 751.445, curr value: 751.215, tabu list size: 30
it: 74, best value: 751.445, curr value: 654.529, tabu list size: 30
it: 75, best value: 751.445, curr value: 654.529, tabu list size: 29
it: 76, best value: 751.445, curr value: 678.001, tabu list size: 29
it: 77, best value: 751.445, curr value: 551.84, tabu list size: 29
it: 78, best value: 751.445, curr value: 534.978, tabu list size: 29
it: 79, best value: 751.445, curr value: 587.733, tabu list size: 29
it: 80, best value: 751.445, curr value: 599.863, tabu list size: 29
it: 81, best value: 751.445, curr value: 549.284, tabu list size: 29
it: 82, best value: 751.445, curr value: 599.863, tabu list size: 29
it: 83, best value: 751.445, curr value: 443.735, tabu list size: 29
it: 84, best value: 751.445, curr value: 654.529, tabu list size: 29
it: 85, best value: 751.445, curr value: 607.236, tabu list size: 29
it: 86, best value: 751.445, curr value: 482.644, tabu list size: 29
it: 87, best value: 751.445, curr value: 600.407, tabu list size: 29
it: 88, best value: 751.445, curr value: 730.727, tabu list size: 29
it: 89, best value: 751.445, curr value: 730.727, tabu list size: 29
it: 90, best value: 751.445, curr value: 749.084, tabu list size: 29
it: 91, best value: 751.445, curr value: 741.19, tabu list size: 29
it: 92, best value: 751.445, curr value: 751.445, tabu list size: 29
it: 93, best value: 751.445, curr value: 746.227, tabu list size: 29
it: 94, best value: 751.445, curr value: 749.789, tabu list size: 29
it: 95, best value: 751.445, curr value: 751.215, tabu list size: 29
it: 96, best value: 751.445, curr value: 730.81, tabu list size: 29
it: 97, best value: 751.445, curr value: 673.281, tabu list size: 29
it: 98, best value: 751.445, curr value: 673.243, tabu list size: 29
it: 99, best value: 751.445, curr value: 699.676, tabu list size: 29
it: 100, best value: 751.445, curr value: 667.841, tabu list size: 29
it: 101, best value: 751.445, curr value: 669.27, tabu list size: 29
it: 102, best value: 751.445, curr value: 669.27, tabu list size: 30
it: 103, best value: 751.445, curr value: 730.81, tabu list size: 30
it: 104, best value: 751.445, curr value: 632.217, tabu list size: 30
it: 105, best value: 751.445, curr value: 591.425, tabu list size: 31
it: 106, best value: 751.445, curr value: 626.088, tabu list size: 31
it: 107, best value: 751.445, curr value: 683.933, tabu list size: 32
it: 108, best value: 751.445, curr value: 604.724, tabu list size: 32
it: 109, best value: 751.445, curr value: 674.684, tabu list size: 32
it: 110, best value: 751.445, curr value: 723.199, tabu list size: 32
it: 111, best value: 751.445, curr value: 703.288, tabu list size: 32
it: 112, best value: 751.445, curr value: 681.249, tabu list size: 32
it: 113, best value: 751.445, curr value: 578.646, tabu list size: 32
it: 114, best value: 751.445, curr value: 659.995, tabu list size: 32
it: 115, best value: 751.445, curr value: 616.778, tabu list size: 32
it: 116, best value: 751.445, curr value: 516.995, tabu list size: 32
it: 117, best value: 751.445, curr value: 566.861, tabu list size: 31
it: 118, best value: 751.445, curr value: 688.483, tabu list size: 31
it: 119, best value: 751.445, curr value: 703.288, tabu list size: 31
it: 120, best value: 754.849, curr value: 754.849, tabu list size: 31
it: 121, best value: 754.849, curr value: 754.849, tabu list size: 30
it: 122, best value: 754.849, curr value: 666.717, tabu list size: 30
it: 123, best value: 754.849, curr value: 723.292, tabu list size: 30
it: 124, best value: 754.849, curr value: 526.68, tabu list size: 30
it: 125, best value: 754.849, curr value: 723.292, tabu list size: 30
it: 126, best value: 754.849, curr value: 708.823, tabu list size: 30
it: 127, best value: 754.849, curr value: 648.822, tabu list size: 30
ended: 2023-Apr-21 16:12:05
duration: 1:01.267191
