best fitness,curr fitness,tabu list size
49.264191,49.264191,1
50.371368,50.371368,2
53.162430,53.162430,3
55.977139,55.977139,4
58.265656,58.265656,5
62.169563,62.169563,6
62.259739,62.259739,7
620.551086,620.551086,8
648.822266,648.822266,9
663.174438,663.174438,10
666.173096,666.173096,11
723.755920,723.755920,12
739.916260,739.916260,13
764.434753,764.434753,14
769.452637,769.452637,15
777.455444,777.455444,16
797.403076,797.403076,17
850.769775,850.769775,18
858.522217,858.522217,19
858.522217,858.522217,20
895.560486,895.560486,21
985.087524,985.087524,22
1015.020203,1015.020203,23
1036.991455,1036.991455,24
1036.991455,1036.991455,25
1059.167114,1059.167114,26
1059.167114,1041.941162,27
1059.167114,1045.878174,28
1059.167114,1056.902954,29
1101.814941,1101.814941,30
1104.116821,1104.116821,31
1104.116821,1102.032227,32
1104.116821,1090.476074,33
1108.237183,1108.237183,34
1108.237183,1108.237183,34
1108.237183,1092.577637,35
1108.237183,1073.229004,36
1108.237183,1090.476074,37
1108.237183,1073.229004,38
1108.237183,1073.229004,39
1108.237183,1073.229004,40
1108.237183,1073.229004,41
1108.237183,1073.229004,42
1108.237183,1073.229004,43
1108.237183,1073.229004,44
1108.237183,1073.229004,45
1108.237183,1090.476074,45
1108.237183,1086.391846,46
1108.237183,1086.391846,46
1108.237183,1102.032227,47
1108.237183,1101.814941,47
1108.237183,1090.322021,47
1108.237183,1073.229004,47
1108.237183,1084.507812,47
1108.237183,1084.507812,47
1108.237183,1104.116821,47
1108.237183,1084.507812,47
1108.237183,1084.507812,47
1108.237183,1084.507812,47
1108.237183,1084.507812,47
1108.237183,1084.507812,47
1108.237183,1084.507812,47
1108.237183,1084.507812,47
1108.237183,1084.507812,47
1108.237183,1084.507812,47
1108.237183,1101.814941,47
1108.237183,1086.194458,47
1108.237183,1090.322021,47
1108.237183,1108.237183,47
1108.237183,1084.507812,47
1108.237183,1084.507812,47
1108.237183,1108.237183,47
1108.237183,1104.116821,47
1108.237183,1092.577637,47
1108.237183,1090.476074,47
1108.237183,1073.229004,47
1108.237183,1092.577637,47
1108.237183,1073.229004,47
1108.237183,1073.229004,48
1108.237183,1073.229004,48
1108.237183,1090.476074,48
1108.237183,1084.165283,48
1108.237183,1067.143555,48
1108.237183,1086.391846,48
1108.237183,1102.032227,48
1108.237183,1101.814941,48
1108.237183,1090.322021,48
1108.237183,1073.229004,48
1108.237183,1084.507812,48
1108.237183,1084.507812,48
1108.237183,1104.116821,48
1108.237183,1104.116821,48
1108.237183,1104.116821,48
1108.237183,1084.507812,48
1108.237183,1084.507812,48
1108.237183,1084.507812,48
1108.237183,1084.507812,48
1108.237183,1084.507812,48
1108.237183,1101.814941,48
1108.237183,1086.194458,48
