best fitness,curr fitness,tabu list size
1168.917358,1028.961182,30
1168.917358,1028.961182,30
1168.917358,1028.961182,30
1168.917358,1028.961182,30
1168.917358,990.110229,30
1168.917358,990.110229,29
1168.917358,1004.086609,29
1168.917358,1004.086609,29
1168.917358,1004.086609,29
1168.917358,1004.086609,29
1168.917358,966.067322,29
1168.917358,990.110229,29
1168.917358,990.110229,29
1168.917358,990.110229,29
1168.917358,1028.961182,29
1168.917358,1042.374268,29
1168.917358,1042.374268,29
1168.917358,1028.961182,29
1168.917358,1028.961182,29
1168.917358,1028.961182,29
1168.917358,1017.256409,29
1168.917358,1004.086609,29
1168.917358,1004.086609,29
1168.917358,1004.086609,29
1168.917358,1004.086609,29
1168.917358,1017.256409,28
1168.917358,1017.256409,28
1168.917358,1042.374268,28
1168.917358,1028.961182,28
1168.917358,1003.322815,28
1168.917358,1003.322815,28
1168.917358,978.937012,28
1168.917358,978.937012,28
1168.917358,1003.322815,28
1168.917358,967.335876,29
1168.917358,967.335876,29
1168.917358,943.802979,29
1168.917358,1083.976562,29
1168.917358,1083.976562,29
1168.917358,1102.202515,29
1168.917358,1102.202515,29
1168.917358,1031.312866,29
1168.917358,1031.312866,29
1168.917358,1031.312866,29
1168.917358,1031.312866,30
1168.917358,1031.312866,30
1168.917358,1031.312866,30
1168.917358,1031.312866,30
1168.917358,1031.312866,30
1168.917358,1031.312866,30
1168.917358,1031.312866,30
1168.917358,1045.409546,30
1168.917358,1045.409546,30
1168.917358,1045.409546,30
1168.917358,1042.176514,31
1168.917358,1075.197754,31
1168.917358,1102.202515,31
1168.917358,1102.202515,30
1168.917358,1098.858398,30
1168.917358,1098.858398,30
1168.917358,1098.858398,30
1168.917358,1098.858398,30
1168.917358,1102.202515,30
1168.917358,1102.202515,30
1168.917358,1083.976562,30
1168.917358,1083.976562,30
1168.917358,1083.976562,30
1168.917358,1083.976562,29
1168.917358,1039.889771,29
1168.917358,1083.976562,29
1168.917358,1083.976562,29
1168.917358,1083.976562,29
1168.917358,1102.202515,28
1168.917358,1102.202515,27
1168.917358,1102.202515,27
1168.917358,1102.202515,26
1168.917358,1102.202515,26
1168.917358,1153.185669,27
1168.917358,1168.917358,27
1168.917358,1121.548340,27
1168.917358,1121.548340,27
1168.917358,1121.548340,27
1168.917358,1153.185669,27
1168.917358,867.157104,28
1168.917358,889.738403,29
1168.917358,889.738403,29
1168.917358,935.927612,30
1168.917358,1005.419312,31
1168.917358,988.758972,31
1168.917358,1002.370117,31
1168.917358,922.093384,32
1168.917358,1002.370117,33
1168.917358,988.758972,33
1168.917358,948.441223,33
1168.917358,948.441223,34
1168.917358,964.496704,34
1168.917358,980.723022,34
1168.917358,980.723022,34
1168.917358,980.723022,34
1168.917358,1005.419312,34
1168.917358,988.758972,35
1168.917358,988.758972,35
1168.917358,988.758972,36
1168.917358,988.758972,36
1168.917358,1002.370117,36
1168.917358,1019.182922,36
1168.917358,1019.182922,36
1168.917358,604.931824,37
1168.917358,708.476074,38
1168.917358,698.757812,38
1168.917358,892.702209,39
1168.917358,892.702209,39
1168.917358,892.702209,39
1168.917358,892.702209,39
1168.917358,877.885498,40
1168.917358,877.885498,40
1168.917358,877.885498,40
1168.917358,964.496704,40
1168.917358,948.441223,40
1168.917358,961.544128,40
1168.917358,948.441223,40
1168.917358,1035.531250,40
1168.917358,952.627686,40
1168.917358,1035.531250,40
1168.917358,1035.531250,40
1168.917358,1035.531250,39
1168.917358,1049.765503,39
1168.917358,1035.531250,39
1168.917358,1035.531250,39
1168.917358,1035.531250,39
1168.917358,1035.531250,39
1168.917358,1035.531250,39
1168.917358,1035.531250,39
1168.917358,1035.531250,38
1168.917358,1134.130493,38
1168.917358,1134.130493,38
1168.917358,1134.130493,38
1168.917358,1153.185669,38
1168.917358,1106.409058,38
1168.917358,1106.409058,38
1168.917358,1153.185669,38
1168.917358,1153.185669,38
1168.917358,1153.185669,38
1168.917358,1153.185669,38
1168.917358,1168.917358,38
1168.917358,1149.686646,38
1168.917358,1153.185669,38
1168.917358,1153.185669,38
1168.917358,1153.185669,38
1168.917358,1153.185669,38
1168.917358,1153.185669,38
1168.917358,1153.185669,37
1168.917358,1153.185669,37
1168.917358,1153.185669,37
1168.917358,1134.130493,37
1168.917358,1149.686646,37
1168.917358,1149.686646,37
1168.917358,1149.686646,37
1168.917358,1168.917358,37
1168.917358,1153.185669,37
1168.917358,1153.185669,37
1168.917358,1168.917358,37
1168.917358,1168.917358,36
1168.917358,1149.686646,36
1168.917358,1149.686646,36
1168.917358,1134.130493,36
1168.917358,1134.130493,36
1168.917358,1103.021606,36
1168.917358,1149.686646,37
1168.917358,1149.686646,36
1168.917358,1149.686646,36
1168.917358,1149.686646,36
1168.917358,1134.130493,36
1168.917358,1134.130493,36
1168.917358,1153.185669,36
1168.917358,1153.185669,36
1168.917358,1153.185669,36
1168.917358,1106.409058,36
1168.917358,1106.409058,36
1168.917358,1134.130493,36
1168.917358,1088.051758,36
1168.917358,1106.409058,36
1168.917358,1153.185669,36
1168.917358,1134.130493,36
1168.917358,1134.130493,36
1168.917358,1134.130493,37
1168.917358,1134.130493,36
1168.917358,1088.051758,36
1168.917358,1088.051758,36
1168.917358,1103.021606,36
1168.917358,1103.021606,36
1168.917358,1103.021606,36
1168.917358,1106.409058,36
1168.917358,1106.409058,36
1168.917358,1106.409058,36
1168.917358,1106.409058,36
1168.917358,1106.409058,36
1168.917358,1153.185669,36
1168.917358,1134.130493,36
1168.917358,1134.130493,36
1168.917358,1149.686646,36
1168.917358,1134.130493,36
1168.917358,1134.130493,36
1168.917358,1134.130493,36
1168.917358,1134.130493,36
1168.917358,1134.130493,36
1168.917358,1134.130493,36
1168.917358,1153.185669,36
1168.917358,1153.185669,36
1168.917358,1153.185669,36
1168.917358,1153.185669,36
1168.917358,1153.185669,36
1168.917358,1134.130493,36
1168.917358,1153.185669,36
1168.917358,1052.961914,36
1168.917358,1102.202515,37
1168.917358,1102.202515,37
1168.917358,1057.452759,37
1168.917358,1039.889771,37
1168.917358,997.298523,37
1168.917358,1039.889771,37
1168.917358,1054.214722,37
1168.917358,1054.214722,36
1168.917358,1098.858398,36
1168.917358,1068.619141,36
1168.917358,1098.858398,36
1168.917358,1083.976562,36
1168.917358,1102.202515,36
1168.917358,1102.202515,35
1168.917358,1117.253662,35
1168.917358,1102.202515,35
1168.917358,1102.202515,35
1168.917358,1102.202515,35
1168.917358,1031.312866,35
1168.917358,1031.312866,35
1168.917358,1083.976562,35
1168.917358,1083.976562,35
1168.917358,1083.976562,35
1168.917358,1083.976562,35
1168.917358,1083.976562,35
1168.917358,1024.944946,35
1168.917358,1024.944946,35
1168.917358,1024.944946,35
1168.917358,1024.944946,35
1168.917358,1024.944946,34
1168.917358,1024.944946,35
1168.917358,1024.944946,34
1168.917358,1098.858398,34
1168.917358,1098.858398,34
1168.917358,1098.858398,34
1168.917358,1098.858398,33
1168.917358,1024.944946,33
1168.917358,1098.858398,33
1168.917358,1098.858398,33
1168.917358,1098.858398,32
1168.917358,1098.858398,32
1168.917358,1117.253662,32
1168.917358,1045.409546,32
