candles read:
from: 2017-Aug-17 04:00:00
to: 2023-Apr-11 22:10:00
difference: 2063d 18:10:00.000000
count: 2963250
duration: 5.150893
began: 2023-Apr-20 19:21:51
it: 0, best value: -45.7742, curr value: -45.7742, tabu list size: 1
it: 58, best value: 391.015, curr value: 372.285, tabu list size: 38
it: 59, best value: 391.015, curr value: 391.015, tabu list size: 37
it: 60, best value: 391.015, curr value: 349.975, tabu list size: 37
it: 61, best value: 391.015, curr value: 378.745, tabu list size: 37
it: 62, best value: 391.015, curr value: 358.275, tabu list size: 37
it: 63, best value: 391.015, curr value: 378.745, tabu list size: 37
it: 64, best value: 391.015, curr value: 349.975, tabu list size: 38
it: 65, best value: 391.015, curr value: 370.297, tabu list size: 38
it: 66, best value: 391.015, curr value: 385.28, tabu list size: 38
it: 67, best value: 391.015, curr value: 364.669, tabu list size: 39
it: 68, best value: 391.015, curr value: 370.297, tabu list size: 39
it: 69, best value: 391.015, curr value: 364.669, tabu list size: 39
it: 70, best value: 391.015, curr value: 358.275, tabu list size: 39
it: 71, best value: 391.015, curr value: 351.074, tabu list size: 39
it: 72, best value: 391.015, curr value: 362.688, tabu list size: 39
it: 73, best value: 391.015, curr value: 341.727, tabu list size: 39
it: 74, best value: 391.015, curr value: 362.688, tabu list size: 39
it: 75, best value: 391.015, curr value: 354.202, tabu list size: 39
it: 76, best value: 391.015, curr value: 324.793, tabu list size: 39
it: 77, best value: 391.015, curr value: 309.891, tabu list size: 39
it: 78, best value: 391.015, curr value: 307.675, tabu list size: 39
it: 79, best value: 391.015, curr value: 296.894, tabu list size: 39
it: 80, best value: 391.015, curr value: 319.49, tabu list size: 40
it: 81, best value: 391.015, curr value: 319.49, tabu list size: 39
it: 82, best value: 391.015, curr value: 281.942, tabu list size: 39
it: 83, best value: 391.015, curr value: 319.49, tabu list size: 39
it: 84, best value: 391.015, curr value: 353.515, tabu list size: 39
it: 85, best value: 391.015, curr value: 375.82, tabu list size: 39
it: 86, best value: 391.015, curr value: 375.82, tabu list size: 39
it: 87, best value: 391.015, curr value: 370.112, tabu list size: 39
it: 88, best value: 391.015, curr value: 370.112, tabu list size: 39
it: 89, best value: 391.015, curr value: 370.112, tabu list size: 39
it: 90, best value: 391.015, curr value: 385.28, tabu list size: 39
it: 91, best value: 391.015, curr value: 378.745, tabu list size: 39
it: 92, best value: 391.015, curr value: 318.228, tabu list size: 39
it: 93, best value: 391.015, curr value: 354.202, tabu list size: 39
it: 94, best value: 391.015, curr value: 341.727, tabu list size: 39
it: 95, best value: 391.015, curr value: 318.228, tabu list size: 39
it: 96, best value: 391.015, curr value: 338.725, tabu list size: 39
it: 97, best value: 391.015, curr value: 351.074, tabu list size: 39
it: 98, best value: 391.015, curr value: 341.727, tabu list size: 40
it: 99, best value: 391.015, curr value: 362.688, tabu list size: 39
it: 100, best value: 391.015, curr value: 378.745, tabu list size: 38
it: 101, best value: 391.015, curr value: 378.745, tabu list size: 38
it: 102, best value: 391.015, curr value: 372.285, tabu list size: 38
it: 103, best value: 391.015, curr value: 362.688, tabu list size: 38
it: 104, best value: 391.015, curr value: 362.688, tabu list size: 37
it: 105, best value: 391.015, curr value: 315.982, tabu list size: 37
it: 106, best value: 391.015, curr value: 296.937, tabu list size: 37
it: 107, best value: 391.015, curr value: 331.489, tabu list size: 37
it: 108, best value: 391.015, curr value: 351.171, tabu list size: 36
it: 109, best value: 391.015, curr value: 316.303, tabu list size: 36
it: 110, best value: 391.015, curr value: 255.736, tabu list size: 36
it: 111, best value: 391.015, curr value: 213.542, tabu list size: 36
it: 112, best value: 391.015, curr value: 287.393, tabu list size: 36
it: 113, best value: 391.015, curr value: 385.28, tabu list size: 36
it: 114, best value: 391.015, curr value: 370.297, tabu list size: 36
it: 115, best value: 391.015, curr value: 391.015, tabu list size: 36
it: 116, best value: 391.015, curr value: 370.297, tabu list size: 36
it: 117, best value: 391.015, curr value: 385.28, tabu list size: 36
it: 118, best value: 391.015, curr value: 364.669, tabu list size: 36
it: 119, best value: 391.015, curr value: 378.745, tabu list size: 36
it: 120, best value: 391.015, curr value: 364.669, tabu list size: 36
it: 121, best value: 391.015, curr value: 385.28, tabu list size: 36
it: 122, best value: 391.015, curr value: 348.822, tabu list size: 36
it: 123, best value: 391.015, curr value: 353.456, tabu list size: 37
it: 124, best value: 391.015, curr value: 322.034, tabu list size: 37
it: 125, best value: 391.015, curr value: 256.845, tabu list size: 37
it: 126, best value: 391.015, curr value: 278.349, tabu list size: 37
it: 127, best value: 391.015, curr value: 300.963, tabu list size: 37
ended: 2023-Apr-20 19:23:40
duration: 1:49.566361
