curr state net profit,temperature,mean threshold worse acceptance
1831.010498,128.000000,0.868175
6331.133301,75.598862,0.787861
34758.015625,60.992686,0.725384
3727.913574,53.639652,0.615949
7812.024902,49.052710,0.888799
61956.457031,45.849222,0.670809
62072.644531,43.450069,0.569014
69335.929688,41.565978,0.442165
72124.671875,40.034723,0.502922
76047.960938,38.757518,0.400314
77731.968750,37.670378,0.466597
77731.968750,36.729822,0.000000
79306.382812,35.905138,0.443532
76562.296875,35.173944,0.536784
78383.585938,34.519490,0.502976
78108.140625,33.928957,0.542719
76273.882812,33.392350,0.609762
74745.890625,32.901740,0.632806
78383.585938,32.450749,0.628503
74745.890625,32.034178,0.489555
77731.968750,31.647741,0.611724
