curr state net profit,temperature
1665.476318,125.000000
19458.429688,125.000000
34057.062500,112.499997
15409.365234,101.249995
1009.088623,91.124993
343.775940,82.012491
8148.688477,73.811240
1746.902100,66.430114
14321.298828,59.787101
22705.625000,53.808390
22031.390625,48.427550
28915.031250,43.584793
20761.716797,39.226313
31464.925781,35.303681
20952.308594,31.773312
36874.566406,28.595980
69488.703125,25.736381
72341.640625,23.162743
