mean fitness,best fitness,population size
160.467966,453.370453,128
222.356961,526.963928,128
259.429474,492.579742,128
262.618054,600.802490,128
286.415195,600.802490,128
336.223276,600.802490,128
359.286271,729.098511,128
392.763897,734.402649,128
422.554993,734.745422,128
468.999876,788.073608,128
540.032986,851.405518,128
536.753232,851.405518,128
526.439902,851.405518,128
466.194442,851.405518,128
539.405761,851.405518,128
551.809697,851.405518,128
577.189750,851.405518,128
586.531035,851.405518,128
549.845735,851.405518,128
578.690400,851.405518,128
568.470289,851.405518,128
575.788664,851.405518,128
549.850199,851.405518,128
618.505535,860.766907,128
562.790964,851.405518,128
581.496403,851.405518,128
579.963200,860.766907,128
561.621540,862.525391,128
530.094275,862.525391,128
565.825611,867.494995,128
569.673555,886.785522,128
582.950431,895.610718,128
622.577588,895.610718,128
566.753645,895.610718,128
588.549227,896.520630,128
592.116630,898.352112,128
620.969259,898.352112,128
629.219702,898.352112,128
625.143331,898.352112,128
611.341592,898.352112,128
