best fitness,curr fitness,tabu list size
59.728386,59.728386,1
88.324272,88.324272,2
150.853149,150.853149,3
158.927948,158.927948,4
171.940628,171.940628,5
210.461472,210.461472,5
590.777527,590.777527,5
602.920959,602.920959,6
648.880371,648.880371,7
804.154846,804.154846,8
919.760315,919.760315,8
1121.977173,1121.977173,8
1161.227417,1161.227417,9
1243.811890,1243.811890,10
1290.757324,1290.757324,11
1303.777222,1303.777222,12
1348.029663,1348.029663,13
1372.562500,1372.562500,14
1372.562500,1372.562500,15
1445.979492,1445.979492,16
1445.979492,1445.979492,16
1445.979492,1445.979492,16
1445.979492,1445.979492,17
1445.979492,1427.894775,18
1445.979492,1411.802002,19
1445.979492,1411.802002,19
1445.979492,1422.544067,20
1445.979492,1445.979492,21
1445.979492,1445.979492,21
1445.979492,1438.703003,22
1445.979492,1427.894775,23
1445.979492,1409.484375,24
1445.979492,1409.484375,24
1445.979492,1438.703003,25
1445.979492,1422.837036,26
1445.979492,1422.544067,27
1445.979492,1398.446899,28
1445.979492,1397.525269,29
1445.979492,1397.525269,30
1445.979492,1398.446899,31
1445.979492,1397.525269,32
1445.979492,1397.525269,33
1445.979492,1397.525269,34
1445.979492,1397.525269,35
1445.979492,1397.525269,36
1445.979492,1397.525269,37
1445.979492,1397.525269,38
1445.979492,1397.525269,38
1445.979492,1397.525269,38
1445.979492,1397.525269,39
1445.979492,1397.525269,40
1445.979492,1397.525269,41
1445.979492,1397.525269,42
1445.979492,1397.525269,42
1445.979492,1397.525269,42
1445.979492,1397.525269,42
1445.979492,1397.525269,42
1445.979492,1397.525269,42
1445.979492,1411.649780,42
1445.979492,1411.649780,42
1445.979492,1376.062500,42
1445.979492,1409.484375,42
1445.979492,1422.837036,42
1445.979492,1445.979492,42
1445.979492,1409.473877,42
1445.979492,1445.979492,42
1445.979492,1438.703003,42
1445.979492,1422.837036,42
1445.979492,1422.544067,42
1445.979492,1409.156738,42
1445.979492,1409.156738,42
1445.979492,1386.807007,42
1445.979492,1422.544067,42
1445.979492,1422.544067,41
1445.979492,1409.156738,40
1445.979492,1385.317261,40
1445.979492,1384.405029,40
1445.979492,1385.317261,40
1445.979492,1384.405029,40
1445.979492,1384.405029,40
1445.979492,1384.405029,40
1445.979492,1427.894775,39
1445.979492,1409.484375,39
1445.979492,1438.703003,39
1445.979492,1398.426392,39
1445.979492,1398.426392,39
1445.979492,1427.894775,39
1445.979492,1427.894775,39
1445.979492,1403.794067,40
1445.979492,1379.642944,41
1445.979492,1338.623657,41
1445.979492,1337.743896,41
1445.979492,1337.743896,41
1445.979492,1337.743896,41
1445.979492,1337.743896,41
1445.979492,1351.218384,41
1445.979492,1337.743896,41
1445.979492,1337.743896,41
1445.979492,1337.743896,41
1445.979492,1350.318115,41
