best fitness,curr fitness,tabu list size
37.421066,37.421066,1
39.582294,39.582294,2
40.126163,40.126163,3
66.138908,66.138908,4
106.124550,106.124550,5
135.748581,135.748581,6
247.841721,247.841721,7
247.841721,227.004776,8
269.875214,269.875214,9
283.843750,283.843750,10
287.818207,287.818207,11
299.981415,299.981415,12
441.947205,441.947205,13
463.758514,463.758514,14
463.758514,463.758514,15
463.758514,463.758514,16
463.758514,460.785614,17
463.758514,460.785614,18
463.758514,460.785614,19
463.758514,460.785614,20
463.758514,424.846649,21
463.758514,411.909882,22
463.758514,462.491241,23
497.936737,497.936737,24
507.595764,507.595764,25
507.595764,501.667206,26
513.750732,513.750732,27
513.750732,507.238708,28
519.211060,519.211060,28
541.127625,541.127625,28
643.355591,643.355591,28
643.355591,643.355591,29
649.720703,649.720703,30
657.049988,657.049988,30
657.049988,657.049988,29
657.049988,650.607361,30
717.080566,717.080566,30
717.080566,696.246826,31
717.080566,696.246826,32
717.080566,696.246826,33
717.080566,696.246826,34
717.080566,700.685425,34
717.080566,692.874756,34
717.080566,688.490234,34
717.080566,688.490234,34
717.080566,692.874756,34
717.080566,717.080566,34
717.080566,696.246826,34
717.080566,696.246826,34
717.080566,703.170593,34
717.080566,703.170593,34
717.080566,703.170593,34
717.080566,703.170593,33
717.080566,707.608887,33
717.080566,703.170593,33
717.080566,717.080566,33
724.172119,724.172119,33
724.172119,703.170593,33
724.172119,703.170593,33
724.172119,700.685425,33
724.172119,696.246826,33
724.172119,700.685425,33
724.172119,696.246826,33
724.172119,696.246826,33
724.172119,685.201538,34
724.172119,685.343079,34
724.172119,711.239929,34
724.172119,711.239929,34
724.172119,711.239929,34
724.172119,711.239929,34
724.172119,691.389038,34
724.172119,665.888306,34
724.172119,669.483765,34
724.172119,669.483765,34
724.172119,695.100220,34
724.172119,691.389038,34
724.172119,691.389038,34
724.172119,691.389038,34
724.172119,691.389038,33
724.172119,691.389038,32
724.172119,689.054016,32
724.172119,715.077332,32
724.172119,711.239929,32
724.172119,711.239929,32
724.172119,685.343079,32
724.172119,685.343079,32
724.172119,691.389038,32
724.172119,717.492493,32
724.172119,711.239929,32
724.172119,711.239929,32
724.172119,685.343079,32
724.172119,711.239929,32
724.172119,711.239929,31
724.172119,711.239929,31
724.172119,715.077332,31
724.172119,689.054016,31
724.172119,711.239929,31
724.172119,711.239929,31
724.172119,613.551697,31
724.172119,661.277588,31
724.172119,667.093628,31
724.172119,667.053589,31
724.172119,667.093628,31
724.172119,661.277588,31
724.172119,661.277588,31
724.172119,661.277588,30
724.172119,600.420471,30
724.172119,620.290955,30
724.172119,620.149414,30
724.172119,624.379700,30
724.172119,620.149414,30
724.172119,643.411682,30
724.172119,643.411682,30
724.172119,643.411682,29
724.172119,636.458313,29
724.172119,636.458313,29
724.172119,643.411682,29
724.172119,686.003906,30
724.172119,660.916626,30
