time,open order
1503374340,280.000000
1504331700,350.100006
1504510080,291.130005
1504510620,270.380005
1504575240,262.489990
1504576080,235.550003
1504878240,297.000000
1505026140,265.010010
1505388120,246.039993
1505468040,206.110001
1505559600,236.110001
1511983560,440.000000
1511984280,397.010010
1512049680,392.070007
1512880220,405.109985
1513264700,631.239990
1513305380,603.880005
1513559360,646.909973
1513678800,736.479980
1513729740,726.010010
1513868880,750.059998
1513912500,687.000000
1513927140,596.119995
1513948380,599.130005
1513952100,532.340027
1513960140,568.099976
1514073900,632.020020
1514115720,573.010010
1514429400,661.039978
1515404640,1081.380005
1515423900,942.000000
1515642300,1161.989990
1515645060,1030.010010
1515712260,1094.589966
1516089960,1109.000000
1516091460,1008.010010
1516125960,970.000000
1516136220,965.500000
1516140240,860.039978
1516158900,896.010010
1516184700,860.010010
1516628520,965.799988
1517516100,992.000000
1517776440,796.780029
1517840340,737.000000
1517882340,640.020020
1521382680,464.000000
1524631740,628.940002
1534180320,286.570007
1536144540,257.730011
1536438780,190.910004
1539220380,206.130005
1542212340,185.839996
1542615600,154.630005
1542701640,135.690002
1543117440,106.779999
1544144160,87.680000
1545679200,132.070007
1545697320,129.710007
1547102040,133.839996
1551017460,146.850006
1554332700,152.869995
1558062540,235.490005
1559251380,251.520004
1561626660,303.589996
1563098100,243.300003
1563149760,214.500000
1563296460,201.720001
1565802240,185.940002
1567016160,170.149994
1569351060,175.860001
1569354180,154.149994
1574431740,140.509995
1581871740,242.179993
1583684580,205.009995
1583997060,170.360001
1584009720,146.699997
1584010020,128.770004
1584046260,125.309998
1584055560,109.760002
1584064860,92.209999
1584075420,108.190002
1584113580,116.349998
1584125280,116.059998
1584338700,111.900002
1584734640,127.730003
1589069940,190.389999
1591109520,226.100006
1596343260,326.429993
1599045720,428.019989
1599309420,342.630005
1606361460,515.599976
1608762120,552.719971
1609753200,928.700012
1610072580,1112.339966
1610310480,1180.619995
1610336220,1023.750000
1610374200,981.299988
1610726580,1106.130005
1611268620,1094.569946
1613860860,1809.989990
1614003180,1666.979980
1614057120,1584.650024
1614071460,1357.000000
1618716060,2083.600098
1619125800,2316.709961
1620677040,3725.699951
1620863880,3736.310059
1621224360,3154.580078
1621272420,3128.629883
1621393380,3055.899902
1621428480,2404.290039
1621428780,2012.069946
1621470480,2407.780029
1621472220,2167.820068
1621607220,2476.080078
1621757760,2081.209961
1624257360,2004.369995
1624369920,1720.000000
1631026740,3399.090088
1631027280,3110.080078
1632259140,2664.000000
1632481800,2776.840088
1637916660,4037.639893
1638595260,3780.000000
1642805280,2512.370117
1645681020,2316.850098
1652273460,2136.000000
1652302440,2052.030029
1652329260,1906.319946
1655083500,1348.619995
1655171460,1116.959961
1655280240,1062.739990
1655582940,893.400024
