time,exit
1503648840,328.288025
1503649740,328.484131
1503650640,328.666718
1503651540,328.906586
1503652440,329.167908
1503653340,329.418152
1503654240,329.669067
1503655140,329.863953
1503656040,329.985535
1503656940,330.098877
1503657840,330.211792
1503658740,330.291199
1503659640,330.427765
1503660540,330.475525
1503661440,330.564148
1503662340,330.671173
1503663240,330.810516
1503664140,330.904877
1503665040,331.017303
1503665940,331.140656
1503666840,331.266235
1503667740,331.388153
1503668640,331.490662
1503669540,331.557037
1503670440,331.646576
1503671340,331.711914
1503672240,331.726837
1503673140,331.696503
1503674040,331.675598
1503674940,331.681793
1503675840,331.706787
1503676740,331.757690
1503677640,331.817627
1503678540,331.930206
1503679440,332.044220
1503680340,332.088745
1503681240,332.150665
1503682140,332.205261
1503683040,332.282776
1503683940,332.325348
1503684840,332.400146
1503685740,332.433289
1503686640,332.433228
1503687540,332.415009
1503688440,332.387970
1503689340,332.428619
1503690240,332.432770
1503691140,332.351776
1503692040,332.289154
1503692940,332.224030
1503693840,332.130127
1503694740,332.124420
1503695640,332.084290
1503696540,332.092560
1503697440,332.052643
1503698340,332.015137
1503699240,331.959991
1503700140,331.892517
1503701040,331.832703
1503701940,331.771118
1503702840,331.691833
1503703740,331.582581
1503704640,331.450531
1503705540,331.345062
1503706440,331.256195
1503707340,331.187042
1503708240,331.114136
1503709140,331.025146
1503710040,330.937500
1503710940,330.784424
1503711840,330.584991
1503712740,330.361511
1503713640,330.084991
1503714540,329.806244
1503715440,329.560394
1503716340,329.335724
1503717240,329.114685
1503718140,328.908356
1503719040,328.691895
1503719940,328.465729
1503720840,328.218170
1503721740,327.982697
1503722640,327.774933
1503723540,327.550262
1503724440,327.387238
1503725340,327.340668
1503726240,327.268555
1503727140,327.238739
1503728040,327.200989
1503728940,327.124664
1503729840,327.050323
1503730740,326.946777
1503731640,326.832581
1503732540,326.732361
1503733440,326.653870
1503734340,326.601837
1503735240,326.584656
1503736140,326.590790
1503737040,326.596832
1503737940,326.643280
1503738840,326.702026
1503739740,326.708344
1503740640,326.723755
1503741540,326.731049
1503742440,326.699524
1503743340,326.681976
1503744240,326.672638
1503745140,326.709351
1503746040,326.771790
1503746940,326.845795
1503747840,326.912689
1503748740,326.991241
1503749640,327.063171
1503750540,327.144806
1503751440,327.168549
1503752340,327.255524
1503753240,327.277893
1503754140,327.306244
1503755040,327.364929
1503755940,327.523163
1503756840,327.689880
1503757740,327.883026
1503758640,328.091125
1503759540,328.255463
1503760440,328.405060
1503761340,328.499023
1503762240,328.602173
1503763140,328.671509
1503764040,328.729065
1503764940,328.767090
1503765840,328.819550
1503766740,328.876373
1503767640,328.940063
1503768540,329.002777
1503769440,329.025665
1503770340,329.019806
1503771240,329.020935
1503772140,329.051575
1503773040,329.047119
1503773940,329.046967
1503774840,329.113953
1503775740,329.184418
1503776640,329.281372
1503777540,329.364136
1503778440,329.440735
1503779340,329.543610
1503780240,329.619995
1503781140,329.704346
1503782040,329.815247
1503782940,329.907898
1503783840,329.976501
1503784740,330.077484
1503785640,330.185059
1503786540,330.247223
1503787440,330.374939
1503788340,330.502045
1503789240,330.645599
1503790140,330.677490
1503791040,330.684723
1503791940,330.651520
1503792840,330.644287
1503793740,330.661377
1503794640,330.749084
1503795540,330.879089
1503796440,331.009277
1503797340,331.149811
1503798240,331.286652
1503799140,331.466919
1503800040,331.664612
1503800940,331.833954
1503801840,331.955536
1503802740,332.051178
1503803640,332.168549
1503804540,332.310059
1503805440,332.449738
1503806340,332.520935
1503807240,332.614075
1503808140,332.758606
1503809040,332.831177
1503809940,332.915527
1503810840,333.031525
1503811740,333.146576
1503812640,333.183563
1503813540,333.229279
1503814440,333.302094
1503815340,333.371185
