mean fitness,best fitness,population size
182.836682,670.386108,382
263.472751,796.605164,380
294.988466,775.151672,378
336.543551,879.308594,376
355.455838,879.308594,374
383.284911,879.308594,372
414.451917,911.228027,370
435.821650,917.007507,368
458.406287,919.059814,366
487.693842,925.775024,364
472.348558,959.781189,362
486.839152,988.795898,360
533.134489,988.795898,358
542.953663,1039.971802,356
539.074093,1039.971802,354
542.955133,1039.971802,352
498.467414,1039.971802,350
531.982572,1039.971802,348
517.935880,1041.985840,346
565.751443,1068.111450,344
614.067745,1068.111450,342
635.705900,1068.111450,340
622.342939,1068.111450,338
604.122511,1068.111450,336
612.396016,1068.111450,334
629.213490,1068.111450,332
643.681788,1069.284546,330
621.340140,1069.284546,328
631.826971,1069.284546,326
637.954493,1069.284546,324
649.939612,1069.284546,322
587.769832,1079.873657,320
631.265177,1079.873657,318
626.523662,1079.873657,316
641.828946,1079.873657,314
651.967236,1081.038208,312
628.171212,1081.038208,310
633.700238,1084.120850,308
594.210515,1081.038208,306
599.852362,1081.038208,304
