best fitness,curr fitness,tabu list size
77.906250,77.906250,1
78.095879,78.095879,2
95.353653,95.353653,3
165.736633,165.736633,4
187.707428,187.707428,5
198.081284,198.081284,6
210.268173,210.268173,7
249.728668,249.728668,8
268.988678,268.988678,9
277.371063,277.371063,10
286.329376,286.329376,11
289.357910,289.357910,12
290.755463,290.755463,13
291.047272,291.047272,14
296.517273,296.517273,15
296.517273,293.770660,16
301.350861,301.350861,17
301.350861,301.350861,18
301.350861,298.750946,19
303.966248,303.966248,20
303.966248,301.350861,21
303.966248,297.311829,22
303.966248,296.463074,23
303.966248,293.575745,24
303.966248,295.963715,25
303.966248,298.020142,26
303.966248,296.457336,27
303.966248,296.457336,28
303.966248,301.515015,29
309.837555,309.837555,30
309.837555,309.063751,31
310.375488,310.375488,32
312.415710,312.415710,33
312.415710,311.998596,34
312.415710,312.236115,35
313.175629,313.175629,36
313.175629,313.175629,36
313.175629,313.175629,37
313.175629,312.236115,38
313.175629,310.586914,39
313.175629,310.088745,40
313.199921,313.199921,41
313.199921,311.067200,42
313.199921,310.760406,43
313.199921,310.109924,44
313.199921,311.022430,45
318.580200,318.580200,46
318.580200,317.101837,47
318.580200,317.809845,48
318.580200,318.159149,49
318.580200,312.807861,50
318.671112,318.671112,51
318.671112,318.159149,52
318.671112,317.252625,53
318.671112,317.604950,54
319.869446,319.869446,55
320.946655,320.946655,56
320.946655,320.687225,57
320.946655,320.059540,58
320.946655,320.687225,59
320.946655,320.856934,60
320.946655,318.513672,61
320.946655,320.567505,61
320.946655,318.238831,61
320.946655,318.105286,61
320.946655,320.179047,61
320.946655,320.567505,61
320.946655,319.917938,61
320.946655,317.759064,61
320.946655,319.927155,61
320.946655,320.437103,61
320.946655,320.077026,61
320.946655,320.077026,61
320.946655,320.262207,61
320.946655,319.568878,61
320.946655,320.262207,61
320.946655,320.914368,61
320.946655,318.757782,61
320.946655,320.914368,61
320.946655,320.687225,60
320.946655,318.745239,60
320.946655,318.008514,60
320.946655,319.217651,60
320.946655,320.780212,60
320.946655,320.426025,60
320.946655,320.682098,60
320.946655,320.428680,60
320.946655,314.489838,60
320.946655,313.773468,60
320.946655,319.907715,60
320.946655,320.165161,60
320.946655,318.371552,60
320.946655,317.609863,60
320.946655,318.299866,60
320.946655,318.410065,60
320.946655,316.779236,60
320.946655,318.120239,60
320.946655,317.265961,60
320.946655,317.852264,60
320.946655,319.904785,60
320.946655,319.417389,60
320.946655,319.791016,60
320.946655,319.775238,60
320.946655,317.665558,60
320.946655,318.268311,60
320.946655,316.779236,60
320.946655,320.428680,60
320.946655,317.796448,60
320.946655,316.059998,60
320.946655,318.414429,60
320.946655,319.397797,60
320.946655,320.045624,60
320.946655,316.281860,60
320.946655,318.000427,60
320.946655,317.821716,60
320.946655,317.620636,60
320.946655,319.082428,60
320.946655,318.606110,60
320.946655,317.828613,60
320.946655,318.606110,60
320.946655,318.606110,60
320.946655,318.638977,60
320.946655,319.775909,61
320.946655,320.339844,61
320.946655,319.452789,61
320.946655,319.945129,61
320.946655,318.865631,61
320.946655,316.902618,61
320.946655,317.910187,61
320.946655,318.308746,61
320.946655,320.431885,61
320.946655,317.257812,61
320.946655,320.431885,61
320.946655,318.926025,61
320.946655,317.017090,61
320.946655,316.171539,61
320.946655,315.480560,61
