mean fitness,best fitness,population size
128.580214,904.536621,972
179.493491,775.806030,924
206.770042,823.934692,878
237.641399,848.658386,834
254.050170,852.153992,792
251.333486,747.572632,752
262.140218,868.132996,714
272.481201,868.132996,678
288.301840,820.893127,644
290.237553,852.411194,612
302.646278,842.046570,582
326.642771,869.002686,552
323.226861,785.916382,524
322.379602,805.114380,498
331.680450,794.598633,474
335.712747,730.845703,450
328.993796,734.258179,428
335.911824,688.537048,406
322.712875,690.442322,386
325.062787,795.064575,366
320.324255,694.136658,348
335.009204,792.147644,330
339.626367,953.399475,314
338.378599,952.825195,298
343.989518,815.884216,284
345.153675,756.992493,270
329.784359,751.911255,256
315.673241,752.255615,244
314.224610,711.494568,232
319.967138,783.885254,220
303.479526,766.544006,210
334.476840,757.623596,200
317.600933,828.802368,190
289.746131,750.175781,180
288.118576,745.067383,172
308.729598,772.876221,164
325.360409,753.632935,156
363.641161,771.190308,148
367.181892,764.384216,140
339.957474,767.921265,134
358.920916,774.282776,128
349.106503,750.593506,122
327.615574,735.489319,116
342.706015,846.981201,110
350.961809,732.201965,104
377.908751,735.731262,98
353.713324,868.688171,94
338.372126,731.012024,90
367.713654,786.947327,86
350.031026,709.734741,82
338.512465,688.451416,78
324.985746,777.592651,74
289.811854,719.789307,70
280.341371,573.169067,66
347.229069,759.612122,62
321.293630,692.992249,58
337.528570,675.787415,56
351.726863,719.853882,54
317.018427,642.140686,52
314.421275,598.111816,50
293.277202,612.185120,48
277.988234,536.862122,46
250.042066,473.252594,44
256.306829,663.536133,42
273.220689,605.044617,40
313.240941,643.915588,38
330.932400,649.725525,36
362.056566,672.542969,34
362.820921,736.650879,32
306.085904,666.724670,30
321.894759,635.779480,28
245.305091,570.507935,26
307.524634,699.802795,24
379.185382,748.605530,22
332.085374,823.416504,20
404.340002,652.028198,20
368.424583,619.423462,20
315.858015,608.996521,20
302.323910,542.809570,20
353.639720,646.912476,20
367.247683,655.800232,20
336.494772,640.867920,20
290.041633,486.492950,20
290.441249,540.117920,20
319.607010,557.278992,20
329.413554,530.800171,20
313.672859,542.894836,20
344.202605,598.102173,20
332.462888,499.772736,20
326.264210,521.986572,20
