best fitness,curr fitness,tabu list size
44.433369,44.433369,1
79.099335,79.099335,2
92.004791,92.004791,3
93.570435,93.570435,4
123.248398,123.248398,5
153.711456,153.711456,6
169.139893,169.139893,7
187.520691,187.520691,8
188.267731,188.267731,9
191.146759,191.146759,10
196.484543,196.484543,11
198.029724,198.029724,12
264.041870,264.041870,13
264.511475,264.511475,14
264.511475,264.511475,15
264.511475,264.511475,16
269.781952,269.781952,17
272.059143,272.059143,18
272.059143,272.059143,19
272.059143,271.704315,20
272.404999,272.404999,21
283.401398,283.401398,22
283.401398,277.925110,23
283.401398,275.595825,24
283.401398,277.681030,25
283.401398,275.586060,26
340.992096,340.992096,27
342.888977,342.888977,28
436.013214,436.013214,29
481.641144,481.641144,30
521.778076,521.778076,31
678.076660,678.076660,32
720.484314,720.484314,33
723.778625,723.778625,33
875.392578,875.392578,33
884.590698,884.590698,33
927.215393,927.215393,34
927.215393,909.595215,35
927.215393,901.666870,35
927.215393,919.405701,36
927.215393,901.666870,37
962.148010,962.148010,38
962.148010,962.148010,39
962.148010,962.148010,40
962.148010,835.299561,40
963.296387,963.296387,41
981.108276,981.108276,42
987.052673,987.052673,42
1019.540894,1019.540894,42
1019.540894,1012.219299,42
1021.612915,1021.612915,42
1021.612915,1021.612915,42
1021.612915,1018.026672,42
1040.327759,1040.327759,42
1040.327759,1006.450500,42
1040.327759,1017.506470,42
1040.327759,993.426575,42
1040.327759,1008.764282,42
1040.327759,1017.860901,42
1040.327759,1006.835510,42
1040.327759,1006.835510,42
1040.327759,1025.247803,42
1040.327759,1025.247803,42
1040.327759,1025.405151,42
1040.327759,1025.405151,42
1040.327759,1025.405151,42
1040.327759,1034.342651,42
1059.386841,1059.386841,42
1059.386841,1059.371948,42
1059.386841,1059.386841,42
1059.386841,1059.386841,42
1059.386841,1059.371948,41
1068.448853,1068.448853,41
1068.594849,1068.594849,41
1077.739380,1077.739380,41
1077.795776,1077.795776,41
1077.795776,1065.869141,41
1077.795776,1016.103577,41
1077.795776,980.877197,41
1077.795776,1002.504822,41
1077.795776,1023.593811,41
1077.795776,595.505005,42
1077.795776,834.331726,43
1077.795776,829.162170,44
1077.795776,819.750305,44
1077.795776,845.882629,44
1077.795776,854.664795,44
1077.795776,849.445801,44
1077.795776,852.942993,44
1077.795776,944.026611,45
1311.619141,1311.619141,45
1311.802002,1311.802002,45
1341.386597,1341.386597,45
1341.386597,1341.386597,45
1341.386597,1339.174438,45
1341.386597,1313.521851,45
1341.386597,1319.562500,45
1341.386597,1287.154541,45
1341.386597,1290.454346,45
1341.386597,1291.950806,45
1341.386597,1320.779663,45
1341.386597,1339.659790,45
1344.874390,1344.874390,45
1344.874390,1311.249390,45
1344.874390,1311.249390,45
1344.874390,1330.383789,45
1344.874390,1339.659790,45
1344.874390,1311.345215,45
1344.874390,1311.345215,45
1344.874390,1320.779663,45
1344.874390,1320.779663,45
1344.874390,1317.095581,45
1344.874390,1317.095581,45
1344.874390,1307.601562,45
1344.874390,1311.772827,45
1344.874390,1311.772827,45
1344.874390,1311.772827,45
1344.874390,1283.043579,45
1344.874390,1315.542847,45
1344.874390,1283.043579,45
1344.874390,1283.043579,45
