mean fitness,best fitness,population size
154.107987,571.734924,50
181.992133,597.826416,50
206.264639,506.229004,50
237.822019,652.416687,50
242.769120,870.708923,50
281.528889,709.148621,50
328.884383,750.902649,50
275.181317,592.622070,50
277.517669,564.422119,50
271.785283,697.246277,50
265.797225,697.246277,50
293.091824,733.633484,50
314.047816,715.477783,50
348.362956,755.664673,50
355.016765,716.720276,50
439.642375,849.630310,50
379.764741,787.555420,50
367.080333,724.990173,50
319.613193,681.274048,50
381.047788,745.908325,50
444.770526,712.918274,50
404.910303,711.806152,50
331.655592,787.919861,50
351.378266,773.365845,50
328.977202,643.411804,50
309.918288,671.114075,50
285.689763,568.701233,50
216.267574,515.164429,50
232.621891,528.809387,50
237.780553,537.556946,50
291.280585,531.932373,50
313.002571,550.501892,50
273.374095,588.692383,50
280.393633,616.943420,50
269.810734,582.745117,50
316.656566,648.970703,50
331.911227,621.657410,50
361.248996,637.722595,50
339.237533,721.341980,50
362.260515,634.528076,50
354.626279,665.234924,50
344.210598,674.094177,50
327.028583,735.038330,50
322.169025,682.032654,50
359.955853,681.274048,50
325.857485,668.652222,50
292.872494,818.518433,50
278.279112,580.292114,50
335.819763,693.932373,50
283.806300,661.196228,50
331.863896,723.668762,50
380.191426,715.332031,50
374.126411,739.520691,50
352.806931,717.735962,50
344.940961,687.712280,50
299.669675,684.539673,50
307.559731,695.746521,50
285.312501,661.372498,50
279.209696,580.159607,50
301.857963,668.437744,50
306.072199,588.703308,50
329.177171,577.900574,50
359.324211,701.218628,50
329.590363,659.591553,50
299.882648,629.530823,50
322.916809,633.276367,50
312.832666,606.034180,50
319.573548,635.953491,50
276.688862,565.189209,50
284.759447,700.228760,50
276.285717,789.982361,50
291.326718,657.664978,50
334.517036,718.096680,50
319.074875,673.507324,50
299.371613,646.969177,50
290.195023,657.664978,50
301.763382,656.894897,50
267.635845,656.894897,50
280.188498,562.104187,50
325.585197,756.014526,50
349.690916,773.321106,50
350.010623,716.870300,50
381.866171,702.202637,50
389.361270,660.589478,50
376.069529,666.507935,50
322.664573,823.246399,50
378.094689,885.989502,50
385.710106,674.770813,50
402.548359,812.737183,50
391.856175,809.100586,50
