curr state net profit,temperature,mean threshold worse acceptance
37594.929688,128.000000,0.757524
11136.792969,75.598862,0.826875
47190.230469,60.992686,0.647277
103237.203125,53.639652,0.630276
81045.585938,49.052710,0.268417
109432.281250,45.849222,0.551278
117219.656250,43.450069,0.369401
105758.453125,41.565978,0.452725
109432.281250,40.034723,0.317520
100579.859375,38.757518,0.395079
111084.015625,37.670378,0.383063
90794.867188,36.729822,0.304335
92302.773438,35.905138,0.518241
108991.500000,35.173944,0.458849
109177.257812,34.519490,0.424165
108655.195312,33.928957,0.371804
110854.250000,33.392350,0.493765
106143.789062,32.901740,0.376042
114837.375000,32.450749,0.395681
110825.320312,32.034178,0.375113
107620.625000,31.647741,0.255185
108592.281250,31.287869,0.332911
112604.992188,30.951561,0.519360
109432.281250,30.636274,0.481788
109432.281250,30.339836,0.390911
112734.882812,30.060380,0.418434
113277.265625,29.796290,0.291832
113165.164062,29.546158,0.376234
112938.398438,29.308754,0.505264
116660.539062,29.082995,0.418020
109432.281250,28.867923,0.462297
111190.515625,28.662689,0.434073
116660.539062,28.466537,0.631796
111190.515625,28.278790,0.370944
116660.539062,28.098841,0.507306
108412.117188,27.926142,0.342185
112938.398438,27.760199,0.328805
113940.054688,27.600565,0.551015
109023.921875,27.446833,0.509674
107620.625000,27.298633,0.381734
107620.625000,27.155626,0.336805
114737.429688,27.017502,0.457880
116660.539062,26.883978,0.530531
115398.953125,26.754792,0.190888
115398.953125,26.629704,0.347502
121037.437500,26.508492,0.550349
114737.429688,26.390949,0.347402
111190.515625,26.276887,0.405702
111190.515625,26.166129,0.395403
115398.953125,26.058510,0.420974
112630.375000,25.953878,0.313922
