mean fitness,best fitness,population size
122.833871,860.331299,990
174.990498,772.311096,980
206.089593,720.240784,970
231.392446,718.125671,960
246.482745,741.201721,950
260.834559,695.716675,940
254.990456,760.474609,930
268.944067,767.687744,920
268.239072,802.332031,910
282.117304,705.223755,900
281.604685,777.799927,892
287.502693,757.030579,884
280.433310,741.660828,876
285.328642,718.128723,868
292.124359,741.660828,860
293.545066,847.953613,852
308.551499,802.010803,844
298.034229,736.972229,836
304.123086,764.545471,828
305.244237,816.975830,820
295.968320,919.923584,812
306.231024,772.773987,804
313.411099,765.124146,796
313.233503,820.936279,788
309.726723,768.031128,780
323.304505,828.519836,772
313.265744,821.469910,764
322.765563,823.550598,756
321.124291,770.106689,748
323.075025,845.111694,740
320.219232,872.065125,732
333.121829,857.293884,724
331.929897,920.587830,716
341.952509,920.587830,708
334.419580,819.497070,700
349.588771,820.871704,694
336.944917,781.310730,688
328.320453,774.784729,682
332.893145,815.151367,676
338.073496,745.067383,670
348.747805,794.179016,664
323.837364,856.125916,658
315.387538,768.279480,652
307.308849,756.633057,646
297.419315,678.127197,640
297.609805,926.972290,634
305.278888,809.030090,628
322.551129,799.646362,622
331.075102,849.713623,616
331.349032,785.881531,610
331.574719,842.389771,604
334.457395,828.416504,598
325.344307,868.710876,592
326.684086,845.308594,586
332.368843,741.624146,580
329.041362,768.279480,574
324.405421,777.592651,568
317.438659,919.933105,562
321.917148,891.557495,556
324.366287,786.245789,550
337.209417,831.877380,544
343.667122,781.946472,538
346.689343,857.959106,532
333.695498,798.403625,526
340.017085,846.311707,520
346.309839,823.550598,514
331.967652,826.018616,508
336.430210,791.919922,502
323.027221,756.239563,496
320.885248,831.877380,492
328.070164,821.105225,488
324.214777,772.357117,484
327.878569,804.847229,480
337.332712,808.369202,476
338.351692,876.172180,472
352.865903,783.506897,468
346.614218,841.940491,464
344.701936,754.853760,460
349.728040,870.228394,456
341.352519,878.273621,452
335.905578,800.255798,448
340.607993,775.359192,444
339.114791,795.845825,440
322.726147,789.042053,436
326.508231,839.414917,432
315.193436,769.584900,428
320.404184,816.175476,424
309.996736,723.376099,420
313.886147,731.049622,416
315.101387,835.280273,412
299.076887,780.767029,408
308.112567,846.734070,404
334.539879,845.363403,400
346.034785,850.879089,396
325.855816,862.027588,392
331.390555,761.189148,388
315.373414,755.206116,384
335.799366,832.644836,380
359.983127,874.190918,376
358.903917,823.325134,372
