mean fitness,best fitness,population size
202.735600,771.743469,504
315.956654,774.705139,496
371.146304,851.232605,488
430.556201,881.628418,480
496.691190,991.268677,472
494.656490,991.268677,464
497.193795,1002.307617,458
519.204797,1009.355774,452
537.748675,1009.355774,446
588.396079,1002.307617,440
596.136025,1015.440002,434
611.371453,1015.440002,428
662.584280,1043.510620,422
682.118043,1053.534546,416
636.041993,1067.595825,410
635.614055,1067.595825,404
686.434576,1067.595825,398
677.245897,1067.595825,392
705.577981,1067.595825,386
690.665133,1067.595825,380
751.302437,1068.739624,374
735.731416,1068.739624,368
716.197352,1091.927246,362
728.867465,1091.927246,356
771.177062,1091.927246,350
753.082320,1091.927246,344
732.693066,1091.927246,338
778.104573,1091.927246,332
751.770389,1093.114746,328
755.268957,1091.927246,324
752.339638,1093.114746,320
767.362338,1093.114746,316
753.041567,1093.114746,312
776.975930,1104.957886,308
758.112847,1104.957886,304
753.172203,1104.957886,300
703.889036,1104.957886,296
729.111738,1104.957886,292
747.092896,1104.957886,288
752.330855,1104.957886,284
