curr state net profit,temperature,mean threshold worse acceptance
2728.825195,57.000000,0.973064
21359.730469,56.828999,0.619466
16473.996094,56.658511,0.481922
6809.208008,56.488534,0.307874
27182.873047,56.319067,0.574152
28068.712891,56.150109,0.581601
26855.164062,55.981657,0.800978
32944.660156,55.813711,0.618301
22422.939453,55.646269,0.447582
21074.777344,55.479329,0.677894
15551.654297,55.312890,0.578949
1798.859863,55.146950,0.715262
22353.871094,54.981508,0.801504
8935.342773,54.816562,0.516995
4793.896484,54.652111,0.822037
18082.179688,54.488154,0.768887
6097.308594,54.324688,0.612188
18270.548828,54.161713,0.697322
27886.832031,53.999227,0.383934
46835.148438,53.837228,0.728263
53013.707031,53.675715,0.544607
44396.476562,53.514687,0.457504
27321.376953,53.354142,0.392242
2779.750977,53.194078,0.608066
27444.738281,53.034495,0.778332
35300.394531,52.875390,0.653131
35526.812500,52.716763,0.472566
59096.921875,52.558611,0.901213
47420.386719,52.400935,0.481489
58208.664062,52.243731,0.539375
69098.156250,52.086998,0.000000
45437.480469,51.930736,0.307043
57109.101562,51.774943,0.134854
23115.343750,51.619617,0.400012
45816.667969,51.464757,0.569396
48349.585938,51.310362,0.759720
47898.812500,51.156430,0.490765
44402.398438,51.002959,0.725300
57697.164062,50.849949,0.757832
67798.671875,50.697398,0.096561
67798.671875,50.545305,0.635956
70093.359375,50.393668,0.000000
71484.421875,50.242486,0.643232
73641.757812,50.091758,0.699564
69604.257812,49.941481,0.323118
72539.007812,49.791656,0.814616
71484.421875,49.642280,0.458088
40107.500000,49.493352,0.250995
34158.406250,49.344871,0.195238
42250.378906,49.196835,0.846670
1222.759399,49.049244,0.495859
0.000000,48.902095,0.953388
1458.229248,48.755388,0.811945
3054.986572,48.609120,0.725437
215.964813,48.463292,0.716338
4916.387207,48.317901,0.970048
6901.205078,48.172946,0.724202
10002.200195,48.028426,0.626619
0.000000,47.884340,0.579707
1038.687500,47.740686,0.682613
2035.078125,47.597463,0.693776
28149.265625,47.454670,0.833010
26983.285156,47.312305,0.676370
13817.696289,47.170367,0.535903
23917.812500,47.028855,0.605377
3197.534424,46.887767,0.662743
25734.078125,46.747103,0.753667
53916.023438,46.606861,0.688449
41043.910156,46.467039,0.491783
8666.309570,46.327637,0.635725
7544.640625,46.188653,0.749609
45190.640625,46.050086,0.624125
46886.667969,45.911935,0.676363
53638.621094,45.774198,0.582267
55772.437500,45.636875,0.612060
58450.898438,45.499963,0.731188
47893.652344,45.363462,0.628923
66207.351562,45.227371,0.467529
66703.414062,45.091688,0.705045
74627.445312,44.956412,0.594890
74907.117188,44.821542,0.774958
82600.406250,44.687076,0.792545
80830.921875,44.553014,0.655930
79223.015625,44.419354,0.593268
79223.015625,44.286095,0.000000
82341.296875,44.153236,0.656129
76545.609375,44.020775,0.224148
84438.070312,43.888712,0.421855
84438.070312,43.757045,0.000000
75511.945312,43.625773,0.469977
79756.625000,43.494894,0.436109
85185.695312,43.364409,0.245681
92872.218750,43.234315,0.000000
89309.765625,43.104611,0.438678
79337.156250,42.975296,0.349673
76322.984375,42.846369,0.705340
77757.703125,42.717829,0.697049
78123.617188,42.589675,0.493812
78123.617188,42.461905,0.000000
66621.343750,42.334518,0.565163
61577.234375,42.207514,0.453775
43598.285156,42.080891,0.336494
46423.242188,41.954647,0.381762
50543.414062,41.828782,0.460927
70678.632812,41.703295,0.413209
64682.046875,41.578184,0.237422
72084.593750,41.453449,0.467041
67981.914062,41.329088,0.646006
69280.187500,41.205099,0.729905
49720.441406,41.081483,0.246048
51123.710938,40.958238,0.535415
67981.914062,40.835362,0.390909
70581.406250,40.712855,0.000000
69615.773438,40.590716,0.712907
70682.421875,40.468943,0.441294
72056.523438,40.347535,0.000000
74770.398438,40.226492,0.504928
72850.398438,40.105812,0.658771
74619.789062,39.985493,0.000000
