curr state net profit,temperature,mean threshold worse acceptance
1324.178711,128.000000,0.926967
47384.839844,75.598862,0.836067
106833.304688,60.992686,0.677041
90339.703125,53.639652,0.501341
103601.140625,49.052710,0.573796
89317.117188,45.849222,0.448618
96184.953125,43.450069,0.531504
106189.656250,41.565978,0.503354
107837.460938,40.034723,0.567389
81513.437500,38.757518,0.407280
94652.687500,37.670378,0.494484
95309.421875,36.729822,0.529955
104640.117188,35.905138,0.573571
104471.304688,35.173944,0.520465
103280.375000,34.519490,0.490509
104052.265625,33.928957,0.571201
105116.601562,33.392350,0.578189
103609.968750,32.901740,0.647249
109074.828125,32.450749,0.610337
104052.265625,32.034178,0.506579
113209.453125,31.647741,0.526231
106029.093750,31.287869,0.539842
106833.304688,30.951561,0.521633
114906.453125,30.636274,0.617567
111017.218750,30.339836,0.525040
111017.218750,30.060380,0.505533
117615.375000,29.796290,0.582610
112772.437500,29.546158,0.527577
108109.421875,29.308754,0.555832
111302.539062,29.082995,0.453041
109176.562500,28.867923,0.419266
108218.812500,28.662689,0.308311
101763.468750,28.466537,0.441866
104471.304688,28.278790,0.333736
109074.828125,28.098841,0.467660
113984.500000,27.926142,0.465315
107994.906250,27.760199,0.367755
104629.218750,27.600565,0.478474
106352.335938,27.446833,0.432906
111819.101562,27.298633,0.579900
117350.406250,27.155626,0.447380
111017.218750,27.017502,0.555881
110204.023438,26.883978,0.526580
108954.109375,26.754792,0.554046
114064.578125,26.629704,0.433182
114780.546875,26.508492,0.580436
107987.765625,26.390949,0.524984
111017.218750,26.276887,0.475299
111017.218750,26.166129,0.435228
109554.171875,26.058510,0.382984
114906.453125,25.953878,0.393504
115290.984375,25.852090,0.413244
104430.414062,25.753015,0.396117
110574.421875,25.656526,0.412118
112898.218750,25.562509,0.442653
107704.546875,25.470854,0.356217
107785.953125,25.381459,0.505390
109473.906250,25.294228,0.445598
117174.312500,25.209071,0.580487
111104.101562,25.125902,0.405959
112558.562500,25.044641,0.471443
114292.359375,24.965213,0.378742
