candles read:
from: 2018-Apr-17 04:02:00
to: 2023-Apr-12 11:26:00
difference: 1821d 07:24:00.000000
count: 2616803
duration: 3.266534
began: 2023-Apr-21 13:37:32
it: 0, best value: -59.9707, curr value: -59.9707, tabu list size: 1
it: 1, best value: -59.8371, curr value: -59.8371, tabu list size: 2
it: 2, best value: -59.6413, curr value: -59.6413, tabu list size: 3
it: 3, best value: -56.3949, curr value: -56.3949, tabu list size: 4
it: 4, best value: 237.985, curr value: 237.985, tabu list size: 5
it: 5, best value: 237.985, curr value: 237.985, tabu list size: 6
it: 6, best value: 347.003, curr value: 347.003, tabu list size: 7
it: 7, best value: 372.656, curr value: 372.656, tabu list size: 8
it: 8, best value: 372.656, curr value: 372.656, tabu list size: 9
it: 9, best value: 425.952, curr value: 425.952, tabu list size: 10
it: 10, best value: 449.214, curr value: 449.214, tabu list size: 11
it: 11, best value: 511.821, curr value: 511.821, tabu list size: 12
it: 12, best value: 631.104, curr value: 631.104, tabu list size: 13
it: 13, best value: 639.075, curr value: 639.075, tabu list size: 14
it: 14, best value: 639.075, curr value: 631.104, tabu list size: 15
it: 15, best value: 639.075, curr value: 631.104, tabu list size: 15
it: 16, best value: 645.847, curr value: 645.847, tabu list size: 16
it: 17, best value: 653.767, curr value: 653.767, tabu list size: 17
it: 18, best value: 678.001, curr value: 678.001, tabu list size: 18
it: 19, best value: 702.032, curr value: 702.032, tabu list size: 19
it: 20, best value: 711.189, curr value: 711.189, tabu list size: 20
it: 21, best value: 746.227, curr value: 746.227, tabu list size: 21
it: 22, best value: 751.445, curr value: 751.445, tabu list size: 22
it: 23, best value: 751.445, curr value: 741.19, tabu list size: 23
it: 24, best value: 751.445, curr value: 730.81, tabu list size: 24
it: 25, best value: 751.445, curr value: 751.215, tabu list size: 25
it: 26, best value: 751.445, curr value: 728.265, tabu list size: 26
it: 27, best value: 751.445, curr value: 751.215, tabu list size: 27
it: 28, best value: 751.445, curr value: 686.592, tabu list size: 28
it: 29, best value: 751.445, curr value: 751.445, tabu list size: 29
it: 30, best value: 751.445, curr value: 686.894, tabu list size: 30
it: 31, best value: 751.445, curr value: 751.445, tabu list size: 31
it: 32, best value: 751.445, curr value: 690.933, tabu list size: 31
it: 33, best value: 751.445, curr value: 681.986, tabu list size: 31
it: 34, best value: 751.445, curr value: 681.986, tabu list size: 30
it: 35, best value: 751.445, curr value: 657.348, tabu list size: 30
it: 36, best value: 751.445, curr value: 626.608, tabu list size: 30
it: 37, best value: 751.445, curr value: 706.781, tabu list size: 30
it: 38, best value: 751.445, curr value: 706.781, tabu list size: 30
it: 39, best value: 751.445, curr value: 665.263, tabu list size: 30
it: 40, best value: 751.445, curr value: 645.385, tabu list size: 30
it: 41, best value: 751.445, curr value: 684.729, tabu list size: 30
it: 42, best value: 751.445, curr value: 684.729, tabu list size: 30
it: 43, best value: 751.445, curr value: 659.822, tabu list size: 30
it: 44, best value: 751.445, curr value: 629.678, tabu list size: 30
it: 45, best value: 751.445, curr value: 638.636, tabu list size: 30
it: 46, best value: 751.445, curr value: 679.567, tabu list size: 30
it: 47, best value: 751.445, curr value: 635.552, tabu list size: 31
it: 48, best value: 751.445, curr value: 557.493, tabu list size: 31
it: 49, best value: 751.445, curr value: 652.093, tabu list size: 31
it: 50, best value: 751.445, curr value: 652.093, tabu list size: 31
it: 51, best value: 751.445, curr value: 652.093, tabu list size: 30
it: 52, best value: 751.445, curr value: 638.547, tabu list size: 30
it: 53, best value: 751.445, curr value: 574.97, tabu list size: 30
it: 54, best value: 751.445, curr value: 638.547, tabu list size: 30
it: 55, best value: 751.445, curr value: 629.435, tabu list size: 30
it: 56, best value: 751.445, curr value: 640.648, tabu list size: 30
it: 57, best value: 751.445, curr value: 666.954, tabu list size: 30
it: 58, best value: 751.445, curr value: 672.212, tabu list size: 30
it: 59, best value: 751.445, curr value: 670.8, tabu list size: 30
it: 60, best value: 751.445, curr value: 666.954, tabu list size: 30
it: 61, best value: 751.445, curr value: 666.717, tabu list size: 30
it: 62, best value: 754.849, curr value: 754.849, tabu list size: 30
it: 63, best value: 754.849, curr value: 754.849, tabu list size: 29
it: 64, best value: 754.849, curr value: 749.084, tabu list size: 29
it: 65, best value: 754.849, curr value: 754.849, tabu list size: 29
it: 66, best value: 754.849, curr value: 741.013, tabu list size: 30
it: 67, best value: 754.849, curr value: 741.013, tabu list size: 29
it: 68, best value: 754.849, curr value: 746.227, tabu list size: 29
it: 69, best value: 754.849, curr value: 751.215, tabu list size: 29
it: 70, best value: 754.849, curr value: 686.592, tabu list size: 29
it: 71, best value: 754.849, curr value: 751.445, tabu list size: 29
it: 72, best value: 754.849, curr value: 751.445, tabu list size: 29
it: 73, best value: 754.849, curr value: 749.789, tabu list size: 29
it: 74, best value: 754.849, curr value: 751.445, tabu list size: 29
it: 75, best value: 754.849, curr value: 751.445, tabu list size: 29
it: 76, best value: 754.849, curr value: 686.894, tabu list size: 29
it: 77, best value: 754.849, curr value: 751.445, tabu list size: 29
it: 78, best value: 754.849, curr value: 706.781, tabu list size: 29
it: 79, best value: 754.849, curr value: 751.445, tabu list size: 29
it: 80, best value: 754.849, curr value: 690.933, tabu list size: 29
it: 81, best value: 754.849, curr value: 718.324, tabu list size: 29
it: 82, best value: 754.849, curr value: 661.711, tabu list size: 29
it: 83, best value: 754.849, curr value: 703.918, tabu list size: 30
it: 84, best value: 754.849, curr value: 703.918, tabu list size: 30
it: 85, best value: 754.849, curr value: 654.529, tabu list size: 30
it: 86, best value: 754.849, curr value: 703.918, tabu list size: 30
it: 87, best value: 754.849, curr value: 667.682, tabu list size: 30
it: 88, best value: 754.849, curr value: 653.767, tabu list size: 30
it: 89, best value: 754.849, curr value: 751.215, tabu list size: 30
it: 90, best value: 754.849, curr value: 656.438, tabu list size: 30
it: 91, best value: 754.849, curr value: 678.943, tabu list size: 30
it: 92, best value: 754.849, curr value: 654.529, tabu list size: 30
it: 93, best value: 754.849, curr value: 667.682, tabu list size: 30
it: 94, best value: 754.849, curr value: 645.961, tabu list size: 30
it: 95, best value: 754.849, curr value: 645.961, tabu list size: 30
it: 96, best value: 754.849, curr value: 607.944, tabu list size: 30
it: 97, best value: 754.849, curr value: 638.062, tabu list size: 30
it: 98, best value: 754.849, curr value: 640.744, tabu list size: 30
it: 99, best value: 754.849, curr value: 633.229, tabu list size: 31
it: 100, best value: 754.849, curr value: 533.894, tabu list size: 31
it: 101, best value: 754.849, curr value: 741.013, tabu list size: 31
it: 102, best value: 754.849, curr value: 696.211, tabu list size: 31
it: 103, best value: 754.849, curr value: 749.084, tabu list size: 31
it: 104, best value: 754.849, curr value: 749.084, tabu list size: 31
it: 105, best value: 754.849, curr value: 703.918, tabu list size: 31
it: 106, best value: 754.849, curr value: 730.727, tabu list size: 31
it: 107, best value: 754.849, curr value: 718.324, tabu list size: 31
it: 108, best value: 754.849, curr value: 632.512, tabu list size: 31
it: 109, best value: 754.849, curr value: 686.71, tabu list size: 31
it: 110, best value: 754.849, curr value: 741.013, tabu list size: 31
it: 111, best value: 754.849, curr value: 746.227, tabu list size: 31
it: 112, best value: 754.849, curr value: 746.227, tabu list size: 31
it: 113, best value: 754.849, curr value: 711.189, tabu list size: 31
it: 114, best value: 754.849, curr value: 741.013, tabu list size: 31
it: 115, best value: 754.849, curr value: 651.961, tabu list size: 31
it: 116, best value: 754.849, curr value: 754.849, tabu list size: 31
it: 117, best value: 754.849, curr value: 754.849, tabu list size: 31
it: 118, best value: 754.849, curr value: 723.199, tabu list size: 31
it: 119, best value: 754.849, curr value: 703.288, tabu list size: 31
it: 120, best value: 754.849, curr value: 754.849, tabu list size: 31
it: 121, best value: 754.849, curr value: 754.849, tabu list size: 30
it: 122, best value: 754.849, curr value: 719.938, tabu list size: 30
it: 123, best value: 754.849, curr value: 666.717, tabu list size: 30
it: 124, best value: 754.849, curr value: 730.81, tabu list size: 30
it: 125, best value: 754.849, curr value: 708.823, tabu list size: 30
it: 126, best value: 754.849, curr value: 730.81, tabu list size: 30
it: 127, best value: 754.849, curr value: 703.288, tabu list size: 31
ended: 2023-Apr-21 13:41:33
duration: 4:01.071381
