time,close order
1503382140,302.989990
1504550580,288.000000
1504593060,280.369995
1504908360,296.880005
1505437440,234.660004
1505478240,219.500000
1512004860,442.670013
1513737540,784.200012
1513894560,766.010010
1513938240,677.000000
1513957320,631.549988
1514096880,651.010010
1515432120,1111.949951
1515655740,1228.699951
1516117320,1105.380005
1516145040,1015.000000
1516208160,883.030029
1517576880,930.109985
1517862600,731.000000
1517909220,630.020020
1536222480,228.029999
1542239700,186.759995
1542724380,138.130005
1551062760,137.960007
1554359880,162.889999
1559282040,253.690002
1563174060,223.169998
1563323820,202.660004
1569376740,173.039993
1584036420,142.470001
1584069540,122.709999
1584368460,109.519997
1584742020,136.440002
1589097960,192.490005
1596379500,372.049988
1610090640,1182.510010
1610358720,1115.959961
1610398200,1016.909973
1614023820,1748.000000
1614085680,1541.579956
1618756020,2143.570068
1619172360,2242.489990
1620884760,4010.000000
1621439340,2744.510010
1621483260,2499.439941
1621638900,2421.340088
1621797840,1980.020020
1631057160,3447.510010
1638620400,3943.570068
1652351100,1946.390015
1655135040,1242.959961
