time,entry level 1,entry level 2,entry level 3
1504828740,292.512268,287.288818,282.065399
1504832340,292.226410,287.008087,281.789764
1504835940,291.698761,286.489838,281.280945
1504839540,291.587433,286.380524,281.173584
1504843140,291.320557,286.118408,280.916260
1504846740,290.993408,285.797089,280.600769
1504850340,290.689819,285.498932,280.308044
1504853940,290.345673,285.160919,279.976166
1504857540,289.755524,284.581329,279.407104
1504861140,289.293243,284.127289,278.961334
1504864740,289.213745,284.049225,278.884674
1504868340,289.370758,284.203430,279.036102
1504871940,289.391907,284.224182,279.056488
1504875540,289.239014,284.074036,278.909058
1504879140,287.391571,282.259583,277.127563
1504882740,283.502899,278.440369,273.377808
1504886340,279.735565,274.740265,269.744995
1504889940,276.529663,271.591614,266.653595
1504893540,272.705170,267.835419,262.965698
1504897140,269.066376,264.261627,259.456879
1504900740,265.609894,260.866852,256.123810
1504904340,261.592926,256.921600,252.250305
1504907940,257.749725,253.147034,248.544373
1504911540,256.381073,251.802841,247.224594
1504915140,257.529266,252.930527,248.331787
1504918740,258.335724,253.722580,249.109451
1504922340,258.187469,253.576965,248.966476
1504925940,258.281281,253.669113,249.056946
1504929540,258.154877,253.544983,248.935074
1504933140,257.522705,252.924088,248.325470
1504936740,258.489349,253.873459,249.257568
1504940340,259.960785,255.318649,250.676483
1504943940,260.419189,255.768860,251.118515
1504947540,260.319550,255.670990,251.022430
1504951140,260.352112,255.702972,251.053833
1504954740,260.676361,256.021423,251.366486
1504958340,261.394348,256.726593,252.058838
1504961940,262.335938,257.651367,252.966797
1504965540,263.505280,258.799835,254.094376
1504969140,263.393219,258.689789,253.986328
1504972740,262.832733,258.139313,253.445862
1504976340,262.507050,257.819427,253.131790
1504979940,261.803162,257.128113,252.453049
1504983540,261.040436,256.379028,251.717575
1504987140,260.547791,255.895142,251.242508
1504990740,260.438904,255.788193,251.137497
1504994340,259.915100,255.273773,250.632431
1504997940,259.427307,254.794662,250.162033
1505001540,259.307953,254.677460,250.046951
1505005140,259.150208,254.522537,249.894852
1505008740,258.974731,254.350189,249.725632
1505012340,258.633728,254.015259,249.396805
1505015940,258.294159,253.681778,249.069382
1505019540,257.773773,253.170685,248.567581
1505023140,256.343658,251.766083,247.188507
1505026740,254.002045,249.466293,244.930542
1505030340,251.280304,246.793152,242.306015
1505033940,249.281906,244.830444,240.378983
1505037540,247.707870,243.284515,238.861160
1505041140,245.841934,241.451904,237.061874
1505044740,244.620102,240.251877,235.883667
1505048340,243.996414,239.639343,235.282257
1505051940,243.553329,239.204163,234.854996
1505055540,243.712540,239.360519,235.008514
1505059140,244.853439,240.481049,236.108673
1505062740,246.381287,241.981628,237.581955
1505066340,247.924210,243.496994,239.069763
1505069940,249.753448,245.293564,240.833679
1505073540,252.069275,247.568039,243.066803
1505077140,254.158585,249.620041,245.081497
1505080740,255.408615,250.847748,246.286880
1505084340,256.616119,252.033691,247.451263
1505087940,257.656403,253.055389,248.454376
1505091540,258.195740,253.585098,248.974457
1505095140,259.048370,254.422516,249.796646
1505098740,259.732574,255.094498,250.456406
1505102340,259.797455,255.158234,250.518982
1505105940,259.476135,254.842651,250.209137
1505109540,258.759369,254.138672,249.517975
1505113140,258.534058,253.917389,249.300705
1505116740,258.275208,253.663147,249.051102
1505120340,257.923035,253.317261,248.711487
1505123940,258.113831,253.504639,248.895462
1505127540,258.025116,253.417511,248.809921
1505131140,257.438110,252.841019,248.243896
1505134740,256.805450,252.219635,247.633820
1505138340,256.693634,252.109833,247.526016
1505141940,257.389282,252.793030,248.196793
1505145540,258.040161,253.432312,248.824448
1505149140,258.739197,254.118866,249.498520
1505152740,259.439697,254.806839,250.173981
1505156340,259.889587,255.248703,250.607819
1505159940,260.269958,255.622284,250.974609
1505163540,260.316620,255.668121,251.019608
1505167140,260.360626,255.711334,251.062027
