time,exit
1503003540,306.801941
1503007140,306.513336
1503010740,306.346100
1503014340,306.154999
1503017940,305.624725
1503021540,304.905273
1503025140,304.184174
1503028740,303.630005
1503032340,303.141663
1503035940,303.075562
1503039540,302.971100
1503043140,302.928619
1503046740,303.026398
1503050340,303.389984
1503053940,304.219147
1503057540,305.109161
1503061140,305.784149
1503064740,306.250549
1503068340,305.941101
1503071940,305.211121
1503075540,304.288879
1503079140,303.186401
1503082740,301.891937
1503086340,300.146118
1503089940,298.377228
1503093540,296.202484
1503097140,294.497223
1503100740,293.679718
1503104340,293.241669
1503107940,293.019989
1503111540,293.242493
1503115140,293.521667
1503118740,293.773621
1503122340,293.935547
1503125940,294.292511
1503129540,294.248047
1503133140,293.800018
1503136740,293.214722
1503140340,292.313049
1503143940,290.653900
1503147540,289.523895
1503151140,288.934998
1503154740,287.938599
1503158340,287.309174
1503161940,287.106384
1503165540,287.130829
1503169140,287.500549
1503172740,288.083344
1503176340,288.973053
1503179940,289.641388
1503183540,290.073334
1503187140,290.702209
1503190740,291.065277
1503194340,291.140564
1503197940,291.302765
1503201540,291.153351
1503205140,290.758606
1503208740,290.571960
1503212340,290.592224
1503215940,290.554443
1503219540,290.670837
1503223140,291.317230
1503226740,292.095551
1503230340,292.463623
1503233940,292.919464
1503237540,293.402222
1503241140,293.855286
1503244740,294.169739
1503248340,294.562775
1503251940,295.060822
1503255540,295.376404
1503259140,295.602509
1503262740,295.931396
1503266340,296.091400
1503269940,296.507233
1503273540,297.040009
1503277140,297.531677
1503280740,297.871674
1503284340,297.992493
1503287940,298.102234
1503291540,298.595825
1503295140,299.946381
1503298740,302.438599
1503302340,304.761932
1503305940,306.977783
1503309540,309.012482
1503313140,311.389435
1503316740,314.414154
1503320340,317.846375
1503323940,321.903320
1503327540,325.136383
1503331140,326.756104
1503334740,328.638885
1503338340,330.580811
1503341940,331.405273
1503345540,332.450836
1503349140,332.788879
1503352740,332.175262
1503356340,330.362213
1503359940,328.379181
1503363540,327.227509
1503367140,324.880005
1503370740,321.973907
1503374340,318.870850
1503377940,306.821960
1503381540,302.342773
1503385140,298.960571
1503388740,296.654724
1503392340,294.356934
1503395940,292.259705
1503399540,291.614716
1503403140,291.552765
1503406740,292.954987
1503410340,302.571930
1503413940,304.617767
1503417540,306.091949
1503421140,307.277222
1503424740,309.017212
1503428340,309.840820
1503431940,309.911102
1503435540,309.843048
1503439140,309.796936
1503442740,310.112762
1503446340,310.605286
1503449940,311.146942
1503453540,311.160004
1503457140,311.071381
1503460740,311.519165
1503464340,312.608887
1503467940,313.785553
1503471540,314.923889
1503475140,315.983337
1503478740,317.123322
1503482340,318.140839
1503485940,319.135559
1503489540,319.776672
1503493140,319.948334
1503496740,319.601929
1503500340,319.292480
1503503940,319.149719
1503507540,318.944702
1503511140,318.723328
1503514740,318.489716
1503518340,318.254150
1503521940,317.798889
1503525540,317.622223
1503529140,317.605560
1503532740,317.641663
1503536340,317.466400
1503539940,317.196106
1503543540,316.869995
1503547140,316.520844
1503550740,316.229431
1503554340,316.462494
1503557940,316.774445
1503561540,317.105560
1503565140,317.413055
1503568740,317.790009
1503572340,318.121948
1503575940,318.614990
1503579540,319.356659
1503583140,319.987213
1503586740,320.523621
1503590340,320.803619
1503593940,321.029724
1503597540,321.266113
1503601140,321.531952
1503604740,321.963898
1503608340,322.071106
1503611940,321.850555
1503615540,321.932495
1503619140,322.027496
1503622740,322.397797
1503626340,323.063324
1503629940,323.740295
1503633540,324.334991
1503637140,325.036102
1503640740,326.230835
1503644340,327.380554
1503647940,328.321381
1503651540,329.237213
1503655140,330.114166
1503658740,330.424164
1503662340,330.721130
1503665940,331.149719
1503669540,331.491943
1503673140,331.545837
1503676740,331.763336
1503680340,332.162781
1503683940,332.401123
1503687540,332.486664
1503691140,332.528320
1503694740,332.382233
1503698340,332.132233
1503701940,331.852234
1503705540,331.438324
1503709140,330.973907
1503712740,330.295563
1503716340,329.303894
1503719940,328.326660
1503723540,327.655273
1503727140,327.194733
1503730740,326.865845
1503734340,326.591675
1503737940,326.627502
1503741540,326.652222
1503745140,326.630829
1503748740,326.969177
1503752340,327.355560
1503755940,327.775269
1503759540,328.563904
1503763140,328.989716
1503766740,329.164459
1503770340,329.296112
1503773940,329.259735
1503777540,329.533600
1503781140,329.934448
1503784740,330.388885
1503788340,330.664734
1503791940,330.648041
1503795540,331.019989
1503799140,331.656403
1503802740,332.174988
1503806340,332.668610
1503809940,333.088043
1503813540,333.470001
1503817140,333.690552
1503820740,334.035828
1503824340,334.190552
1503827940,334.296661
1503831540,334.431396
1503835140,334.558594
1503838740,334.667511
1503842340,334.683044
1503845940,334.491943
1503849540,334.476929
1503853140,334.574982
1503856740,334.972504
1503860340,335.428619
1503863940,335.880005
1503867540,336.348053
1503871140,336.940826
1503874740,337.431946
1503878340,338.511383
1503881940,339.996948
1503885540,341.274170
1503889140,342.536652
1503892740,343.493042
1503896340,343.469147
1503899940,343.144989
1503903540,342.978882
1503907140,342.913605
1503910740,342.486389
1503914340,341.548065
1503917940,340.792786
1503921540,339.959991
1503925140,339.385010
1503928740,339.806122
1503932340,340.451111
1503935940,341.030548
1503939540,341.490540
1503943140,341.781097
1503946740,342.187775
1503950340,342.793060
1503953940,343.116669
1503957540,343.411926
1503961140,343.855011
1503964740,344.307495
1503968340,344.808319
1503971940,345.541382
1503975540,346.302216
1503979140,347.068604
1503982740,347.722778
1503986340,348.786407
1503989940,349.840546
1503993540,350.795013
1503997140,351.701385
1504000740,352.976105
1504004340,354.489716
1504007940,355.815277
1504011540,356.853333
1504015140,358.196381
1504018740,359.307220
1504022340,360.411102
1504025940,361.606110
1504029540,363.225555
1504033140,364.446930
1504036740,365.084717
1504040340,366.074432
1504043940,367.697510
1504047540,369.102509
1504051140,370.434174
1504054740,371.328339
1504058340,372.161102
1504061940,372.660828
1504065540,373.121399
1504069140,374.013885
1504072740,375.118896
1504076340,376.390289
1504079940,377.262207
1504083540,377.618042
1504087140,377.545563
1504090740,377.053894
1504094340,377.080566
1504097940,377.465851
1504101540,377.882507
1504105140,377.662231
1504108740,376.877228
1504112340,376.631104
1504115940,377.272766
1504119540,378.820007
1504123140,380.499176
1504126740,381.652222
1504130340,382.291382
1504133940,382.637238
1504137540,383.404449
1504141140,383.942780
1504144740,383.981384
1504148340,383.602509
1504151940,383.310272
1504155540,383.275269
1504159140,383.104706
1504162740,382.852509
1504166340,382.609985
1504169940,382.283600
1504173540,382.046112
1504177140,382.095276
1504180740,382.561401
1504184340,382.927521
1504187940,383.233063
1504191540,383.691406
1504195140,384.186951
1504198740,384.622223
1504202340,385.035553
1504205940,385.455017
1504209540,385.775299
1504213140,385.776672
1504216740,385.698883
1504220340,385.507507
1504223940,385.271118
1504227540,385.394745
1504231140,385.942505
1504234740,386.645569
1504238340,387.424713
1504241940,388.126953
1504245540,388.331390
1504249140,388.378601
1504252740,388.588043
1504256340,389.113068
1504259940,389.432770
1504263540,389.282501
1504267140,389.040009
1504270740,388.762787
1504274340,388.601959
1504277940,388.859711
1504281540,389.118622
1504285140,389.245544
1504288740,389.306946
1504292340,389.414185
1504295940,389.377228
1504299540,389.414185
1504303140,389.431946
1504306740,389.487488
1504310340,389.545837
1504313940,389.913055
1504317540,389.969727
1504321140,389.276123
1504324740,388.097229
1504328340,386.837769
1504331940,383.764709
1504335540,380.291382
1504339140,377.701935
1504342740,374.303619
1504346340,370.211670
1504349940,366.402771
1504353540,363.393341
1504357140,360.644989
1504360740,358.066376
1504364340,356.068329
1504367940,353.803894
1504371540,350.563324
1504375140,348.308899
1504378740,346.792236
1504382340,344.961670
1504385940,342.142487
1504389540,338.844452
1504393140,336.096649
1504396740,335.266937
1504400340,336.229431
1504403940,337.436096
1504407540,338.273041
1504411140,339.108337
1504414740,340.750000
1504418340,343.760284
1504421940,347.611115
1504425540,350.705292
1504429140,353.024445
1504432740,353.353058
1504436340,352.761688
1504439940,351.913910
1504443540,350.807220
1504447140,348.702240
1504450740,344.913330
1504454340,341.384186
1504457940,338.548889
1504461540,336.451385
1504465140,335.751099
1504468740,335.766937
1504472340,336.346649
1504475940,336.662781
1504479540,337.629150
1504483140,339.506927
1504486740,340.576935
1504490340,340.988342
1504493940,340.662781
1504497540,339.464172
1504501140,338.138885
1504504740,336.943604
1504508340,335.949432
1504511940,331.595825
1504515540,326.020813
1504519140,321.897491
1504522740,318.899719
1504526340,314.459442
1504529940,309.020538
1504533540,303.997498
1504537140,298.636108
1504540740,292.117493
1504544340,288.573334
1504547940,286.513611
1504551540,284.254730
1504555140,282.725555
1504558740,282.953888
1504562340,285.326935
1504565940,287.204163
1504569540,287.801117
1504573140,288.786407
1504576740,287.323059
1504580340,285.668610
1504583940,284.869720
1504587540,282.700012
1504591140,280.203064
1504594740,277.161682
1504598340,275.456940
1504601940,275.683044
1504605540,276.286957
1504609140,280.007782
1504612740,283.949463
1504616340,286.774719
1504619940,289.511963
1504623540,292.132782
1504627140,294.233063
1504630740,294.920013
1504634340,296.019165
1504637940,298.284454
1504641540,300.882233
1504645140,303.431122
1504648740,305.121399
1504652340,306.660004
1504655940,308.418060
1504659540,310.903870
1504663140,314.563873
1504666740,317.330261
1504670340,319.122223
1504673940,319.855560
1504677540,320.155823
1504681140,320.691376
1504684740,321.245270
1504688340,322.216675
1504691940,323.194153
1504695540,323.115570
1504699140,323.524170
1504702740,324.200562
1504706340,324.724182
1504709940,325.596405
1504713540,326.865845
1504742340,328.715820
1504745940,329.809723
1504749540,329.739441
1504753140,329.511963
1504756740,329.045837
1504760340,328.690552
1504763940,328.826660
1504767540,328.895844
1504771140,328.190552
1504774740,326.888062
1504778340,326.153625
1504781940,326.303070
1504785540,326.892792
