mean fitness,best fitness,population size
120.704615,513.638428,258
204.950683,513.638428,260
284.017692,634.793884,262
347.256437,688.289062,264
384.389038,660.667969,266
400.008577,694.327087,268
423.140993,694.327087,270
432.053173,697.242065,272
436.494413,717.364990,274
459.763767,717.364990,276
472.125362,757.990723,278
472.919647,757.990723,280
497.785364,776.685974,282
487.175455,776.685974,284
488.271456,776.685974,286
477.672602,776.685974,288
497.163514,778.719727,290
514.661350,780.465820,292
521.561803,784.147827,294
527.860115,784.147827,296
533.172558,780.465820,298
528.262662,784.147827,300
553.111543,784.147827,302
548.033212,791.270325,304
560.705382,791.270325,306
569.511679,791.270325,308
556.793615,791.270325,310
559.910454,798.043762,312
537.099538,798.043762,314
542.919446,798.043762,316
559.011552,798.043762,318
565.501524,798.043762,320
577.451536,798.043762,322
584.295280,798.043762,324
572.007802,798.043762,326
578.852265,798.043762,328
567.345390,798.043762,330
558.708922,798.043762,332
584.254072,798.043762,334
579.536228,804.459839,336
