mean fitness,best fitness,population size
141.255202,880.775391,772
266.506453,880.775391,776
365.319665,880.775391,780
460.619325,961.800171,784
513.691608,961.800171,788
558.007877,963.546387,792
583.212313,961.800171,796
605.644200,978.435913,800
602.114960,978.435913,804
608.413263,982.207397,808
607.939127,982.207397,812
629.514154,982.207397,816
626.939338,983.945312,820
641.603237,983.945312,824
649.911363,985.941589,828
640.940746,983.945312,832
649.215900,985.757019,836
664.576231,987.628479,840
669.203113,987.628479,844
686.746588,987.628479,848
679.167919,987.628479,852
673.361898,989.497009,856
687.407626,992.919006,860
679.847529,992.919006,864
669.942914,992.919006,868
660.986841,992.919006,872
682.978454,992.919006,876
686.946367,992.919006,880
682.206185,997.255188,884
661.083917,997.255188,888
678.055765,997.255188,892
689.924287,997.255188,896
685.815485,997.255188,900
693.889628,997.255188,904
699.779613,997.255188,908
688.936927,997.255188,912
691.624236,997.255188,916
686.514945,997.255188,920
695.921423,997.255188,924
688.085814,997.255188,928
