candles read:
from: 2019-Mar-28 04:00:00
to: 2023-Apr-12 09:28:00
difference: 1476d 05:28:00.000000
count: 2122039
duration: 2.527870
began: 2023-Apr-21 09:21:33
it: 0, best value: -55.8435, curr value: -55.8435, tabu list size: 1
it: 54, best value: 136.116, curr value: 123.999, tabu list size: 29
it: 55, best value: 136.116, curr value: 123.419, tabu list size: 29
it: 56, best value: 136.116, curr value: 114.389, tabu list size: 29
it: 57, best value: 136.116, curr value: 115.262, tabu list size: 29
it: 58, best value: 136.116, curr value: 131.917, tabu list size: 29
it: 59, best value: 136.116, curr value: 124.848, tabu list size: 29
it: 60, best value: 136.116, curr value: 128.908, tabu list size: 29
it: 61, best value: 136.116, curr value: 133.506, tabu list size: 29
it: 62, best value: 136.116, curr value: 133.506, tabu list size: 28
it: 63, best value: 136.116, curr value: 127.004, tabu list size: 28
it: 64, best value: 136.116, curr value: 133.506, tabu list size: 28
it: 65, best value: 136.116, curr value: 133.506, tabu list size: 28
it: 66, best value: 136.116, curr value: 122.569, tabu list size: 28
it: 67, best value: 136.116, curr value: 120.321, tabu list size: 28
it: 68, best value: 136.116, curr value: 131.917, tabu list size: 28
it: 69, best value: 136.116, curr value: 127.004, tabu list size: 28
it: 70, best value: 136.116, curr value: 130.618, tabu list size: 28
it: 71, best value: 136.116, curr value: 134.907, tabu list size: 28
it: 72, best value: 136.116, curr value: 134.907, tabu list size: 28
it: 73, best value: 136.116, curr value: 131.917, tabu list size: 28
it: 74, best value: 136.116, curr value: 134.907, tabu list size: 28
it: 75, best value: 136.116, curr value: 133.506, tabu list size: 28
it: 76, best value: 136.116, curr value: 128.908, tabu list size: 28
it: 77, best value: 136.116, curr value: 134.907, tabu list size: 28
it: 78, best value: 136.116, curr value: 136.116, tabu list size: 29
it: 79, best value: 136.116, curr value: 136.116, tabu list size: 29
it: 80, best value: 136.116, curr value: 136.116, tabu list size: 28
it: 81, best value: 136.116, curr value: 130.618, tabu list size: 28
it: 82, best value: 136.116, curr value: 127.004, tabu list size: 29
it: 83, best value: 136.116, curr value: 127.004, tabu list size: 28
it: 84, best value: 136.116, curr value: 124.848, tabu list size: 28
it: 85, best value: 136.116, curr value: 130.145, tabu list size: 29
it: 86, best value: 136.116, curr value: 128.598, tabu list size: 29
it: 87, best value: 136.116, curr value: 131.202, tabu list size: 29
it: 88, best value: 138.123, curr value: 138.123, tabu list size: 29
it: 89, best value: 138.123, curr value: 130.695, tabu list size: 29
it: 90, best value: 138.123, curr value: 138.123, tabu list size: 29
it: 91, best value: 138.123, curr value: 131.202, tabu list size: 29
it: 92, best value: 138.123, curr value: 130.22, tabu list size: 29
it: 93, best value: 138.123, curr value: 128.598, tabu list size: 29
it: 94, best value: 138.123, curr value: 138.123, tabu list size: 30
it: 95, best value: 138.123, curr value: 130.795, tabu list size: 30
it: 96, best value: 138.123, curr value: 115.941, tabu list size: 30
it: 97, best value: 138.123, curr value: 123.999, tabu list size: 30
it: 98, best value: 138.123, curr value: 123.999, tabu list size: 30
it: 99, best value: 138.123, curr value: 115.941, tabu list size: 30
it: 100, best value: 138.123, curr value: 123.999, tabu list size: 29
it: 101, best value: 138.123, curr value: 114.969, tabu list size: 29
it: 102, best value: 138.123, curr value: 109.075, tabu list size: 29
it: 103, best value: 138.123, curr value: 123.999, tabu list size: 29
it: 104, best value: 138.123, curr value: 108.839, tabu list size: 29
it: 105, best value: 138.123, curr value: 108.839, tabu list size: 29
it: 106, best value: 138.123, curr value: 122.232, tabu list size: 29
it: 107, best value: 138.123, curr value: 130.618, tabu list size: 29
it: 108, best value: 138.123, curr value: 136.116, tabu list size: 29
it: 109, best value: 138.123, curr value: 136.116, tabu list size: 28
it: 110, best value: 138.123, curr value: 134.907, tabu list size: 28
it: 111, best value: 138.123, curr value: 136.116, tabu list size: 28
it: 112, best value: 138.123, curr value: 136.116, tabu list size: 29
it: 113, best value: 138.123, curr value: 136.116, tabu list size: 28
it: 114, best value: 138.123, curr value: 133.506, tabu list size: 28
it: 115, best value: 138.123, curr value: 128.908, tabu list size: 29
it: 116, best value: 138.123, curr value: 134.907, tabu list size: 29
it: 117, best value: 138.123, curr value: 131.917, tabu list size: 29
it: 118, best value: 138.123, curr value: 127.004, tabu list size: 29
it: 119, best value: 138.123, curr value: 133.506, tabu list size: 29
it: 120, best value: 138.123, curr value: 130.145, tabu list size: 28
it: 121, best value: 138.123, curr value: 128.598, tabu list size: 28
it: 122, best value: 138.123, curr value: 130.22, tabu list size: 28
it: 123, best value: 138.123, curr value: 138.123, tabu list size: 28
it: 124, best value: 138.123, curr value: 130.695, tabu list size: 28
it: 125, best value: 138.123, curr value: 138.123, tabu list size: 28
it: 126, best value: 138.123, curr value: 131.202, tabu list size: 28
it: 127, best value: 138.123, curr value: 128.598, tabu list size: 28
ended: 2023-Apr-21 09:25:19
duration: 3:46.063639
