curr state net profit,temperature,mean threshold worse acceptance
10937.573242,10000.000000,0.994326
0.000000,280.447018,0.998562
13569.525391,178.792958,0.886170
562.808594,142.217736,0.902336
31261.501953,122.741713,0.889702
3295.683594,110.389929,0.790774
5400.446777,101.734049,0.952815
30813.441406,95.263429,0.698917
7832.818359,90.202861,0.727080
19247.890625,86.110946,0.701306
8548.657227,82.716569,0.703178
4631.433594,79.843295,0.751331
4468.119141,77.370955,0.786738
26654.294922,75.214625,0.751733
57706.335938,73.312434,0.560264
50690.222656,71.618136,0.330220
55452.503906,70.096406,0.640137
63101.027344,68.719743,0.694190
65697.828125,67.466391,0.851753
65946.476562,66.318884,0.870611
63101.027344,65.263024,0.854538
58491.976562,64.287133,0.399727
58491.976562,63.381514,0.809437
58491.976562,62.538034,0.000000
53797.855469,61.749820,0.749378
24099.328125,61.011016,0.277474
15538.963867,60.316598,0.620885
5208.904297,59.662231,0.571438
12360.955078,59.044149,0.766621
25369.085938,58.459065,0.682492
11422.020508,57.904094,0.673011
15843.173828,57.376693,0.596739
15491.237305,56.874611,0.495354
13239.872070,56.395845,0.664494
13181.021484,55.938610,0.370493
19225.050781,55.501304,0.566165
8239.967773,55.082490,0.597687
-704.318359,54.680872,0.645853
13012.492188,54.295277,0.586711
15891.459961,53.924643,0.747552
27509.593750,53.568003,0.581574
25059.382812,53.224477,0.416780
23154.101562,52.893260,0.677721
19424.203125,52.573615,0.607869
18592.914062,52.264865,0.609678
23320.921875,51.966390,0.673426
16657.574219,51.677616,0.647730
3660.622559,51.398013,0.679645
9903.816406,51.127093,0.724657
19462.041016,50.864402,0.661058
11193.304688,50.609520,0.779592
10858.477539,50.362056,0.755219
7997.641602,50.121646,0.751936
0.000000,49.887951,0.574444
23162.904297,49.660654,0.581390
19645.949219,49.439459,0.738164
19150.410156,49.224090,0.675022
22642.980469,49.014286,0.652003
13229.029297,48.809804,0.645042
19448.865234,48.610416,0.595043
2010.256348,48.415906,0.598503
0.000000,48.226072,0.830300
23982.738281,48.040722,0.859915
44015.867188,47.859678,0.532976
74426.296875,47.682769,0.578033
37239.726562,47.509834,0.340905
31090.015625,47.340722,0.532032
53851.824219,47.175289,0.701804
59827.457031,47.013397,0.739592
54316.710938,46.854919,0.610258
58536.371094,46.699731,0.524494
57023.187500,46.547717,0.670003
40059.984375,46.398766,0.162782
64207.062500,46.252773,0.516888
63586.367188,46.109636,0.667887
65602.601562,45.969262,0.763167
58730.421875,45.831558,0.600014
59745.140625,45.696437,0.501193
61059.765625,45.563817,0.668611
56015.886719,45.433619,0.555022
56015.886719,45.305766,0.687417
31549.773438,45.180186,0.261650
48593.523438,45.056810,0.546634
49347.980469,44.935572,0.455538
