mean fitness,best fitness,population size
204.399417,996.633118,990
313.364114,1020.322021,980
421.699959,1056.659546,970
485.548372,1056.659546,960
544.205993,1056.659546,950
570.314163,1075.131226,940
602.463603,1122.516846,930
632.046468,1122.516846,920
633.656823,1122.516846,910
640.567047,1122.516846,900
667.072219,1126.811157,892
673.192050,1122.516846,884
670.677336,1126.811157,876
687.812342,1126.811157,868
678.794097,1126.811157,860
683.924039,1126.811157,852
689.638305,1126.811157,844
690.684929,1126.811157,836
710.935065,1126.811157,828
715.472661,1126.811157,820
712.990366,1126.811157,812
694.482733,1126.811157,804
707.890953,1134.320557,796
720.850380,1134.320557,788
703.960892,1139.903687,780
724.564307,1139.903687,772
707.197031,1139.903687,764
693.170797,1139.903687,756
706.618328,1139.903687,748
673.283941,1140.924072,740
660.793637,1140.924072,732
648.411739,1140.924072,724
652.204297,1166.790283,716
618.972766,1166.790283,708
639.732989,1166.790283,700
660.953687,1166.790283,694
647.412510,1166.790283,688
655.646712,1166.790283,682
669.606370,1166.790283,676
673.720740,1166.790283,670
670.499034,1166.790283,664
650.649846,1166.790283,658
676.764763,1166.790283,652
685.313904,1166.790283,646
705.150895,1166.790283,640
665.663983,1166.790283,634
676.567868,1166.790283,628
669.039048,1166.790283,622
683.431245,1166.790283,616
671.079588,1166.790283,610
670.665293,1166.790283,604
692.245804,1166.790283,598
694.368855,1166.790283,592
650.659015,1166.790283,586
686.118759,1166.790283,580
701.336509,1166.790283,574
709.896265,1166.790283,568
697.064609,1166.790283,562
670.428927,1166.790283,556
682.962689,1166.790283,550
679.023266,1166.790283,544
707.060847,1166.790283,538
694.554734,1166.790283,532
694.091640,1166.790283,526
699.846204,1166.790283,520
706.051648,1166.790283,514
702.371710,1166.790283,508
728.026559,1166.790283,502
723.461663,1166.790283,496
717.299576,1166.790283,492
695.877432,1166.790283,488
690.743357,1166.790283,484
732.058244,1166.790283,480
704.276960,1166.790283,476
700.680478,1166.790283,472
705.425087,1166.790283,468
733.191234,1166.790283,464
750.558931,1166.790283,460
727.325996,1166.790283,456
707.087662,1166.790283,452
702.138464,1166.790283,448
706.775027,1166.790283,444
708.309200,1166.790283,440
695.289052,1166.790283,436
737.312982,1166.790283,432
749.095014,1166.790283,428
711.958411,1166.790283,424
692.324609,1166.790283,420
689.659967,1166.790283,416
720.101764,1166.790283,412
681.337809,1166.790283,408
692.886991,1166.790283,404
670.056556,1166.790283,400
666.059881,1166.790283,396
650.000502,1166.790283,392
653.899375,1166.790283,388
667.606264,1166.790283,384
749.002961,1166.790283,380
735.108861,1166.790283,376
689.551360,1166.790283,372
