mean fitness,best fitness,population size
135.059094,770.794739,100
186.365657,663.911560,100
210.575210,539.093323,100
230.017147,511.780060,100
237.984718,528.942322,100
248.573331,543.496521,100
243.586411,542.781799,100
253.908959,597.504578,100
257.313921,534.706787,100
250.599031,562.592102,100
260.802007,606.533875,100
261.642437,605.896545,100
267.734090,605.176086,100
275.588233,654.554443,100
299.889312,642.575989,100
290.889581,612.723999,100
295.713548,682.428589,100
323.126805,643.726379,100
315.718970,661.148621,100
302.797845,737.787720,100
326.609975,674.585571,100
316.963255,665.989868,100
295.249276,605.168091,100
284.661561,691.652222,100
321.210155,677.899841,100
309.432945,730.845703,100
326.645526,829.096680,100
358.540119,719.487122,100
323.760023,742.162231,100
281.102751,688.114685,100
307.707682,604.683777,100
285.375025,755.823059,100
287.434636,646.016541,100
312.282160,700.517273,100
313.190273,606.316345,100
293.068152,621.716248,100
309.070817,598.946228,100
315.217395,584.699524,100
292.086468,615.242188,100
317.101581,648.442505,100
313.014792,590.112061,100
297.276174,585.878906,100
307.419666,629.975281,100
336.851306,683.028442,100
345.384027,646.645264,100
341.633330,730.383911,100
312.979878,704.865234,100
292.919105,656.081726,100
313.789000,688.299683,100
329.492108,748.485474,100
305.473545,609.502625,100
320.777566,631.187500,100
312.461056,631.187500,100
319.219779,686.721008,100
297.140912,622.504456,100
280.832074,544.292480,100
282.043115,630.474426,100
272.729152,563.244873,100
274.985318,636.290283,100
273.466221,651.933777,100
275.933000,624.159180,100
256.345658,611.422119,100
270.054052,668.158325,100
286.196645,619.858643,100
322.105530,592.524780,100
312.368682,860.539124,100
291.758942,613.420288,100
265.776659,627.981079,100
273.887802,722.716370,100
275.868873,645.395264,100
275.502658,709.464722,100
300.143069,734.739075,100
296.809205,722.392822,100
283.638210,616.614319,100
327.481618,774.571533,100
311.975309,640.650940,100
311.344146,787.756531,100
324.000488,711.605286,100
363.533543,730.046021,100
361.577522,750.253296,100
353.614111,675.316101,100
409.117100,867.728088,100
392.500952,839.190918,100
392.430477,732.912354,100
380.075166,755.195923,100
343.999148,723.668762,100
358.737689,690.623474,100
340.993703,675.786560,100
336.625777,672.433472,100
344.608418,753.358887,100
