mean fitness,best fitness,population size
170.792606,719.955994,386
275.855482,1083.229126,388
370.765399,1083.229126,390
460.646503,1302.035767,392
518.714531,1302.035767,394
586.493631,1302.035767,396
619.756757,1302.035767,398
688.253020,1302.035767,400
710.595257,1302.035767,402
697.264589,1309.099487,404
720.177054,1371.968018,406
743.863116,1371.968018,408
749.866090,1383.836060,410
782.092041,1383.836060,412
760.013539,1414.496460,414
802.159511,1442.714722,416
825.421753,1442.714722,418
817.439697,1442.714722,420
848.019688,1468.899780,422
826.978362,1468.899780,424
822.233151,1474.829712,426
826.968937,1474.829712,428
825.542141,1474.829712,430
835.431163,1474.829712,432
839.870452,1474.829712,434
848.155731,1474.829712,436
909.359986,1474.829712,438
878.999883,1474.829712,440
928.443221,1474.829712,442
895.521110,1474.829712,444
925.002063,1474.829712,446
933.052014,1474.829712,448
938.316120,1474.829712,450
931.229663,1474.829712,452
951.684257,1474.829712,454
918.041336,1474.829712,456
932.680058,1474.829712,458
930.942360,1474.829712,460
945.357865,1474.829712,462
946.878831,1474.829712,464
